sleep,pushint,mb,reqs,kv_mean,kv_p50,kv_p95,run_cnt_mean,wait_cnt_mean,swap_cnt_mean,vram_used_mean_gib,vram_used_p95_gib,vram_total_gib,kv_ratio_used_mean,kv_ratio_used_p95,kv_ratio_total_mean,kv_ratio_total_p95,path
0.001,0.001,120,2190,0.26461689497716895,0.003,0.972,12.059360730593607,1.227853881278539,0.09497716894977169,11.293141552511415,13.24,15.0,0.021712544530055018,0.07886550777676121,0.017641126331811263,0.0648,./timsort_hol_sleep_0.001_pushint_0.001_mb120_20260126_094741.csv
