orig_slo,insertion_time,wait_time,prompt_tok,out_tok,total_tok,ttft,execution_time,diff,violation,total_violation,finished_time,success_rate_pct,success_count,processed_count
158.0,1768496392.2471,0.0232,27,32,59,1.612,3.064,-154.9128,0.0,0.0,1768496395.335545,100.0,6,6
40.0,1768496392.1463,0.015,27,32,59,1.7211,3.1744,-36.8105,0.0,0.0,1768496395.3371615,100.0,8,8
44.0,1768496393.4928,0.9533,27,32,59,0.3187,0.8892,-42.1575,0.0,0.0,1768496395.337284,100.0,8,8
133.0,1768496392.7599,0.0044,27,32,59,1.5772,2.5721,-130.4235,0.0,0.0,1768496395.3375185,100.0,8,8
30.0,1768496393.6991,0.6891,27,32,59,0.3769,0.9457,-28.3652,0.0,0.0,1768496395.3375745,100.0,8,8
20.0,1768496394.89,0.4987,27,18,45,0.0287,1.8533,-17.648,0.0,0.0,1768496397.2436175,100.0,9,9
88.0,1768496393.7999,1.7662,27,32,59,1.367,2.8298,-83.404,0.0,0.0,1768496398.3984196,100.0,11,11
19.0,1768496394.0077,0.3222,3276,290,3566,0.4221,9.1412,-9.5367,0.0,0.0,1768496403.4748216,100.0,12,12
34.0,1768496391.9386,0.005,3840,1028,4868,0.5699,32.2228,-1.7722,0.0,0.0,1768496424.169951,100.0,16,16
152.0,1768496392.8654,0.0097,3526,1031,4557,1.4668,31.2907,-120.6996,0.0,0.0,1768496424.1723118,100.0,16,16
129.0,1768496392.3518,0.0275,3087,1029,4116,1.5036,31.789,-97.1835,0.0,0.0,1768496424.174747,100.0,16,16
70.0,1768496392.0454,0.0074,3405,1026,4431,1.8299,32.115,-37.8775,0.0,0.0,1768496424.1749504,100.0,16,16
10.0,1768496406.3903,17.7988,27,32,59,0.0386,1.684,9.4828,9.4828,9.4828,1768496425.8754225,94.12,16,17
22.0,1768496401.0758,23.231,27,32,59,0.8609,1.6178,2.8488,2.8488,12.3316,1768496425.9251118,88.89,16,18
68.0,1768496395.6142,0.0106,3671,1026,4697,1.3081,30.9529,-37.0365,0.0,12.3316,1768496426.5818014,89.47,19,21
32.0,1768496395.198,0.2499,3151,1027,4178,0.417,31.1318,-0.6183,0.0,12.3316,1768496426.5835724,90.0,19,21
52.0,1768496394.7891,0.7176,4788,1027,5815,1.4267,31.0735,-20.2089,0.0,12.3316,1768496426.5872886,90.48,19,21
24.0,1768496402.7357,23.2284,27,20,47,0.5372,1.4185,0.6468,0.6468,12.9784,1768496427.384945,86.36,19,22
22.0,1768496396.5477,1.1928,3326,1024,4350,0.4261,29.7128,8.9056,8.9056,21.884,1768496427.4590943,82.61,19,23
10.0,1768496417.3665,9.2458,27,32,59,0.0272,1.5312,0.777,0.777,22.6611,1768496428.1453555,79.17,19,24
25.0,1768496403.0408,23.6324,27,32,59,0.0267,1.5179,0.1502,0.1502,22.8113,1768496428.1913154,76.92,20,26
34.0,1768496398.2187,0.2326,3159,1030,4189,0.4174,29.7392,-4.0282,0.0,22.8113,1768496428.196223,80.0,20,26
28.0,1768496401.2829,26.2169,27,32,59,0.3457,2.011,0.2279,0.2279,23.0392,1768496429.5118976,74.07,20,27
19.0,1768496413.0756,15.186,27,32,59,0.9172,2.0365,-1.7775,0.0,23.0392,1768496430.2999945,75.0,21,28
14.0,1768496400.7645,2.7387,12339,1030,13369,1.9311,31.7544,20.4931,20.4931,43.5323,1768496435.270882,72.41,21,29
18.0,1768496416.6343,18.6607,27,33,60,0.037,0.6849,1.3456,1.3456,44.8779,1768496435.9813797,70.0,21,30
22.0,1768496403.1547,21.2104,3898,1032,4930,0.8029,27.3509,26.5612,26.5612,104.3834,1768496451.7202923,67.74,21,32
13.0,1768496405.7728,18.4749,3194,1029,4223,0.4208,27.4693,32.9443,32.9443,104.3834,1768496451.7232258,65.62,21,32
