orig_slo,insertion_time,wait_time,prompt_tok,out_tok,total_tok,ttft,execution_time,diff,violation,total_violation,finished_time,success_rate_pct,success_count,processed_count
34.0,1768493657.5878,0.0051,3840,1022,4862,0.5659,15.0949,-18.9,0.0,0.0,1768493673.0822666,100.0,1,1
40.0,1768493677.596,0.0255,27,32,59,0.0213,0.4713,-39.5032,0.0,0.0,1768493678.0929387,100.0,2,2
70.0,1768493667.5952,0.0274,3405,1025,4430,0.4374,14.5751,-55.3975,0.0,0.0,1768493682.2023897,100.0,3,3
158.0,1768493687.5975,0.0572,27,32,59,0.0208,0.4072,-157.5356,0.0,0.0,1768493688.0622456,100.0,4,4
129.0,1768493697.6392,0.0728,3087,1027,4114,0.418,14.9892,-113.938,0.0,0.0,1768493712.7052276,100.0,5,5
30.0,1768493717.6511,0.0584,27,32,59,0.0203,0.4762,-29.4654,0.0,0.0,1768493718.1858819,100.0,6,6
102.0,1768493707.6498,0.0526,4513,1031,5544,0.5984,14.8637,-87.0837,0.0,0.0,1768493722.5709307,100.0,7,7
121.0,1768493727.6522,0.0657,27,32,59,0.0215,0.4074,-120.527,0.0,0.0,1768493728.1253855,100.0,8,8
133.0,1768493737.6622,0.0826,27,32,59,0.0213,0.4062,-132.5112,0.0,0.0,1768493738.1516845,100.0,9,9
152.0,1768493747.6949,0.0734,3526,201,3727,0.4872,3.0648,-148.8618,0.0,0.0,1768493750.83605,100.0,10,10
139.0,1768493767.7112,0.0184,27,32,59,0.0207,0.4805,-138.5011,0.0,0.0,1768493768.2104,100.0,11,11
102.0,1768493757.7098,0.011,5583,1023,6606,0.7618,14.5768,-87.4122,0.0,0.0,1768493772.3044183,100.0,12,12
201.0,1768493777.7316,0.073,3271,1026,4297,0.4429,14.8169,-186.1101,0.0,0.0,1768493792.62524,100.0,13,13
187.0,1768493787.7383,0.0198,3365,1027,4392,0.4368,15.5658,-171.4145,0.0,0.0,1768493803.3285353,100.0,14,14
44.0,1768493807.7455,0.0314,27,32,59,0.0298,0.479,-43.4896,0.0,0.0,1768493808.2561302,100.0,15,15
102.0,1768493797.7443,0.0225,3559,1026,4585,0.4526,14.6619,-87.3157,0.0,0.0,1768493812.4325502,100.0,16,16
30.0,1768493827.7795,0.0205,27,32,59,0.0296,0.4773,-29.5023,0.0,0.0,1768493828.2773793,100.0,17,17
177.0,1768493817.7786,0.0718,2980,1028,4008,0.4068,13.8017,-163.1265,0.0,0.0,1768493831.656302,100.0,18,18
88.0,1768493837.7812,0.0703,27,32,59,0.0263,0.4121,-87.5176,0.0,0.0,1768493838.2637694,100.0,19,19
142.0,1768493847.7824,0.0703,27,33,60,0.0217,0.4065,-141.5232,0.0,0.0,1768493848.259512,100.0,20,20
127.0,1768493867.803,0.0414,27,32,59,0.0283,0.4768,-126.4818,0.0,0.0,1768493868.3216724,100.0,21,21
19.0,1768493857.8019,0.0262,3276,1031,4307,0.438,13.8861,-5.0876,0.0,0.0,1768493871.718702,100.0,22,22
131.0,1768493887.8327,0.0147,27,32,59,0.0198,0.4675,-130.5178,0.0,0.0,1768493888.3150966,100.0,23,23
212.0,1768493877.8316,0.0719,2945,1034,3979,0.4182,13.8066,-198.1215,0.0,0.0,1768493891.7143555,100.0,24,24
148.0,1768493897.8515,0.0411,3202,233,3435,0.4522,3.4825,-144.4764,0.0,0.0,1768493901.378082,100.0,25,25
199.0,1768493907.8735,0.073,3096,1022,4118,0.4269,15.0262,-183.9009,0.0,0.0,1768493922.9766347,100.0,26,26
20.0,1768493927.8814,0.0552,27,31,58,0.0229,0.4782,-19.4666,0.0,0.0,1768493928.4150622,100.0,27,27
52.0,1768493917.8809,0.0519,4788,1024,5812,0.6426,14.9475,-37.0006,0.0,0.0,1768493932.884854,100.0,28,28
180.0,1768493937.8971,0.0817,27,32,59,0.021,0.4078,-179.5105,0.0,0.0,1768493938.3868814,100.0,29,29
198.0,1768493947.8989,0.0406,27,32,59,0.0218,0.4077,-197.5517,0.0,0.0,1768493948.3475745,100.0,30,30
