orig_slo,insertion_time,wait_time,prompt_tok,out_tok,total_tok,ttft,execution_time,diff,violation,total_violation,finished_time,success_rate_pct,success_count,processed_count
121.0,1768492512.3241,0.0143,27,32,59,2.2533,2.8055,-118.1802,0.0,0.0,1768492515.1496806,100.0,5,5
133.0,1768492512.3383,0.0185,27,32,59,2.234,2.7927,-130.1887,0.0,0.0,1768492515.1547284,100.0,5,5
40.0,1768492512.2516,0.0141,27,32,59,2.3255,2.8813,-37.1046,0.0,0.0,1768492515.156436,100.0,6,6
30.0,1768492512.3117,0.0122,27,10,37,2.2683,2.4465,-27.5413,0.0,0.0,1768492515.1564662,100.0,6,6
158.0,1768492512.2656,0.0196,27,32,59,2.3068,2.8711,-155.1093,0.0,0.0,1768492515.1565077,100.0,6,6
10.0,1768492516.4278,1.5078,27,32,59,0.94,1.6701,-6.8221,0.0,0.0,1768492519.6084044,100.0,9,9
10.0,1768492514.2341,0.9355,27,32,59,0.034,4.4373,-4.6272,0.0,0.0,1768492519.608557,100.0,9,9
19.0,1768492512.5136,2.7387,3276,269,3545,3.6096,10.9106,-5.3507,0.0,0.0,1768492526.1666148,100.0,11,11
20.0,1768492512.6112,13.5763,27,32,59,0.0392,0.7877,-5.636,0.0,0.0,1768492526.9764357,100.0,12,12
16.0,1768492517.9552,9.0488,27,14,41,0.032,0.3733,-6.5778,0.0,0.0,1768492527.3792386,100.0,13,13
11.0,1768492523.1262,4.2653,27,32,59,0.0232,0.7779,-5.9568,0.0,0.0,1768492528.1710925,100.0,14,14
19.0,1768492515.6688,12.5749,27,32,59,0.0261,0.7829,-5.6422,0.0,0.0,1768492529.0283358,100.0,16,16
16.0,1768492516.247,3.3967,3015,471,3486,0.4025,12.9452,0.3419,0.3419,0.3419,1768492532.5920515,94.12,16,17
19.0,1768492516.4096,16.2059,27,32,59,0.0341,0.7994,-1.9948,0.0,0.3419,1768492533.4152935,94.44,17,18
22.0,1768492513.4868,19.9543,27,32,59,0.0327,0.7969,-1.2488,0.0,0.3419,1768492534.2388644,94.74,18,19
15.0,1768492520.7714,13.4822,27,32,59,0.0449,0.8109,-0.7069,0.0,0.3419,1768492535.0655324,95.0,19,20
129.0,1768492512.2849,0.0094,3087,1035,4122,2.2971,33.2583,-95.7323,0.0,0.3419,1768492545.5577135,95.24,23,24
34.0,1768492512.2197,0.0051,3840,1028,4868,0.5692,33.3305,-0.6644,0.0,0.3419,1768492545.5590088,95.65,23,24
70.0,1768492512.2374,0.0139,3405,1028,4433,2.3398,33.3037,-36.6824,0.0,0.3419,1768492545.5595584,95.45,23,24
152.0,1768492512.3566,0.0106,3526,1028,4554,2.2252,33.1898,-118.7996,0.0,0.3419,1768492545.5630925,95.83,23,24
14.0,1768492523.0889,22.5527,27,32,59,1.1816,1.9401,10.4928,10.4928,10.8348,1768492547.5839965,92.0,23,25
13.0,1768492514.1477,1.0398,3194,1026,4220,0.5019,32.4217,20.4616,20.4616,66.5324,1768492547.6135654,88.46,23,28
18.0,1768492514.538,0.7258,4378,1026,5404,3.5977,32.3463,15.0721,15.0721,66.5324,1768492547.6198835,85.19,23,28
14.0,1768492513.4471,1.7592,12339,1032,13371,2.7059,32.4048,20.164,20.164,66.5324,1768492547.6209,82.14,23,28
16.0,1768492521.401,26.205,27,34,61,0.0379,0.6751,10.8801,10.8801,88.1825,1768492548.282673,76.67,23,30
11.0,1768492526.5108,21.1152,27,32,59,0.0902,0.6548,10.77,10.77,88.1825,1768492548.2845268,79.31,23,30
13.0,1768492519.3745,0.3072,3299,1027,4326,0.7762,28.6201,15.9274,15.9274,104.1099,1768492548.307359,74.19,23,31
11.0,1768492526.5866,21.1316,27,32,59,0.03,1.5969,11.7286,11.7286,127.4398,1768492549.3173087,71.88,23,33
24.0,1768492513.7156,34.0211,27,32,59,0.0235,1.5802,11.6013,11.6013,127.4398,1768492549.317639,69.7,23,33
13.0,1768492524.8509,23.4668,27,32,59,0.0354,1.9958,12.4626,12.4626,139.9023,1768492550.3142383,67.65,23,34
25.0,1768492513.759,35.6063,27,32,59,0.3973,1.0427,11.6491,11.6491,151.5514,1768492550.4083276,65.71,23,35
22.0,1768492513.7773,21.3023,3898,514,4412,0.5329,15.8731,15.1753,15.1753,166.7267,1768492550.9581194,63.89,23,36
