sleep,pushint,mb,reqs,kv_mean,kv_p50,kv_p95,run_cnt_mean,wait_cnt_mean,swap_cnt_mean,vram_used_mean_gib,vram_used_p95_gib,vram_total_gib,kv_ratio_used_mean,kv_ratio_used_p95,kv_ratio_total_mean,kv_ratio_total_p95,path
0.001,0.005,20,2266,0.12528067078552516,0.109,0.281,15.060017652250663,0.19373345101500442,0.0,14.716182700794356,14.73,15.0,0.00850551992349493,0.019076714188730484,0.00835204471903501,0.018733333333333334,./timsort_hol_sleep_0.001_pushint_0.005_mb20_20260125_103909.csv
0.001,0.005,40,2374,0.27349199663016005,0.251,0.453,27.871524852569504,0.13058129738837404,0.0,14.321769165964616,14.63,15.0,0.019093631549643202,0.030963773069036225,0.018232799775344005,0.0302,./timsort_hol_sleep_0.001_pushint_0.005_mb40_20260125_124528.csv
0.001,0.005,60,2325,0.16006365591397848,0.003,0.446,19.169032258064515,0.2417204301075269,0.0,14.507083870967739,14.52,15.0,0.011024147209167653,0.030716253443526173,0.010670910394265232,0.029733333333333334,./timsort_hol_sleep_0.001_pushint_0.005_mb60_20260125_145158.csv
0.001,0.005,80,2335,0.16513490364025699,0.079,0.449,20.74004282655246,0.19571734475374733,0.0,14.851940042826552,14.87,15.0,0.011106365033194704,0.030195023537323472,0.01100899357601713,0.029933333333333333,./timsort_hol_sleep_0.001_pushint_0.005_mb80_20260125_165854.csv
0.001,0.005,100,2352,0.1500408163265306,0.101,0.452,20.622448979591837,0.2147108843537415,0.0,14.851513605442177,14.87,15.0,0.010091371537673102,0.03039677202420982,0.010002721088435374,0.030133333333333335,./timsort_hol_sleep_0.001_pushint_0.005_mb100_20260125_190454.csv
0.001,0.005,120,2253,0.1450994229915668,0.065,0.44,19.339991122947183,0.16378162450066577,0.0,14.84925432756325,14.87,15.0,0.009758971696789465,0.029589778076664425,0.009673294866104454,0.029333333333333333,./timsort_hol_sleep_0.001_pushint_0.005_mb120_20260125_211109.csv
