orig_slo,insertion_time,wait_time,prompt_tok,out_tok,total_tok,ttft,execution_time,diff,violation,total_violation,finished_time,success_rate_pct,success_count,processed_count
70.0,1769015129.3396,0.0407,3405,19,3424,0.3738,0.3738,-69.5855,0.0,0.0,1769015130.9223564,100.0,1,1
40.0,1769015130.3416,0.0956,27,32,59,0.5397,0.5397,-39.3646,0.0,0.0,1769015131.382394,100.0,2,2
158.0,1769015131.343,0.1549,27,32,59,0.0533,0.0533,-157.7917,0.0,0.0,1769015131.9576318,100.0,3,3
30.0,1769015134.3842,0.3192,27,32,59,0.0767,0.0767,-29.6041,0.0,0.0,1769015135.2415228,100.0,4,4
121.0,1769015135.3876,0.3865,27,32,59,0.0438,0.0438,-120.5696,0.0,0.0,1769015136.2941139,100.0,5,5
133.0,1769015136.3889,0.4528,27,32,59,0.044,0.044,-132.5032,0.0,0.0,1769015137.36158,100.0,6,6
139.0,1769015139.4419,0.1159,27,32,59,0.0622,0.0622,-138.8218,0.0,0.0,1769015140.1527586,100.0,7,7
44.0,1769015143.5006,0.4243,27,32,59,0.0878,0.0878,-43.4879,0.0,0.0,1769015144.6327105,100.0,8,8
30.0,1769015145.5457,0.546,27,32,59,0.0807,0.0807,-29.3733,0.0,0.0,1769015146.8112497,100.0,9,9
88.0,1769015146.5478,0.633,27,32,59,0.0591,0.0591,-87.3079,0.0,0.0,1769015147.8811882,100.0,10,10
142.0,1769015147.5527,0.7499,27,32,59,0.0682,0.0682,-141.1819,0.0,0.0,1769015149.010159,100.0,11,11
34.0,1769015128.3187,0.0171,3840,1024,4864,0.5161,0.5161,-33.4667,0.0,0.0,1769015149.0465505,100.0,12,12
127.0,1769015149.582,0.3659,27,32,59,0.0671,0.0671,-126.567,0.0,0.0,1769015150.64619,100.0,13,13
129.0,1769015132.3617,0.2047,3087,1036,4123,0.3594,0.3594,-128.4358,0.0,0.0,1769015155.5341976,100.0,15,15
19.0,1769015148.581,0.826,3276,242,3518,0.3558,0.3558,-17.8182,0.0,0.0,1769015155.535358,100.0,15,15
20.0,1769015155.6818,0.3281,27,21,48,0.0626,0.0626,-19.6093,0.0,0.0,1769015156.497235,100.0,16,16
102.0,1769015133.3829,0.2516,4513,1035,5548,0.5324,0.5324,-101.216,0.0,0.0,1769015156.6327188,100.0,17,17
131.0,1769015151.6064,5.5037,27,32,59,0.0635,0.0635,-125.4328,0.0,0.0,1769015158.142841,100.0,18,18
180.0,1769015156.6828,1.5378,27,32,59,0.0518,0.0518,-178.4103,0.0,0.0,1769015158.9117494,100.0,19,19
152.0,1769015137.4076,0.5108,3526,1026,4552,0.3783,0.3783,-151.111,0.0,0.0,1769015163.130198,100.0,20,20
102.0,1769015138.4399,0.0395,5583,1024,6607,0.6969,0.6969,-101.2637,0.0,0.0,1769015163.4380975,100.0,21,21
88.0,1769015161.7501,2.5574,27,32,59,0.0601,0.0601,-85.3825,0.0,0.0,1769015165.010687,100.0,22,22
