mode,TTFT_mean,TTFT_p95,TBTp95_mean,TBTp95_p95,estTBT_mean,estTBT_p95,TTLT_mean,TTLT_p95,processed_request_count,prefix_hit_count,prefix_hit_total,prefix_hit_rate
native_dram,0.17773647530040054,0.33296,0.15491802091713597,0.27816,,,0.7007965432704094,1.4073,4079,956,4122,0.2319262493934983
native_disk,0.18336222281592304,0.3588699999999999,0.15683861625100562,0.27602,,,0.7185623803680982,1.4849099999999995,4075,947,4120,0.22985436893203884
native_dram_disk,0.1725451930758988,0.3367899999999999,0.14749497594869057,0.2751,,,0.6694067173326796,1.4599799999999998,4079,1244,4127,0.30142960988611583
cachegen_dram,0.2760752858627858,1.4892599999999991,0.15845212294868458,0.38312999999999997,,,0.8130134247917687,2.9264949999999974,4082,1991,4119,0.48336974993930565
cachegen_disk,0.19458211746115356,0.5020199999999999,0.14194978869519279,0.28075,,,0.6906146023147008,2.0858,4061,1983,4103,0.48330489885449673
cachegen_dram_disk,0.5259886722866175,2.793375,0.1718493794560338,0.38204,,,1.1537861207323108,4.56999,4042,1976,4096,0.482421875
