mode,insertion_ts,finished_ts,TTFT,TBT_p95,TBT_p99,TTLT,out_tok,t_finish,t_insert
native_dram,1772710605.81,1772710609.104038,,,,0.8365,,3.333437919616699,0.03939986228942871
native_dram,1772710605.7706,1772710609.1327002,0.6824,,,1.0411,,3.362100124359131,0.0
native_dram,1772710605.8852,1772710609.241897,0.8521,0.3163,0.3163,2.225,,3.471297025680542,0.11459994316101074
native_dram,1772710605.9039,1772710609.3420916,0.7883,0.311,0.311,2.1086,,3.5714914798736572,0.1332998275756836
native_dram,1772710605.9149,1772710609.3599682,0.6746,0.3152,0.3152,1.9996,,3.5893681049346924,0.14429998397827148
native_dram,1772710605.9232,1772710609.598495,0.8723,0.2557,0.2557,2.138,,3.827894926071167,0.15259981155395508
native_dram,1772710605.9432,1772710609.6680822,0.8658,0.2613,0.2613,1.9683,,3.89748215675354,0.17260003089904785
native_dram,1772710605.953,1772710609.6682856,0.7466,0.2542,0.2542,1.8565,,3.8976855278015137,0.18239998817443848
native_dram,1772710605.9321,1772710609.6855154,0.9849,0.2597,0.2597,2.0836,,3.9149153232574463,0.1614999771118164
native_dram,1772710605.9671,1772710609.7796593,0.6333,0.2561,0.2561,1.871,,4.009059190750122,0.19649982452392578
native_dram,1772710605.8952,1772710610.1504996,,,,0.896,,4.379899501800537,0.12459993362426758
native_dram,1772710606.1059,1772710610.241917,,,,0.3752,,4.471316814422607,0.3352999687194824
native_dram,1772710606.0593,1772710611.0177884,0.4683,0.3265,0.3265,1.4638,,5.247188329696655,0.2886998653411865
native_dram,1772710606.0443,1772710611.0236518,0.5679,0.3318,0.3318,1.4072,,5.2530517578125,0.2736999988555908
native_dram,1772710606.1042,1772710611.0501142,0.3729,0.2424,0.2424,1.0469,,5.2795140743255615,0.3335998058319092
native_dram,1772710606.088,1772710611.0513546,0.4788,0.2453,0.2453,1.1592,,5.280754566192627,0.3173999786376953
native_dram,1772710606.1367,1772710611.2485797,0.349,0.1596,0.1596,0.5128,,5.47797966003418,0.36609983444213867
native_dram,1772710606.1269,1772710611.2707646,0.2884,0.1678,0.1678,0.6165,,5.50016450881958,0.35629987716674805
native_dram,1772710606.0035,1772710611.2750673,0.664,0.3258,0.3258,2.2966,,5.504467248916626,0.23289990425109863
native_dram,1772710605.9807,1772710611.536081,0.9629,0.5904,0.5904,3.0545,,5.765480995178223,0.2100999355316162
native_dram,1772710606.0241,1772710611.5501575,0.4838,0.3289,0.3289,1.7827,,5.779557466506958,0.25349998474121094
native_dram,1772710605.9976,1772710611.5656195,0.7751,0.3263,0.3263,2.5729,,5.7950193881988525,0.22699999809265137
native_dram,1772710606.015,1772710611.5951908,0.5956,0.404,0.404,1.8999,,5.824590682983398,0.2444000244140625
native_dram,1772710605.7959,1772710611.611449,0.5685,0.3581,0.3581,2.5347,,5.840848922729492,0.025300025939941406
native_dram,1772710606.0329,1772710611.7277722,0.6317,0.3315,0.3315,1.6708,,5.957172155380249,0.2623000144958496
native_dram,1772710606.074,1772710611.7445781,0.3938,0.332,0.332,1.2344,,5.973978042602539,0.30339980125427246
native_dram,1772710606.118,1772710611.764679,0.2596,0.3326,0.3326,0.8392,,5.994078874588013,0.3473999500274658
native_dram,1772710606.063,1772710611.9516559,0.4868,0.575,0.575,1.8042,,6.181055784225464,0.29239988327026367
native_dram,1772710605.8652,1772710612.6338263,0.7578,0.3222,0.3222,2.224,,6.8632261753082275,0.09459996223449707
native_dram,1772710605.8506,1772710612.6447768,0.8663,0.3235,0.3235,2.3326,,6.874176740646362,0.07999992370605469
native_dram,1772710605.9824,1772710612.6729932,,,,0.8855,,6.902393102645874,0.21179986000061035
native_dram,1772710605.8183,1772710612.7187426,0.7251,0.3226,0.3226,2.4071,,6.9481425285339355,0.047699928283691406
native_dram,1772710605.8294,1772710612.76234,0.6153,0.3254,0.3254,2.3017,,6.991739988327026,0.05879998207092285
native_dram,1772710605.8393,1772710612.7637339,0.8199,0.3228,0.3228,2.4092,,6.993133783340454,0.06869983673095703
