chunked,sleep,pushint,mb,reqs,kv_mean,kv_p50,kv_p95,run_cnt_mean,wait_cnt_mean,swap_cnt_mean,vram_used_mean_gib,vram_used_p95_gib,vram_total_gib,kv_ratio_used_mean,kv_ratio_used_p95,kv_ratio_total_mean,kv_ratio_total_p95,path
0,0.001,0.01,20,2099,0.2936326822296331,0.251,0.659,15.755597903763697,0.15245354930919486,0.0,8.621648404001906,8.64,15.0,0.03398536093271681,0.07627314814814815,0.01957551214864221,0.04393333333333334,./timsort_hol_sleep_0.001_pushint_0.01_mb20_chunked_0_20260131_110628.csv
0,0.001,0.01,40,1688,0.5337772511848341,0.599,0.803,31.75829383886256,0.2825829383886256,0.0,10.14131516587678,10.2,15.0,0.05237556821225341,0.07872549019607844,0.035585150078988936,0.053533333333333336,./timsort_hol_sleep_0.001_pushint_0.01_mb40_chunked_0_20260131_062710.csv
0,0.001,0.01,60,546,0.7669230769230769,0.78,0.9097500000000001,49.68315018315018,0.4597069597069597,0.0,12.275274725274727,12.45,15.0,0.06177488397014396,0.07307228915662652,0.05112820512820513,0.06065,./timsort_hol_sleep_0.001_pushint_0.01_mb60_chunked_0_20260131_014459.csv
0,0.001,0.01,80,3,0.0,0.0,0.0,0.0,0.0,0.0,6.8500000000000005,7.13,15.0,0.0,0.0,0.0,0.0,./timsort_hol_sleep_0.001_pushint_0.01_mb80_chunked_0_20260130_205753.csv
0,0.001,0.01,100,48,0.21758333333333332,0.251,0.251,18.541666666666668,1.125,0.0,8.305625,8.58,15.0,0.023806264794636888,0.029254079254079253,0.014505555555555555,0.016733333333333333,./timsort_hol_sleep_0.001_pushint_0.01_mb100_chunked_0_20260130_160737.csv
