t_s,throughput_rps,swap (count/s),run_cnt,wait_cnt,vram_used_gib,vram_used_ratio,swap_active
0.0,,,,,,,0
1.0,20.5,0.0,14.3,0.8476190476190475,7.777095238095239,0.5184730158730159,0
2.0,15.0,0.0,16.34285714285714,0.9460317460317459,8.17520634920635,0.5450137566137566,0
