t_s,throughput_rps,swap (count/s),run_cnt,wait_cnt,vram_used_gib,vram_used_ratio,swap_active
0.0,,,,,,,0
1.0,27.0,0.0,19.055555555555557,1.8888888888888888,8.23402777777778,0.5489351851851851,0
2.0,18.0,0.0,17.37037037037037,1.9259259259259258,8.089351851851852,0.5392901234567901,0
