mode,insertion_ts,finished_ts,TTFT,TBT_p95,TBT_p99,TTLT,out_tok,t_finish,t_insert
cachegen_disk,1772771597.5586,1772772020.789905,0.1753,0.1488,0.1488,0.6081,,500.31250500679016,77.08119988441467
cachegen_disk,1772771597.6659,1772772020.9162793,0.1236,0.0536,0.0536,0.3999,,500.4388792514801,77.18849992752075
cachegen_disk,1772771597.6614,1772772020.9303205,0.2472,0.0469,0.0469,0.5266,,500.45292043685913,77.18400001525879
cachegen_disk,1772771597.7317,1772772021.0660956,0.0968,0.0456,0.0456,0.3613,,500.58869552612305,77.2542998790741
cachegen_disk,1772771597.793,1772772021.6589773,0.1135,0.1263,0.1263,0.53,,501.18157720565796,77.31559991836548
cachegen_disk,1772771597.8067,1772772021.8870933,0.0963,0.0352,0.0352,0.3741,,501.4096932411194,77.32929992675781
cachegen_disk,1772771597.8037,1772772021.8871734,0.2241,0.0291,0.0291,0.4921,,501.40977334976196,77.32629990577698
cachegen_disk,1772771598.0878,1772772021.9666076,0.0961,0.0242,0.0242,0.3322,,501.4892075061798,77.61039996147156
cachegen_disk,1772771598.1345,1772772022.4484222,0.1419,0.0424,0.0424,0.4437,,501.97102212905884,77.6570999622345
cachegen_disk,1772771598.1418,1772772022.5552294,0.1021,0.0391,0.0391,0.3958,,502.0778293609619,77.66439986228943
cachegen_disk,1772771598.1744,1772772022.7110271,0.0998,0.0425,0.0425,0.3697,,502.23362708091736,77.69700002670288
cachegen_disk,1772771598.1781,1772772022.8876393,0.1229,0.0327,0.0327,0.3771,,502.4102392196655,77.70070004463196
cachegen_disk,1772771598.1901,1772772023.2270823,0.1559,0.0409,0.0409,0.4617,,502.74968218803406,77.71269989013672
cachegen_disk,1772771598.2414,1772772023.392969,0.1725,0.0375,0.0375,0.4395,,502.91556882858276,77.76399993896484
cachegen_disk,1772771598.2482,1772772023.6853235,0.1112,0.0942,0.0942,0.4764,,503.207923412323,77.7707998752594
cachegen_disk,1772771598.2545,1772772023.932223,0.175,0.053,0.053,0.4798,,503.45482301712036,77.77709984779358
cachegen_disk,1772771598.27,1772772024.0125668,0.1308,0.0337,0.0337,0.4048,,503.5351667404175,77.79259991645813
