mode,ts,retrieved_tokens,hit,t
native_dram,1772767065.700018,0,0,0.5337178707122803
native_dram,1772767065.713314,0,0,0.5470139980316162
native_dram,1772767067.024499,0,0,1.858198881149292
native_dram,1772767067.035556,0,0,1.8692560195922852
native_dram,1772767067.045543,0,0,1.8792428970336914
native_dram,1772767067.056076,0,0,1.8897759914398193
native_dram,1772767067.066648,0,0,1.9003479480743408
native_dram,1772767067.077393,0,0,1.91109299659729
native_dram,1772767067.087652,0,0,1.9213519096374512
native_dram,1772767067.098232,0,0,1.931931972503662
native_dram,1772767067.108985,0,0,1.9426848888397217
native_dram,1772767067.232823,0,0,2.0665228366851807
native_dram,1772767067.243111,0,0,2.076810836791992
native_dram,1772767068.301577,0,0,3.135277032852173
native_dram,1772767068.311846,0,0,3.1455459594726562
native_dram,1772767068.322277,0,0,3.1559770107269287
native_dram,1772767068.33271,0,0,3.166409969329834
native_dram,1772767068.343256,0,0,3.1769559383392334
native_dram,1772767068.353823,0,0,3.1875228881835938
native_dram,1772767068.364602,0,0,3.1983020305633545
native_dram,1772767068.374989,0,0,3.208688974380493
native_dram,1772767069.943125,0,0,4.776824951171875
native_dram,1772767069.953492,0,0,4.787191867828369
native_dram,1772767069.96396,0,0,4.797659873962402
native_dram,1772767069.974544,0,0,4.808243989944458
native_dram,1772767069.985126,0,0,4.818825960159302
native_dram,1772767069.995705,0,0,4.829404830932617
native_dram,1772767070.006242,0,0,4.83994197845459
native_dram,1772767070.818461,0,0,5.652160882949829
native_dram,1772767070.828928,0,0,5.662627935409546
native_dram,1772767076.862021,0,0,11.695720911026001
native_dram,1772767077.068332,0,0,11.902031898498535
native_dram,1772767077.285293,0,0,12.118993043899536
native_dram,1772767077.45399,0,0,12.287689924240112
native_dram,1772767077.959312,0,0,12.793011903762817
native_dram,1772767079.14699,0,0,13.980690002441406
native_dram,1772767079.303121,0,0,14.136821031570435
native_dram,1772767079.468161,0,0,14.301861047744751
native_dram,1772767079.653841,0,0,14.48754096031189
native_dram,1772767079.816406,0,0,14.650105953216553
native_dram,1772767079.981246,0,0,14.814945936203003
native_dram,1772767080.12639,0,0,14.960089921951294
native_dram,1772767080.289817,0,0,15.123517036437988
native_dram,1772767080.4429,0,0,15.276599884033203
native_dram,1772767080.608134,0,0,15.441833972930908
native_dram,1772767080.793305,0,0,15.627004861831665
native_dram,1772767081.006109,0,0,15.839808940887451
native_dram,1772767081.045186,0,0,15.878885984420776
native_dram,1772767081.224478,0,0,16.058177947998047
native_dram,1772767081.48481,0,0,16.318510055541992
native_dram,1772767081.647325,0,0,16.481024980545044
native_dram,1772767081.830343,0,0,16.664042949676514
native_dram,1772767082.098202,0,0,16.931901931762695
native_dram,1772767082.862064,0,0,17.69576382637024
native_dram,1772767082.981103,0,0,17.814802885055542
native_dram,1772767083.132586,0,0,17.966285943984985
native_dram,1772767083.389775,0,0,18.223474979400635
native_dram,1772767083.517972,0,0,18.351671934127808
native_dram,1772767083.670186,0,0,18.503885984420776
native_dram,1772767083.890237,0,0,18.723937034606934
native_dram,1772767084.079134,0,0,18.91283392906189
native_dram,1772767084.284344,0,0,19.118043899536133
native_dram,1772767084.467972,0,0,19.301671981811523
native_dram,1772767084.656114,0,0,19.489814043045044
native_dram,1772767084.83044,0,0,19.664139986038208
native_dram,1772767085.05176,0,0,19.885459899902344
native_dram,1772767085.240444,0,0,20.074143886566162
native_dram,1772767085.402791,0,0,20.236490964889526
native_dram,1772767085.743443,0,0,20.57714295387268
native_dram,1772767085.935446,0,0,20.769145965576172
native_dram,1772767086.111655,0,0,20.94535493850708
native_dram,1772767086.243229,0,0,21.076928853988647
native_dram,1772767086.375422,0,0,21.20912194252014
native_dram,1772767086.519176,0,0,21.35287594795227
native_dram,1772767086.680779,0,0,21.51447892189026
native_dram,1772767087.030979,0,0,21.864678859710693
native_dram,1772767087.329515,0,0,22.163214921951294
native_dram,1772767087.494259,0,0,22.327959060668945
native_dram,1772767087.606192,512,1,22.439892053604126
native_dram,1772767087.741821,768,1,22.575520992279053
native_dram,1772767087.922596,0,0,22.756295919418335
native_dram,1772767088.110314,0,0,22.944013833999634
native_dram,1772767088.281271,0,0,23.114970922470093
native_dram,1772767088.468517,0,0,23.30221700668335
native_dram,1772767088.598723,0,0,23.432422876358032
native_dram,1772767088.741884,0,0,23.575583934783936
native_dram,1772767088.919698,0,0,23.753397941589355
native_dram,1772767089.093678,0,0,23.927377939224243
native_dram,1772767089.321981,0,0,24.155680894851685
native_dram,1772767089.558035,0,0,24.391734838485718
native_dram,1772767089.744373,0,0,24.578073024749756
native_dram,1772767089.960017,0,0,24.79371690750122
native_dram,1772767090.093948,0,0,24.927647829055786
native_dram,1772767090.268363,0,0,25.102062940597534
native_dram,1772767090.53797,0,0,25.37167000770569
native_dram,1772767090.743847,0,0,25.57754683494568
native_dram,1772767090.919672,0,0,25.753371953964233
native_dram,1772767091.099393,0,0,25.933092832565308
native_dram,1772767091.262106,0,0,26.095805883407593
native_dram,1772767091.467316,0,0,26.301015853881836
native_dram,1772767091.477637,0,0,26.311336994171143
native_dram,1772767091.726312,0,0,26.560011863708496
native_dram,1772767091.839565,0,0,26.673264980316162
native_dram,1772767092.074145,0,0,26.90784502029419
native_dram,1772767092.274653,0,0,27.10835289955139
native_dram,1772767092.778615,0,0,27.6123149394989
native_dram,1772767092.99943,0,0,27.8331298828125
native_dram,1772767093.158462,0,0,27.992161989212036
native_dram,1772767093.348998,0,0,28.182698011398315
native_dram,1772767093.47982,768,1,28.313519954681396
native_dram,1772767093.660709,0,0,28.49440884590149
native_dram,1772767093.836756,0,0,28.670455932617188
native_dram,1772767094.153752,0,0,28.987452030181885
native_dram,1772767094.321499,0,0,29.15519905090332
native_dram,1772767094.434423,0,0,29.268122911453247
native_dram,1772767094.611263,0,0,29.444962978363037
native_dram,1772767094.770509,0,0,29.604208946228027
native_dram,1772767094.961863,0,0,29.795562982559204
native_dram,1772767095.129133,0,0,29.962832927703857
native_dram,1772767095.332981,0,0,30.166681051254272
native_dram,1772767095.468228,0,0,30.30192804336548
native_dram,1772767095.66766,0,0,30.501359939575195
native_dram,1772767095.834839,0,0,30.66853904724121
native_dram,1772767095.98273,0,0,30.81642985343933
native_dram,1772767096.096344,0,0,30.930043935775757
native_dram,1772767096.349401,0,0,31.183100938796997
native_dram,1772767096.602205,0,0,31.43590497970581
native_dram,1772767097.087734,0,0,31.921433925628662
native_dram,1772767097.250669,0,0,32.08436894416809
native_dram,1772767097.398369,0,0,32.23206901550293
native_dram,1772767097.575836,512,1,32.40953588485718
native_dram,1772767097.802916,0,0,32.63661599159241
native_dram,1772767098.070862,0,0,32.90456199645996
native_dram,1772767098.271843,0,0,33.1055428981781
native_dram,1772767098.402228,0,0,33.23592805862427
native_dram,1772767098.593329,0,0,33.42702889442444
native_dram,1772767098.703792,0,0,33.53749203681946
native_dram,1772767099.054888,0,0,33.888587951660156
native_dram,1772767099.354203,0,0,34.18790292739868
native_dram,1772767099.518702,0,0,34.35240197181702
native_dram,1772767099.657783,0,0,34.491482973098755
native_dram,1772767099.820027,0,0,34.65372705459595
native_dram,1772767100.084362,0,0,34.91806197166443
native_dram,1772767100.216587,0,0,35.05028700828552
native_dram,1772767100.450193,768,1,35.28389286994934
native_dram,1772767100.578823,0,0,35.41252303123474
native_dram,1772767100.741273,768,1,35.5749728679657
native_dram,1772767100.904498,0,0,35.738198041915894
native_dram,1772767101.080625,0,0,35.91432499885559
native_dram,1772767101.292549,768,1,36.126248836517334
native_dram,1772767101.487637,0,0,36.3213369846344
native_dram,1772767101.727326,0,0,36.561025857925415
native_dram,1772767101.900029,0,0,36.733728885650635
native_dram,1772767102.105366,0,0,36.93906593322754
native_dram,1772767102.24916,0,0,37.08285999298096
native_dram,1772767102.461866,0,0,37.29556584358215
native_dram,1772767102.634315,768,1,37.46801495552063
native_dram,1772767102.877064,0,0,37.710763931274414
native_dram,1772767103.029464,0,0,37.86316394805908
native_dram,1772767103.245319,0,0,38.07901883125305
native_dram,1772767103.40751,0,0,38.241209983825684
native_dram,1772767103.676525,0,0,38.51022505760193
native_dram,1772767103.852318,512,1,38.686017990112305
native_dram,1772767104.123356,0,0,38.95705604553223
native_dram,1772767104.306833,0,0,39.14053297042847
native_dram,1772767104.486005,0,0,39.31970500946045
native_dram,1772767104.623357,0,0,39.45705699920654
native_dram,1772767104.912853,0,0,39.74655294418335
native_dram,1772767105.074656,0,0,39.908355951309204
native_dram,1772767105.233446,0,0,40.06714582443237
native_dram,1772767105.405643,0,0,40.23934292793274
native_dram,1772767105.538614,0,0,40.37231397628784
native_dram,1772767105.696213,0,0,40.5299129486084
native_dram,1772767106.072989,0,0,40.906688928604126
native_dram,1772767106.367064,512,1,41.20076394081116
native_dram,1772767106.4862,512,1,41.319900035858154
native_dram,1772767106.691374,0,0,41.52507400512695
native_dram,1772767106.876699,0,0,41.71039891242981
native_dram,1772767107.035405,0,0,41.869104862213135
native_dram,1772767107.295271,0,0,42.12897086143494
native_dram,1772767107.453331,0,0,42.287030935287476
native_dram,1772767107.684077,0,0,42.51777696609497
native_dram,1772767107.873764,0,0,42.70746397972107
native_dram,1772767108.013415,0,0,42.84711503982544
native_dram,1772767108.208023,512,1,43.041723012924194
native_dram,1772767108.37,0,0,43.203699827194214
native_dram,1772767108.534805,0,0,43.368505001068115
native_dram,1772767108.833697,0,0,43.667397022247314
native_dram,1772767109.005687,0,0,43.83938694000244
native_dram,1772767109.159925,0,0,43.9936249256134
native_dram,1772767109.351056,0,0,44.18475604057312
native_dram,1772767109.497989,768,1,44.33168888092041
