mode,TTFT_mean,TTFT_p95,TBTp95_mean,TBTp95_p95,estTBT_mean,estTBT_p95,TTLT_mean,TTLT_p95,processed_request_count,prefix_hit_count,prefix_hit_total,prefix_hit_rate
native_dram,0.21798381030253475,0.3329,0.1273390053431977,0.21,,,0.6679868577810871,1.1794,2686,600,2738,0.2191380569758948
native_disk,0.22798468546637743,0.3366399999999991,0.14338142670726403,0.59956,,,0.6943266507557676,1.2881449999999999,2514,558,2585,0.21586073500967118
native_dram_disk,0.21536718052738335,0.34469999999999973,0.12406210826210827,0.19493999999999995,,,0.6805091997008228,1.242195,2674,730,2729,0.2674972517405643
cachegen_dram,0.24630036555645815,0.4554,0.1323713295269168,0.31387999999999994,,,0.7300535552193645,1.6157299999999992,2644,1142,2717,0.42031652557968346
cachegen_disk,0.24588645790971936,0.4346299999999998,0.1347301347488771,0.3840599999999999,,,0.7323103670071888,1.5348900000000005,2643,1141,2711,0.42087790483216525
cachegen_dram_disk,0.2492669224555735,0.468675,0.13563874239350915,0.3755599999999998,,,0.7494806160781368,1.6353149999999996,2662,1147,2712,0.42293510324483774
