t_s,throughput_rps,swap (count/s),run_cnt,wait_cnt,vram_used_gib,vram_used_ratio,swap_active
0.0,,,,,,,0
1.0,24.0,0.0,16.754545454545454,2.6454545454545455,8.362,0.5574666666666667,0
