sleep,pushint,mb,reqs,duration_s,rps,toks_s,ttft_p50_s,ttft_p99_s,tbt_p50_s,tbt_p99_s,ttlt_p50_s,ttlt_p99_s,wait_mean_s,service_mean_s,goodput_rps,violation_rate,tbt_violation_rate,path
0.001,0.001,120,2190,954.1253306865692,2.295295942330889,365.6783745055133,0.0556,48.423099,0.04715,3.3811109999999998,0.514,106.87923200000002,178.9760112785388,-166.6413376712329,1.7366691216631431,0.24337899543378994,0.0228310502283105,./timsort_hol_sleep_0.001_pushint_0.001_mb120_20260126_094741.csv
