mode,ts,vram_gb,t
native_dram,1772727996.403313,7.0397,0.005312919616699219
native_dram,1772727996.505527,7.0397,0.10752701759338379
native_dram,1772727996.607198,7.0397,0.209197998046875
native_dram,1772727996.709716,7.0397,0.31171607971191406
native_dram,1772727996.811027,7.0397,0.4130270481109619
native_dram,1772727996.913346,7.0397,0.5153460502624512
native_dram,1772727997.026345,7.1706,0.6283450126647949
native_dram,1772727997.134462,7.1706,0.7364621162414551
native_dram,1772727997.24457,7.1706,0.8465700149536133
native_dram,1772727997.354108,7.1706,0.9561080932617188
native_dram,1772727997.465952,7.1706,1.0679519176483154
native_dram,1772727997.57664,7.1706,1.1786398887634277
native_dram,1772727997.688937,7.1706,1.2909369468688965
native_dram,1772727997.801669,7.1706,1.4036688804626465
native_dram,1772727997.905764,7.1706,1.5077641010284424
native_dram,1772727998.01764,7.1706,1.6196401119232178
native_dram,1772727998.131162,7.1706,1.7331619262695312
native_dram,1772727998.236817,7.1706,1.8388168811798096
native_dram,1772727998.350749,7.1706,1.9527490139007568
native_dram,1772727998.461201,7.1706,2.0632009506225586
native_dram,1772727998.566821,7.1706,2.168821096420288
native_dram,1772727998.677022,7.1706,2.279021978378296
native_dram,1772727998.788478,7.1706,2.3904778957366943
native_dram,1772727999.044817,7.1706,2.6468169689178467
native_dram,1772727999.157173,7.1706,2.7591729164123535
native_dram,1772727999.390229,7.1706,2.9922289848327637
native_dram,1772727999.501103,7.1706,3.103102922439575
native_dram,1772727999.610676,7.1706,3.2126760482788086
native_dram,1772727999.722096,7.1706,3.3240959644317627
native_dram,1772727999.843519,7.1706,3.445518970489502
native_dram,1772727999.952714,7.1706,3.5547139644622803
native_dram,1772728000.068751,7.1706,3.6707510948181152
native_dram,1772728000.312816,7.1706,3.914815902709961
native_dram,1772728000.430142,7.1706,4.032141923904419
native_dram,1772728000.533088,7.1706,4.135087966918945
native_dram,1772728001.909653,7.1725,5.511652946472168
native_dram,1772728002.020162,7.1725,5.622162103652954
native_dram,1772728002.131232,7.1725,5.733232021331787
native_dram,1772728002.241414,7.1725,5.843414068222046
native_dram,1772728002.393735,7.1725,5.995734930038452
native_dram,1772728002.504238,7.1725,6.106237888336182
native_dram,1772728002.610214,7.1725,6.21221399307251
native_dram,1772728002.722133,7.1725,6.324132919311523
native_dram,1772728002.82973,7.1725,6.431730031967163
native_dram,1772728002.940908,7.1725,6.542907953262329
native_dram,1772728003.051985,7.1725,6.653985023498535
native_dram,1772728003.161491,7.1725,6.763490915298462
native_dram,1772728003.273922,7.1725,6.875921964645386
native_dram,1772728003.385673,7.1725,6.987673044204712
native_dram,1772728003.493324,7.1725,7.0953240394592285
native_dram,1772728003.604492,7.1725,7.206491947174072
native_dram,1772728003.713013,7.1725,7.3150129318237305
native_dram,1772728003.823202,7.1725,7.425201892852783
native_dram,1772728003.934843,7.1725,7.5368430614471436
native_dram,1772728004.048457,7.1725,7.65045690536499
native_dram,1772728004.157315,7.1725,7.759315013885498
native_dram,1772728004.272588,7.1725,7.8745880126953125
native_dram,1772728004.389469,7.1725,7.991468906402588
native_dram,1772728004.499892,7.1725,8.101891994476318
native_dram,1772728004.630349,7.1725,8.232348918914795
native_dram,1772728004.758379,7.1725,8.360378980636597
native_dram,1772728004.864148,7.1725,8.466147899627686
native_dram,1772728004.992218,7.1725,8.594218015670776
native_dram,1772728005.133889,7.1725,8.735888957977295
native_dram,1772728005.235023,7.1725,8.83702301979065
native_dram,1772728005.355821,7.1725,8.957820892333984
native_dram,1772728005.470217,7.1725,9.072216987609863
native_dram,1772728005.571904,7.1725,9.173903942108154
native_dram,1772728005.681592,7.1725,9.283591985702515
native_dram,1772728005.79513,7.1725,9.397130012512207
native_dram,1772728005.910496,7.1725,9.512495994567871
native_dram,1772728006.016688,7.1725,9.618688106536865
native_dram,1772728006.129769,7.1725,9.73176908493042
native_dram,1772728006.245314,7.1725,9.84731388092041
native_dram,1772728006.35867,7.1725,9.960669994354248
native_dram,1772728006.462922,7.1725,10.064922094345093
native_dram,1772728006.585641,7.1725,10.187640905380249
native_dram,1772728006.69278,7.1725,10.294780015945435
native_dram,1772728006.799719,7.1725,10.401719093322754
native_dram,1772728006.900821,7.1725,10.50282096862793
native_dram,1772728007.002221,7.1725,10.604221105575562
native_dram,1772728007.112826,7.1725,10.714826107025146
native_dram,1772728007.268203,7.1725,10.870203018188477
native_dram,1772728007.373658,7.1725,10.975657939910889
native_dram,1772728007.479764,7.1725,11.081763982772827
native_dram,1772728007.58623,7.1725,11.188230037689209
native_dram,1772728007.701429,7.1725,11.303428888320923
native_dram,1772728007.810099,7.1725,11.41209888458252
native_dram,1772728007.923658,7.1725,11.525657892227173
native_dram,1772728008.027512,7.1725,11.629512071609497
native_dram,1772728008.1278,7.1725,11.72979998588562
native_dram,1772728008.234332,7.1725,11.836332082748413
native_dram,1772728008.341607,7.1725,11.943607091903687
native_dram,1772728008.452478,7.1725,12.05447793006897
native_dram,1772728008.56349,7.1725,12.165489912033081
native_dram,1772728008.674539,7.1725,12.276539087295532
native_dram,1772728008.784484,7.1725,12.386483907699585
native_dram,1772728008.892651,7.1725,12.494651079177856
native_dram,1772728009.002726,7.1725,12.604726076126099
native_dram,1772728009.115748,7.1725,12.717747926712036
native_dram,1772728009.226165,7.1725,12.828165054321289
native_dram,1772728009.336782,7.1725,12.938781976699829
native_dram,1772728009.446305,7.1725,13.048305034637451
native_dram,1772728009.56484,7.1725,13.166840076446533
native_dram,1772728009.674635,7.1725,13.276634931564331
native_dram,1772728009.785015,7.1725,13.387015104293823
native_dram,1772728009.938001,7.1725,13.540000915527344
native_dram,1772728010.058213,7.1725,13.660212993621826
native_dram,1772728010.158377,7.1725,13.760376930236816
native_dram,1772728010.266318,7.1725,13.8683180809021
native_dram,1772728010.376374,7.1725,13.978374004364014
native_dram,1772728010.487467,7.1725,14.08946704864502
native_dram,1772728010.597297,7.1725,14.199296951293945
native_dram,1772728010.744326,7.1725,14.346326112747192
native_dram,1772728010.860759,7.1725,14.462759017944336
native_dram,1772728010.990171,7.1725,14.59217095375061
native_dram,1772728011.120964,7.1725,14.72296404838562
native_dram,1772728011.241311,7.1725,14.843311071395874
native_dram,1772728011.35533,7.1725,14.957329988479614
native_dram,1772728011.460886,7.1725,15.062885999679565
native_dram,1772728011.570651,7.1725,15.172651052474976
native_dram,1772728011.681252,7.1725,15.283252000808716
native_dram,1772728011.80539,7.1725,15.407389879226685
native_dram,1772728011.915292,7.1725,15.517292022705078
native_dram,1772728012.028233,7.1725,15.6302330493927
native_dram,1772728012.138255,7.1725,15.740254878997803
native_dram,1772728012.24632,7.1725,15.848320007324219
native_dram,1772728012.387275,7.1725,15.989274978637695
native_dram,1772728012.492213,7.1725,16.094213008880615
native_dram,1772728012.597651,7.1725,16.19965100288391
native_dram,1772728012.706261,7.1725,16.308260917663574
native_dram,1772728012.825076,7.1725,16.4270761013031
native_dram,1772728012.929162,7.1725,16.53116202354431
native_dram,1772728013.043433,7.1725,16.645432949066162
native_dram,1772728013.151023,7.1725,16.75302290916443
native_dram,1772728013.259785,7.1725,16.86178493499756
native_dram,1772728013.373717,7.1725,16.975717067718506
native_dram,1772728013.480951,7.1725,17.082951068878174
native_dram,1772728013.596642,7.1725,17.198642015457153
native_dram,1772728013.70322,7.1725,17.305219888687134
native_dram,1772728013.834298,7.1725,17.43629789352417
native_dram,1772728013.944821,7.1725,17.546820878982544
native_dram,1772728014.075195,7.1725,17.677195072174072
native_dram,1772728014.184131,7.1725,17.786130905151367
native_dram,1772728014.325104,7.1725,17.927103996276855
native_dram,1772728014.434777,7.1725,18.036777019500732
native_dram,1772728014.557169,7.1725,18.15916895866394
native_dram,1772728014.694047,7.1725,18.29604697227478
native_dram,1772728014.822243,7.1725,18.424242973327637
native_dram,1772728014.938386,7.1725,18.540385961532593
native_dram,1772728015.081931,7.1725,18.68393111228943
native_dram,1772728015.194941,7.1725,18.79694104194641
native_dram,1772728015.304949,7.1725,18.906949043273926
native_dram,1772728015.432873,7.1725,19.034873008728027
native_dram,1772728015.542621,7.1725,19.144620895385742
native_dram,1772728015.672551,7.1725,19.274550914764404
native_dram,1772728015.782393,7.1725,19.384392976760864
native_dram,1772728015.903983,7.1725,19.505983114242554
native_dram,1772728016.014894,7.1725,19.616894006729126
native_dram,1772728016.125456,7.1725,19.727456092834473
native_dram,1772728016.240387,7.1725,19.842386960983276
native_dram,1772728016.350073,7.1725,19.952073097229004
native_dram,1772728016.481512,7.1725,20.0835120677948
native_dram,1772728016.590181,7.1725,20.19218111038208
native_dram,1772728016.758523,7.1725,20.360522985458374
native_dram,1772728016.859721,7.1725,20.461720943450928
