orig_slo,insertion_time,wait_time,prompt_tok,out_tok,total_tok,ttft,execution_time,diff,violation,total_violation,finished_time,success_rate_pct,success_count,processed_count
40.0,1768500338.0317,0.0667,27,32,59,0.024,0.5021,-39.4312,0.0,0.0,1768500338.9753926,100.0,1,1
158.0,1768500343.0327,0.0739,27,32,59,0.0216,0.503,-157.4231,0.0,0.0,1768500343.6098623,100.0,2,2
34.0,1768500328.0244,0.0052,3840,1022,4862,0.5574,15.8871,-18.1077,0.0,0.0,1768500343.9204555,100.0,3,3
70.0,1768500333.0312,0.0303,3405,1028,4433,0.4451,15.7912,-54.1785,0.0,0.0,1768500348.8573751,100.0,4,4
30.0,1768500358.0462,0.0127,27,32,59,0.0293,0.5103,-29.477,0.0,0.0,1768500358.5695305,100.0,5,5
121.0,1768500363.0468,0.1014,27,32,59,0.0181,0.5038,-120.3948,0.0,0.0,1768500363.6523242,100.0,6,6
129.0,1768500348.0383,0.0537,3087,1028,4115,0.3982,15.9029,-113.0434,0.0,0.0,1768500363.999233,100.0,7,7
133.0,1768500368.0479,0.0832,27,32,59,0.0294,0.4855,-132.4313,0.0,0.0,1768500368.6168084,100.0,8,8
102.0,1768500353.0452,0.0295,4513,1027,5540,0.5924,15.6507,-86.3198,0.0,0.0,1768500368.7299457,100.0,9,9
139.0,1768500383.0722,0.0395,27,32,59,0.0206,0.5111,-138.4494,0.0,0.0,1768500383.623123,100.0,10,10
152.0,1768500373.0602,0.0869,3526,1025,4551,0.4702,16.7805,-135.1327,0.0,0.0,1768500389.931868,100.0,11,11
102.0,1768500378.0704,0.0555,5583,1030,6613,0.7478,17.8471,-84.0973,0.0,0.0,1768500395.9794314,100.0,12,12
44.0,1768500403.0941,0.0656,27,32,59,0.0271,0.5504,-43.384,0.0,0.0,1768500403.7103806,100.0,13,13
201.0,1768500388.0783,0.0185,3271,1027,4298,0.4276,18.0409,-182.9406,0.0,0.0,1768500406.1415687,100.0,14,14
187.0,1768500393.0859,0.098,3365,1027,4392,0.4344,18.0176,-168.8844,0.0,0.0,1768500411.206378,100.0,15,15
30.0,1768500413.1023,0.0275,27,32,59,0.0185,0.496,-29.4764,0.0,0.0,1768500413.6259778,100.0,16,16
102.0,1768500398.0928,0.0778,3559,1032,4591,0.4525,17.3141,-84.6081,0.0,0.0,1768500415.4885383,100.0,17,17
88.0,1768500418.1031,0.0135,27,32,59,0.028,0.4748,-87.5117,0.0,0.0,1768500418.5915976,100.0,18,18
177.0,1768500408.1013,0.0439,2980,1027,4007,0.387,14.979,-161.9771,0.0,0.0,1768500423.1282358,100.0,19,19
142.0,1768500423.1039,0.1259,27,32,59,0.0207,0.406,-141.4681,0.0,0.0,1768500423.6359656,100.0,20,20
127.0,1768500433.1168,0.0325,27,32,59,0.026,0.473,-126.4944,0.0,0.0,1768500433.6225731,100.0,21,21
19.0,1768500428.1158,0.0509,3276,1031,4307,0.4538,14.8512,-4.0979,0.0,0.0,1768500443.0228603,100.0,22,22
131.0,1768500443.1243,0.0967,27,32,59,0.0228,0.4672,-130.4361,0.0,0.0,1768500443.6884341,100.0,23,23
199.0,1768500453.1368,0.0498,3096,3,3099,0.3971,0.447,-198.5032,0.0,0.0,1768500453.6363263,100.0,24,24
212.0,1768500438.1234,0.0083,2945,1020,3965,0.3862,15.851,-196.1407,0.0,0.0,1768500453.9866278,100.0,25,25
20.0,1768500463.1517,0.1087,27,32,59,0.0281,0.5113,-19.38,0.0,0.0,1768500463.7719054,100.0,26,26
148.0,1768500448.1305,0.0724,3202,1028,4230,0.4277,16.3276,-131.6,0.0,0.0,1768500464.5351174,100.0,27,27
180.0,1768500468.1526,0.0896,27,32,59,0.0261,0.4815,-179.4289,0.0,0.0,1768500468.7240782,100.0,28,28
52.0,1768500458.1436,0.0256,4788,1021,5809,0.6418,15.18,-36.7944,0.0,0.0,1768500473.3533907,100.0,29,29
198.0,1768500473.1542,0.0716,27,32,59,0.0194,0.4242,-197.5042,0.0,0.0,1768500473.6501997,100.0,30,30
109.0,1768500483.1669,0.0483,27,32,59,0.0248,0.4712,-108.4805,0.0,0.0,1768500483.6867933,100.0,31,31
32.0,1768500478.1659,0.0695,3151,1033,4184,0.4232,14.8079,-17.1226,0.0,0.0,1768500493.0473058,100.0,32,32
88.0,1768500493.1744,0.0785,27,20,47,0.0293,0.3173,-87.6043,0.0,0.0,1768500493.5703037,100.0,33,33
90.0,1768500488.1737,0.0274,3195,1028,4223,0.4055,16.0109,-73.9617,0.0,0.0,1768500504.2162468,100.0,34,34
127.0,1768500513.1893,0.1065,27,32,59,0.0196,0.4994,-126.394,0.0,0.0,1768500513.7955742,100.0,36,36
68.0,1768500498.1801,0.0526,3671,1024,4695,0.4747,16.4435,-51.5039,0.0,0.0,1768500514.6801221,100.0,37,37
160.0,1768500503.1877,0.0305,3020,811,3831,0.3977,12.6613,-147.3082,0.0,0.0,1768500515.8831081,100.0,38,38
45.0,1768500518.1904,0.1045,27,32,59,0.0223,0.4075,-44.488,0.0,0.0,1768500518.7026079,100.0,39,39
69.0,1768500523.1913,0.1305,27,32,59,0.0216,0.4073,-68.4622,0.0,0.0,1768500523.7292645,100.0,40,40
195.0,1768500538.2124,0.0481,27,32,59,0.0181,0.5063,-194.4456,0.0,0.0,1768500538.7670472,100.0,41,41
150.0,1768500528.2019,0.0768,3042,1033,4075,0.403,16.531,-133.3922,0.0,0.0,1768500544.8134754,100.0,42,42
58.0,1768500533.2112,0.0587,5139,1030,6169,0.6939,17.3938,-40.5475,0.0,0.0,1768500550.6696897,100.0,44,44
98.0,1768500553.2303,0.0895,27,32,59,0.0224,0.4713,-97.4392,0.0,0.0,1768500553.7912335,100.0,45,45
22.0,1768500543.2187,0.0226,3326,1030,4356,0.4323,15.4652,-6.5122,0.0,0.0,1768500558.710189,100.0,46,46
56.0,1768500558.2308,0.0715,27,32,59,0.0267,0.4681,-55.4604,0.0,0.0,1768500558.7706418,100.0,47,47
134.0,1768500563.2428,0.0614,3009,1027,4036,0.4152,16.9994,-116.9392,0.0,0.0,1768500580.3074493,100.0,48,48
79.0,1768500568.249,0.0586,3522,798,4320,0.4597,14.1109,-64.8305,0.0,0.0,1768500582.4224613,100.0,49,49
41.0,1768500583.2627,0.1083,27,32,59,0.0318,0.5073,-40.3844,0.0,0.0,1768500583.8786762,100.0,50,50
64.0,1768500588.2633,0.0942,27,32,59,0.0175,0.498,-63.4078,0.0,0.0,1768500588.8557153,100.0,51,51
119.0,1768500573.2548,0.0355,3730,1029,4759,0.4878,17.2072,-101.7572,0.0,0.0,1768500590.5010042,100.0,52,52
211.0,1768500578.2614,0.0168,3097,1028,4125,0.4006,16.5498,-194.4333,0.0,0.0,1768500594.8322256,100.0,53,53
58.0,1768500608.2851,0.0625,27,32,59,0.019,0.5586,-57.3789,0.0,0.0,1768500608.9064162,100.0,54,54
