sleep,pushint,mb,reqs,kv_mean,kv_p50,kv_p95,run_cnt_mean,wait_cnt_mean,swap_cnt_mean,vram_used_mean_gib,vram_used_p95_gib,vram_total_gib,kv_ratio_used_mean,kv_ratio_used_p95,kv_ratio_total_mean,kv_ratio_total_p95,path
0.001,0.001,120,2040,0.24650245098039217,0.003,0.898,13.31078431372549,0.24362745098039215,0.0,9.449647058823528,9.5,15.0,0.02594762641898865,0.09452631578947368,0.016433496732026143,0.059866666666666665,./timsort_hol_sleep_0.001_pushint_0.001_mb120_20260126_123443.csv
