file,chunked,mb,out_dir,hol_corr
timsort_hol_sleep_0.01_pushint_0.001_mb20_chunked_1_20260131_091720.csv,1,20,per_file_plots/chunked_1/timsort_hol_sleep_0.01_pushint_0.001_mb20_chunked_1_20260131_091720,0.7147392484301883
timsort_hol_sleep_0.01_pushint_0.001_mb40_chunked_0_20260131_065737.csv,0,40,per_file_plots/chunked_0/timsort_hol_sleep_0.01_pushint_0.001_mb40_chunked_0_20260131_065737,0.07339368320617815
timsort_hol_sleep_0.01_pushint_0.001_mb40_chunked_1_20260131_043853.csv,1,40,per_file_plots/chunked_1/timsort_hol_sleep_0.01_pushint_0.001_mb40_chunked_1_20260131_043853,0.4415531927454895
timsort_hol_sleep_0.01_pushint_0.001_mb60_chunked_0_20260131_021523.csv,0,60,per_file_plots/chunked_0/timsort_hol_sleep_0.01_pushint_0.001_mb60_chunked_0_20260131_021523,0.24365810428085005
timsort_hol_sleep_0.01_pushint_0.001_mb60_chunked_1_20260130_235616.csv,1,60,per_file_plots/chunked_1/timsort_hol_sleep_0.01_pushint_0.001_mb60_chunked_1_20260130_235616,0.8143911931880692
timsort_hol_sleep_0.01_pushint_0.001_mb80_chunked_0_20260130_212819.csv,0,80,per_file_plots/chunked_0/timsort_hol_sleep_0.01_pushint_0.001_mb80_chunked_0_20260130_212819,0.09852556202396308
timsort_hol_sleep_0.01_pushint_0.001_mb80_chunked_1_20260130_190802.csv,1,80,per_file_plots/chunked_1/timsort_hol_sleep_0.01_pushint_0.001_mb80_chunked_1_20260130_190802,0.12818405284769488
timsort_hol_sleep_0.01_pushint_0.01_mb100_chunked_0_20260130_165312.csv,0,100,per_file_plots/chunked_0/timsort_hol_sleep_0.01_pushint_0.01_mb100_chunked_0_20260130_165312,0.013267760466482077
timsort_hol_sleep_0.01_pushint_0.01_mb100_chunked_1_20260130_143357.csv,1,100,per_file_plots/chunked_1/timsort_hol_sleep_0.01_pushint_0.01_mb100_chunked_1_20260130_143357,0.660018514621549
timsort_hol_sleep_0.01_pushint_0.01_mb20_chunked_0_20260131_115315.csv,0,20,per_file_plots/chunked_0/timsort_hol_sleep_0.01_pushint_0.01_mb20_chunked_0_20260131_115315,0.5750839318935598
timsort_hol_sleep_0.01_pushint_0.01_mb20_chunked_1_20260131_093255.csv,1,20,per_file_plots/chunked_1/timsort_hol_sleep_0.01_pushint_0.01_mb20_chunked_1_20260131_093255,0.6608477596695201
timsort_hol_sleep_0.01_pushint_0.01_mb40_chunked_0_20260131_071249.csv,0,40,per_file_plots/chunked_0/timsort_hol_sleep_0.01_pushint_0.01_mb40_chunked_0_20260131_071249,0.043874951241221115
timsort_hol_sleep_0.01_pushint_0.01_mb40_chunked_1_20260131_045503.csv,1,40,per_file_plots/chunked_1/timsort_hol_sleep_0.01_pushint_0.01_mb40_chunked_1_20260131_045503,0.8188878887098657
timsort_hol_sleep_0.01_pushint_0.01_mb60_chunked_0_20260131_023036.csv,0,60,per_file_plots/chunked_0/timsort_hol_sleep_0.01_pushint_0.01_mb60_chunked_0_20260131_023036,0.644386983608813
timsort_hol_sleep_0.01_pushint_0.01_mb60_chunked_1_20260131_001242.csv,1,60,per_file_plots/chunked_1/timsort_hol_sleep_0.01_pushint_0.01_mb60_chunked_1_20260131_001242,-0.263891270549087
timsort_hol_sleep_0.01_pushint_0.01_mb80_chunked_0_20260130_214332.csv,0,80,per_file_plots/chunked_0/timsort_hol_sleep_0.01_pushint_0.01_mb80_chunked_0_20260130_214332,
timsort_hol_sleep_0.01_pushint_0.01_mb80_chunked_1_20260130_192500.csv,1,80,per_file_plots/chunked_1/timsort_hol_sleep_0.01_pushint_0.01_mb80_chunked_1_20260130_192500,0.19708800605707524
