t_s,throughput_rps,swap (count/s),run_cnt,wait_cnt,vram_used_gib,vram_used_ratio,swap_active
0.0,,,,,,,0
1.0,28.0,0.0,15.583333333333332,1.8333333333333335,8.81861111111111,0.5879074074074074,0
4.0,20.666666666666668,0.0,21.626984126984127,5.317460317460317,10.19383597883598,0.6795890652557319,0
5.0,18.75,0.0,26.827380952380953,7.130952380952381,10.882876984126984,0.7255251322751323,0
