sleep,pushint,mb,reqs,duration_s,rps,toks_s,ttft_p50_s,ttft_p99_s,tbt_p50_s,tbt_p99_s,ttlt_p50_s,ttlt_p99_s,wait_mean_s,service_mean_s,goodput_rps,violation_rate,tbt_violation_rate,path
0.001,0.005,20,2310,921.9371049404144,2.50559391483576,363.65929758480524,0.0824,1.839423999999997,0.1044,1.9451559999999997,1.3499,66.901046,114.40400428571428,-106.76074861471861,2.2387644329961076,0.10649350649350653,0.04285714285714286,./timsort_hol_sleep_0.001_pushint_0.005_mb20_20260126_025159.csv
