sleep,pushint,mb,reqs,duration_s,rps,toks_s,ttft_p50_s,ttft_p99_s,tbt_p50_s,tbt_p99_s,ttlt_p50_s,ttlt_p99_s,wait_mean_s,service_mean_s,goodput_rps,violation_rate,tbt_violation_rate,path
0.001,0.001,100,2104,799.3748483657837,2.6320567932570684,356.38224117559577,0.0653,175.79716799999997,0.0448,1.9767010000000007,0.5196000000000001,251.003938,92.06008127376427,-64.11547419201521,2.024081697476206,0.23098859315589348,0.017110266159695818,./timsort_hol_sleep_0.001_pushint_0.001_mb100_20260126_161555.csv
