sleep,pushint,mb,reqs,kv_mean,kv_p50,kv_p95,run_cnt_mean,wait_cnt_mean,swap_cnt_mean,vram_used_mean_gib,vram_used_p95_gib,vram_total_gib,kv_ratio_used_mean,kv_ratio_used_p95,kv_ratio_total_mean,kv_ratio_total_p95,path
0.001,0.5,20,563,0.24037122557726467,0.245,0.303,17.767317939609235,0.055062166962699825,0.0,14.398685612788631,14.81,15.0,0.016649646722363583,0.020752613240418116,0.016024748371817644,0.0202,./timsort_hol_sleep_0.001_pushint_0.5_mb20_20260125_092130.csv
0.001,0.5,40,559,0.38880858676207514,0.409,0.4762,28.586762075134168,0.03041144901610018,0.0,14.363971377459752,14.71,15.0,0.026993424047821457,0.03298364929068108,0.025920572450805007,0.031746666666666666,./timsort_hol_sleep_0.001_pushint_0.5_mb40_20260125_113011.csv
0.001,0.5,60,561,0.3935989304812834,0.421,0.48,28.32620320855615,0.05525846702317291,0.0,14.40547237076649,14.67,15.0,0.0272340438493867,0.03278800272665303,0.026239928698752225,0.032,./timsort_hol_sleep_0.001_pushint_0.5_mb60_20260125_133627.csv
0.001,0.5,80,557,0.37401795332136445,0.396,0.4701999999999999,28.37342908438061,0.04847396768402154,0.0,14.391938958707362,14.77,15.0,0.025923855077344883,0.03263371699390657,0.024934530221424295,0.03134666666666666,./timsort_hol_sleep_0.001_pushint_0.5_mb80_20260125_154259.csv
0.001,0.5,100,560,0.39492499999999997,0.4165,0.48,28.678571428571427,0.030357142857142857,0.0,14.290125,14.67,15.0,0.027568056426073337,0.033473684210526315,0.026328333333333332,0.032,./timsort_hol_sleep_0.001_pushint_0.5_mb100_20260125_174948.csv
0.001,0.5,120,558,0.38083333333333336,0.4055,0.479,28.40143369175627,0.03942652329749104,0.0,14.478405017921148,14.69,15.0,0.026227687859591838,0.03261702200919714,0.025388888888888888,0.031933333333333334,./timsort_hol_sleep_0.001_pushint_0.5_mb120_20260125_195551.csv
