sleep,pushint,mb,reqs,duration_s,rps,toks_s,ttft_p50_s,ttft_p99_s,tbt_p50_s,tbt_p99_s,ttlt_p50_s,ttlt_p99_s,wait_mean_s,service_mean_s,goodput_rps,violation_rate,tbt_violation_rate,path
0.001,0.1,20,1423,926.1824853420258,1.5364142839243033,361.6533515814707,0.0982,1.83843,0.1492,2.28073,1.679,65.908278,153.976749964863,-141.34395881939565,1.326952322517898,0.1363316936050597,0.05551651440618412,./timsort_hol_sleep_0.001_pushint_0.1_mb20_20260125_093839.csv
0.001,0.1,40,1531,932.4469616413116,1.6419164445612042,424.5045737542602,0.1232,2.676541999999991,0.28500000000000003,2.9434250000000004,2.3961,89.42011000000001,168.53062181580668,-149.4653595035924,1.3587904214624726,0.17243631613324628,0.07315480078380143,./timsort_hol_sleep_0.001_pushint_0.1_mb40_20260125_114442.csv
0.001,0.1,60,1472,938.2049098014832,1.5689536311544818,433.96490014761207,0.12865,3.5396480000000055,0.2185,6.160804,2.4695,91.404216,171.53355563858696,-151.81093369565218,1.1905714714670899,0.2411684782608695,0.10326086956521739,./timsort_hol_sleep_0.001_pushint_0.1_mb60_20260125_135105.csv
0.001,0.1,80,1544,947.2154779434204,1.6300409315019946,457.92114898898325,0.1261,3.8114639999999977,0.2202,5.139324,1.88565,79.609836,180.9303840025907,-161.87574585492226,1.3164903119060798,0.1923575129533679,0.07189119170984457,./timsort_hol_sleep_0.001_pushint_0.1_mb80_20260125_155752.csv
0.001,0.1,100,1463,929.7264499664307,1.5735811324425846,442.74420719649595,0.1232,3.6763959999999756,0.2031,4.8948599999999995,2.1749,93.9341939999999,186.2715911825017,-166.57616172248805,1.191748390120563,0.2426520847573479,0.10047846889952153,./timsort_hol_sleep_0.001_pushint_0.1_mb100_20260125_180405.csv
0.001,0.1,120,1529,938.0781760215759,1.6299281222856556,476.01150033547907,0.13035,4.092963000000002,0.24009999999999998,4.197749999999999,1.9708,79.19140800000004,194.59434983649444,-175.6191204054938,1.2898711759095116,0.2086330935251799,0.07586657946370176,./timsort_hol_sleep_0.001_pushint_0.1_mb120_20260125_201013.csv
