orig_slo,slo_type,insertion_time,wait_time,prompt_tok,out_tok,total_tok,ttft,tbt_p95,tbt_p99,tbt_slo,tbt_violation,tbt_success_rate_pct,ttlt,diff,violation,total_violation,finished_time,success_rate_pct,success_count,processed_count,kv,run_cnt,wait_cnt,swap_cnt,vram_used_gib,vram_total_gib,lmcache,vq_id,vq_groups,head_deadline,slack,model,deadlines,lmcache:active_memory_objs_count,lmcache:local_cache_usage(MiB),lmcache:local_storage_usage(MiB),lmcache:lookup_hit_rate,lmcache:pinned_memory_objs_count,lmcache:remote_cache_usage(MiB),lmcache:remote_ping_error_code,lmcache:remote_ping_latency,lmcache:request_cache_lifespan_count,lmcache:request_cache_lifespan_sum,lmcache:retrieve_hit_rate,lmcache:retrieve_process_tokens_time_count,lmcache:retrieve_process_tokens_time_sum,lmcache:retrieve_speed_count,lmcache:retrieve_speed_sum,lmcache:retrieve_to_gpu_time_count,lmcache:retrieve_to_gpu_time_sum,lmcache:storage_events_done_count,lmcache:storage_events_not_found_count,lmcache:storage_events_ongoing_count,lmcache:store_from_gpu_time_count,lmcache:store_from_gpu_time_sum,lmcache:store_process_tokens_time_count,lmcache:store_process_tokens_time_sum,lmcache:store_put_time_count,lmcache:store_put_time_sum,lmcache:store_speed_count,lmcache:store_speed_sum,lmcache:time_to_retrieve_count,lmcache:time_to_retrieve_sum,lmcache:time_to_store_count,lmcache:time_to_store_sum
200.0,1,1770777951.0338,0.1158,1783,0,1783,,,,200.0,,,2.3862,-197.498,0.0,0.0,1770777955.9877584,100.0,1,1,0.162,24,7,,7.71,15.0,lmcache:active_memory_objs_count=0 lmcache:local_cache_usage=0.0MiB lmcache:local_storage_usage=0.0MiB lmcache:lookup_hit_rate=0.0000 lmcache:pinned_memory_objs_count=0 lmcache:remote_cache_usage=0.0MiB lmcache:remote_ping_error_code=0 lmcache:remote_ping_latency=0 lmcache:retrieve_hit_rate=1.0000 lmcache:storage_events_done_count=0 lmcache:storage_events_not_found_count=0 lmcache:storage_events_ongoing_count=0,0,1,1770777956.017,0.999,meta-llama/Llama-3.2-1B-Instruct,1770777956.017,0,0.0,0.0,0.0,0,0.0,0,0,,,1.0,,,,,,,0,0,0,,,,,,,,,,,,
1.0,0,1770777952.2089,0.1216,27,0,27,,,,1.0,,,5.315,4.4365,4.4365,4.4365,1770777957.744579,50.0,1,2,0.233,30,4,,7.71,15.0,lmcache:active_memory_objs_count=0 lmcache:local_cache_usage=0.0MiB lmcache:local_storage_usage=0.0MiB lmcache:lookup_hit_rate=0.0000 lmcache:pinned_memory_objs_count=0 lmcache:remote_cache_usage=0.0MiB lmcache:remote_ping_error_code=0 lmcache:remote_ping_latency=0 lmcache:retrieve_hit_rate=1.0000 lmcache:storage_events_done_count=0 lmcache:storage_events_not_found_count=0 lmcache:storage_events_ongoing_count=0,0,1,1770777956.017,0.999,meta-llama/Llama-3.2-1B-Instruct,1770777956.017,0,0.0,0.0,0.0,0,0.0,0,0,,,1.0,,,,,,,0,0,0,,,,,,,,,,,,
1.0,0,1770777960.1659,0.1229,27,0,27,,,,1.0,,,6.5906,5.7135,5.7135,10.15,1770777966.9833272,33.33,1,3,0.556,72,26,,8.63,15.0,lmcache:active_memory_objs_count=102 lmcache:local_cache_usage=816.0MiB lmcache:local_storage_usage=816.0MiB lmcache:lookup_hit_rate=0.0000 lmcache:pinned_memory_objs_count=7 lmcache:remote_cache_usage=0.0MiB lmcache:remote_ping_error_code=0 lmcache:remote_ping_latency=0 lmcache:retrieve_hit_rate=1.0000 lmcache:storage_events_done_count=0 lmcache:storage_events_not_found_count=0 lmcache:storage_events_ongoing_count=0 lmcache:store_from_gpu_time_count=15 lmcache:store_from_gpu_time_sum=0.0863573 lmcache:store_process_tokens_time_count=15 lmcache:store_process_tokens_time_sum=0.0138113 lmcache:store_put_time_count=15 lmcache:store_put_time_sum=0.0268089 lmcache:store_speed_count=15 lmcache:store_speed_sum=2.98252e+06 lmcache:time_to_store_count=15 lmcache:time_to_store_sum=0.134097,0,1,1770778165.121,200.0,meta-llama/Llama-3.2-1B-Instruct,1770778165.121,102,816.0,816.0,0.0,7,0.0,0,0,,,1.0,,,,,,,0,0,0,15,0.0863573,15,0.0138113,15,0.0268089,15,2982520.0,,,15,0.134097
200.0,1,1770777951.4657,0.1203,1779,10,1789,3.049,4.5349,4.5349,200.0,0.0,100.0,19.8874,-179.9923,0.0,14.4491,1770777971.7805424,50.0,2,5,0.712,99,0,,8.63,15.0,lmcache:active_memory_objs_count=215 lmcache:local_cache_usage=1720.0MiB lmcache:local_storage_usage=1720.0MiB lmcache:lookup_hit_rate=0.0000 lmcache:pinned_memory_objs_count=7 lmcache:remote_cache_usage=0.0MiB lmcache:remote_ping_error_code=0 lmcache:remote_ping_latency=0 lmcache:retrieve_hit_rate=1.0000 lmcache:storage_events_done_count=0 lmcache:storage_events_not_found_count=0 lmcache:storage_events_ongoing_count=0 lmcache:store_from_gpu_time_count=33 lmcache:store_from_gpu_time_sum=0.187948 lmcache:store_process_tokens_time_count=33 lmcache:store_process_tokens_time_sum=0.0325396 lmcache:store_put_time_count=33 lmcache:store_put_time_sum=0.0439897 lmcache:store_speed_count=33 lmcache:store_speed_sum=6.64784e+06 lmcache:time_to_store_count=33 lmcache:time_to_store_sum=0.278053,0,33,1770777967.886,-2.263,meta-llama/Llama-3.2-1B-Instruct,"1770777967.886, 1770777968.315, 1770777968.671, 1770777968.787, 1770777968.902",215,1720.0,1720.0,0.0,7,0.0,0,0,,,1.0,,,,,,,0,0,0,33,0.187948,33,0.0325396,33,0.0439897,33,6647840.0,,,33,0.278053
1.0,0,1770777966.2945,0.8701,27,0,27,,,,1.0,,,4.429,4.2991,4.2991,14.4491,1770777972.038798,40.0,2,5,0.716,98,0,,8.63,15.0,lmcache:active_memory_objs_count=215 lmcache:local_cache_usage=1720.0MiB lmcache:local_storage_usage=1720.0MiB lmcache:lookup_hit_rate=0.0000 lmcache:pinned_memory_objs_count=7 lmcache:remote_cache_usage=0.0MiB lmcache:remote_ping_error_code=0 lmcache:remote_ping_latency=0 lmcache:retrieve_hit_rate=1.0000 lmcache:storage_events_done_count=0 lmcache:storage_events_not_found_count=0 lmcache:storage_events_ongoing_count=0 lmcache:store_from_gpu_time_count=33 lmcache:store_from_gpu_time_sum=0.187948 lmcache:store_process_tokens_time_count=33 lmcache:store_process_tokens_time_sum=0.0325396 lmcache:store_put_time_count=33 lmcache:store_put_time_sum=0.0439897 lmcache:store_speed_count=33 lmcache:store_speed_sum=6.64784e+06 lmcache:time_to_store_count=33 lmcache:time_to_store_sum=0.278053,0,33,1770777967.886,-2.263,meta-llama/Llama-3.2-1B-Instruct,"1770777967.886, 1770777968.315, 1770777968.671, 1770777968.787, 1770777968.902",215,1720.0,1720.0,0.0,7,0.0,0,0,,,1.0,,,,,,,0,0,0,33,0.187948,33,0.0325396,33,0.0439897,33,6647840.0,,,33,0.278053
1.0,0,1770777950.1625,0.2099,27,19,46,1.8994,4.5315,4.5315,1.0,3.5315,50.0,21.7687,1.1093,1.1093,15.5583,1770777972.509797,33.33,2,6,0.718,97,0,,8.63,15.0,lmcache:active_memory_objs_count=215 lmcache:local_cache_usage=1720.0MiB lmcache:local_storage_usage=1720.0MiB lmcache:lookup_hit_rate=0.0000 lmcache:pinned_memory_objs_count=7 lmcache:remote_cache_usage=0.0MiB lmcache:remote_ping_error_code=0 lmcache:remote_ping_latency=0 lmcache:retrieve_hit_rate=1.0000 lmcache:storage_events_done_count=0 lmcache:storage_events_not_found_count=0 lmcache:storage_events_ongoing_count=0 lmcache:store_from_gpu_time_count=33 lmcache:store_from_gpu_time_sum=0.187948 lmcache:store_process_tokens_time_count=33 lmcache:store_process_tokens_time_sum=0.0325396 lmcache:store_put_time_count=33 lmcache:store_put_time_sum=0.0439897 lmcache:store_speed_count=33 lmcache:store_speed_sum=6.64784e+06 lmcache:time_to_store_count=33 lmcache:time_to_store_sum=0.278053,0,33,1770777967.886,-2.263,meta-llama/Llama-3.2-1B-Instruct,"1770777967.886, 1770777968.315, 1770777968.671, 1770777968.787, 1770777968.902",215,1720.0,1720.0,0.0,7,0.0,0,0,,,1.0,,,,,,,0,0,0,33,0.187948,33,0.0325396,33,0.0439897,33,6647840.0,,,33,0.278053
1.0,0,1770777952.923,0.1221,27,22,49,4.5805,4.4807,4.5392,1.0,3.5392,33.33,19.7487,3.7026,3.7026,19.261,1770777973.0766034,28.57,2,7,0.725,96,0,,8.63,15.0,lmcache:active_memory_objs_count=215 lmcache:local_cache_usage=1720.0MiB lmcache:local_storage_usage=1720.0MiB lmcache:lookup_hit_rate=0.0000 lmcache:pinned_memory_objs_count=7 lmcache:remote_cache_usage=0.0MiB lmcache:remote_ping_error_code=0 lmcache:remote_ping_latency=0 lmcache:retrieve_hit_rate=1.0000 lmcache:storage_events_done_count=0 lmcache:storage_events_not_found_count=0 lmcache:storage_events_ongoing_count=0 lmcache:store_from_gpu_time_count=33 lmcache:store_from_gpu_time_sum=0.187948 lmcache:store_process_tokens_time_count=33 lmcache:store_process_tokens_time_sum=0.0325396 lmcache:store_put_time_count=33 lmcache:store_put_time_sum=0.0439897 lmcache:store_speed_count=33 lmcache:store_speed_sum=6.64784e+06 lmcache:time_to_store_count=33 lmcache:time_to_store_sum=0.278053,0,33,1770777967.886,-2.263,meta-llama/Llama-3.2-1B-Instruct,"1770777967.886, 1770777968.315, 1770777968.671, 1770777968.787, 1770777968.902",215,1720.0,1720.0,0.0,7,0.0,0,0,,,1.0,,,,,,,0,0,0,33,0.187948,33,0.0325396,33,0.0439897,33,6647840.0,,,33,0.278053
1.0,0,1770777950.0544,0.1903,27,32,59,3.2922,4.4715,4.5432,1.0,3.5432,25.0,23.0798,2.4826,2.4826,300.2824,1770777974.8316603,22.22,2,61,0.728,91,0,,8.63,15.0,lmcache:active_memory_objs_count=215 lmcache:local_cache_usage=1720.0MiB lmcache:local_storage_usage=1720.0MiB lmcache:lookup_hit_rate=0.0000 lmcache:pinned_memory_objs_count=7 lmcache:remote_cache_usage=0.0MiB lmcache:remote_ping_error_code=0 lmcache:remote_ping_latency=0 lmcache:retrieve_hit_rate=1.0000 lmcache:storage_events_done_count=0 lmcache:storage_events_not_found_count=0 lmcache:storage_events_ongoing_count=0 lmcache:store_from_gpu_time_count=33 lmcache:store_from_gpu_time_sum=0.187948 lmcache:store_process_tokens_time_count=33 lmcache:store_process_tokens_time_sum=0.0325396 lmcache:store_put_time_count=33 lmcache:store_put_time_sum=0.0439897 lmcache:store_speed_count=33 lmcache:store_speed_sum=6.64784e+06 lmcache:time_to_store_count=33 lmcache:time_to_store_sum=0.278053,0,33,1770777967.886,-2.263,meta-llama/Llama-3.2-1B-Instruct,"1770777967.886, 1770777968.315, 1770777968.671, 1770777968.787, 1770777968.902",215,1720.0,1720.0,0.0,7,0.0,0,0,,,1.0,,,,,,,0,0,0,33,0.187948,33,0.0325396,33,0.0439897,33,6647840.0,,,33,0.278053
1.0,0,1770777950.6986,0.1673,27,32,59,2.6658,4.4655,4.5271,1.0,3.5271,11.11,22.4898,1.8331,1.8331,300.2824,1770777974.9147663,15.38,2,61,0.728,91,0,,8.63,15.0,lmcache:active_memory_objs_count=215 lmcache:local_cache_usage=1720.0MiB lmcache:local_storage_usage=1720.0MiB lmcache:lookup_hit_rate=0.0000 lmcache:pinned_memory_objs_count=7 lmcache:remote_cache_usage=0.0MiB lmcache:remote_ping_error_code=0 lmcache:remote_ping_latency=0 lmcache:retrieve_hit_rate=1.0000 lmcache:storage_events_done_count=0 lmcache:storage_events_not_found_count=0 lmcache:storage_events_ongoing_count=0 lmcache:store_from_gpu_time_count=33 lmcache:store_from_gpu_time_sum=0.187948 lmcache:store_process_tokens_time_count=33 lmcache:store_process_tokens_time_sum=0.0325396 lmcache:store_put_time_count=33 lmcache:store_put_time_sum=0.0439897 lmcache:store_speed_count=33 lmcache:store_speed_sum=6.64784e+06 lmcache:time_to_store_count=33 lmcache:time_to_store_sum=0.278053,0,33,1770777967.886,-2.263,meta-llama/Llama-3.2-1B-Instruct,"1770777967.886, 1770777968.315, 1770777968.671, 1770777968.787, 1770777968.902",215,1720.0,1720.0,0.0,7,0.0,0,0,,,1.0,,,,,,,0,0,0,33,0.187948,33,0.0325396,33,0.0439897,33,6647840.0,,,33,0.278053
1.0,0,1770777950.8875,0.1175,27,32,59,2.5262,4.4752,4.5292,1.0,3.5292,16.67,22.3272,1.6436,1.6436,300.2824,1770777974.9254878,20.0,2,61,0.728,91,0,,8.63,15.0,lmcache:active_memory_objs_count=215 lmcache:local_cache_usage=1720.0MiB lmcache:local_storage_usage=1720.0MiB lmcache:lookup_hit_rate=0.0000 lmcache:pinned_memory_objs_count=7 lmcache:remote_cache_usage=0.0MiB lmcache:remote_ping_error_code=0 lmcache:remote_ping_latency=0 lmcache:retrieve_hit_rate=1.0000 lmcache:storage_events_done_count=0 lmcache:storage_events_not_found_count=0 lmcache:storage_events_ongoing_count=0 lmcache:store_from_gpu_time_count=33 lmcache:store_from_gpu_time_sum=0.187948 lmcache:store_process_tokens_time_count=33 lmcache:store_process_tokens_time_sum=0.0325396 lmcache:store_put_time_count=33 lmcache:store_put_time_sum=0.0439897 lmcache:store_speed_count=33 lmcache:store_speed_sum=6.64784e+06 lmcache:time_to_store_count=33 lmcache:time_to_store_sum=0.278053,0,33,1770777967.886,-2.263,meta-llama/Llama-3.2-1B-Instruct,"1770777967.886, 1770777968.315, 1770777968.671, 1770777968.787, 1770777968.902",215,1720.0,1720.0,0.0,7,0.0,0,0,,,1.0,,,,,,,0,0,0,33,0.187948,33,0.0325396,33,0.0439897,33,6647840.0,,,33,0.278053
