n_total,n_short,hol_corr,p95_short_q,p99_short_q,hol_frac,success_rate_pct_end,sleep,pushint,file
662,333,-0.054259539071269916,814.24294,857.92578,0.984984984984985,2.96,0.01,0.01,timsort_hol_sleep_0.01_pushint_0.01_20260119_155422.csv
643,325,0.03655077587733639,780.1811,838.624656,0.9723076923076923,4.22,0.01,0.05,timsort_hol_sleep_0.01_pushint_0.05_20260119_153524.csv
639,322,0.030387844053417767,803.98375,857.7753250000002,0.9875776397515528,6.61,0.01,0.1,timsort_hol_sleep_0.01_pushint_0.1_20260119_151625.csv
575,288,0.021829281563982787,515.658325,539.2224719999999,0.9583333333333334,20.82,0.01,0.5,timsort_hol_sleep_0.01_pushint_0.5_20260119_145848.csv
288,144,0.22968634092725754,181.65571499999996,193.140393,0.9166666666666666,100.0,0.01,1.0,timsort_hol_sleep_0.01_pushint_1.0_20260119_144756.csv
30,15,-0.6405081077806312,0.02749,0.027658,0.0,100.0,0.01,10.0,timsort_hol_sleep_0.01_pushint_10.0_20260119_143023.csv
58,29,-0.4694183208013146,0.02367999999999998,0.027704,0.0,100.0,0.01,5.0,timsort_hol_sleep_0.01_pushint_5.0_20260119_143905.csv
661,343,-0.13408971727297986,825.6081399999998,872.2019959999999,0.9825072886297376,3.09,0.05,0.01,timsort_hol_sleep_0.05_pushint_0.01_20260119_173659.csv
665,335,0.04962698819047755,796.0575700000002,849.5911920000002,0.9850746268656716,3.69,0.05,0.05,timsort_hol_sleep_0.05_pushint_0.05_20260119_171800.csv
643,327,0.04067952379495291,799.86641,852.4239040000001,0.9908256880733946,5.73,0.05,0.1,timsort_hol_sleep_0.05_pushint_0.1_20260119_165904.csv
574,288,0.06846112818037631,503.78471,523.387543,0.9722222222222222,32.17,0.05,0.5,timsort_hol_sleep_0.05_pushint_0.5_20260119_164143.csv
287,144,0.1596461632536167,170.67127999999997,182.97108299999994,0.875,100.0,0.05,1.0,timsort_hol_sleep_0.05_pushint_1.0_20260119_163053.csv
29,15,-0.7553621104287576,0.08239,0.082558,0.0,100.0,0.05,10.0,timsort_hol_sleep_0.05_pushint_10.0_20260119_161324.csv
58,30,-0.3572515207455022,0.06962999999999998,0.07951000000000001,0.0,100.0,0.05,5.0,timsort_hol_sleep_0.05_pushint_5.0_20260119_162203.csv
658,336,-0.11922914177710212,820.6363249999999,869.029155,0.9851190476190477,2.97,0.1,0.01,timsort_hol_sleep_0.1_pushint_0.01_20260119_191914.csv
652,332,-0.003809133742436661,793.8222649999999,846.473933,0.9819277108433735,3.12,0.1,0.05,timsort_hol_sleep_0.1_pushint_0.05_20260119_190015.csv
652,327,-0.02006899938937786,788.8583,835.3717740000001,0.9908256880733946,5.68,0.1,0.1,timsort_hol_sleep_0.1_pushint_0.1_20260119_184113.csv
570,290,0.13726329595681724,493.63129499999997,513.46111,0.9517241379310345,30.91,0.1,0.5,timsort_hol_sleep_0.1_pushint_0.5_20260119_182407.csv
288,144,0.1687849682580872,162.173185,174.35923399999996,0.9027777777777778,100.0,0.1,1.0,timsort_hol_sleep_0.1_pushint_1.0_20260119_181327.csv
29,15,-0.4402310218210028,0.12557,0.126074,0.0,100.0,0.1,10.0,timsort_hol_sleep_0.1_pushint_10.0_20260119_175558.csv
57,30,-0.2742637072087437,0.1084,0.108471,0.0,100.0,0.1,5.0,timsort_hol_sleep_0.1_pushint_5.0_20260119_180437.csv
641,326,-0.07443054589379135,828.15775,873.7214749999999,0.9938650306748467,3.93,0.5,0.01,timsort_hol_sleep_0.5_pushint_0.01_20260119_210240.csv
636,319,0.0974705833655754,789.31845,849.878072,0.9905956112852664,3.54,0.5,0.05,timsort_hol_sleep_0.5_pushint_0.05_20260119_204342.csv
628,316,-0.007474645608251984,792.2457750000001,858.10404,0.990506329113924,4.3,0.5,0.1,timsort_hol_sleep_0.5_pushint_0.1_20260119_202445.csv
570,285,0.021988985975516753,523.18854,547.120044,0.9789473684210527,26.64,0.5,0.5,timsort_hol_sleep_0.5_pushint_0.5_20260119_200659.csv
292,146,0.2777882670487743,186.297575,196.14929500000002,0.8835616438356164,99.6,0.5,1.0,timsort_hol_sleep_0.5_pushint_1.0_20260119_195544.csv
28,14,0.3061279657224543,0.50898,0.509396,0.5714285714285714,100.0,0.5,10.0,timsort_hol_sleep_0.5_pushint_10.0_20260119_193814.csv
59,31,0.1459700952265836,0.44915,0.49171999999999993,0.3870967741935484,100.0,0.5,5.0,timsort_hol_sleep_0.5_pushint_5.0_20260119_194654.csv
613,315,0.16710090632417637,816.4580800000001,868.4798880000001,0.9968253968253968,3.84,1.0,0.01,timsort_hol_sleep_1.0_pushint_0.01_20260119_224627.csv
601,304,0.12969582626401174,779.0866199999999,842.9687809999998,0.9967105263157895,3.6,1.0,0.05,timsort_hol_sleep_1.0_pushint_0.05_20260119_222732.csv
601,301,0.08312792821527656,799.926,831.9209,0.9966777408637874,5.16,1.0,0.1,timsort_hol_sleep_1.0_pushint_0.1_20260119_220834.csv
574,287,-0.09570268767265369,562.06872,577.950472,1.0,18.23,1.0,0.5,timsort_hol_sleep_1.0_pushint_0.5_20260119_215018.csv
287,144,0.22108768605072768,184.73693999999998,195.346704,0.9097222222222222,100.0,1.0,1.0,timsort_hol_sleep_1.0_pushint_1.0_20260119_213914.csv
28,14,0.0753386836909377,0.7907449999999999,0.829589,0.7142857142857143,100.0,1.0,10.0,timsort_hol_sleep_1.0_pushint_10.0_20260119_212144.csv
59,30,-0.33473760694778426,0.9499649999999997,0.994242,0.8,100.0,1.0,5.0,timsort_hol_sleep_1.0_pushint_5.0_20260119_213024.csv
