sleep,pushint,mb,reqs,duration_s,rps,toks_s,ttft_p50_s,ttft_p99_s,tbt_p50_s,tbt_p99_s,ttlt_p50_s,ttlt_p99_s,wait_mean_s,service_mean_s,goodput_rps,violation_rate,tbt_violation_rate,path
0.001,0.001,100,2066,803.8827226161957,2.5700266243766348,327.8848923910057,0.06135,182.92593,0.0466,0.7543399999999979,0.51555,255.16681,89.37033576960309,-63.86132090997096,2.0189512155678986,0.2144240077444337,0.005324298160696999,./timsort_hol_sleep_0.001_pushint_0.001_mb100_20260127_034825.csv
