orig_slo,slo_type,insertion_time,wait_time,prompt_tok,out_tok,total_tok,ttft,tbt_p95,tbt_p99,tbt_slo,tbt_violation,tbt_success_rate_pct,ttlt,diff,violation,total_violation,finished_time,success_rate_pct,success_count,processed_count,kv,run_cnt,wait_cnt,swap_cnt,vram_used_gib,vram_total_gib,lmcache,vq_id,vq_groups,head_deadline,slack,model,deadlines,lmcache:active_memory_objs_count,lmcache:local_cache_usage(MiB),lmcache:local_storage_usage(MiB),lmcache:lookup_hit_rate,lmcache:pinned_memory_objs_count,lmcache:remote_cache_usage(MiB),lmcache:remote_ping_error_code,lmcache:remote_ping_latency,lmcache:request_cache_hit_rate_count,lmcache:request_cache_hit_rate_sum,lmcache:request_cache_lifespan_count,lmcache:request_cache_lifespan_sum,lmcache:retrieve_hit_rate,lmcache:retrieve_process_tokens_time_count,lmcache:retrieve_process_tokens_time_sum,lmcache:retrieve_speed_count,lmcache:retrieve_speed_sum,lmcache:retrieve_to_gpu_time_count,lmcache:retrieve_to_gpu_time_sum,lmcache:storage_events_done_count,lmcache:storage_events_not_found_count,lmcache:storage_events_ongoing_count,lmcache:store_from_gpu_time_count,lmcache:store_from_gpu_time_sum,lmcache:store_process_tokens_time_count,lmcache:store_process_tokens_time_sum,lmcache:store_put_time_count,lmcache:store_put_time_sum,lmcache:store_speed_count,lmcache:store_speed_sum,lmcache:time_to_lookup_count,lmcache:time_to_lookup_sum,lmcache:time_to_retrieve_count,lmcache:time_to_retrieve_sum,lmcache:time_to_store_count,lmcache:time_to_store_sum
1.0,0,1770085041.4141,0.2159,27,0,27,,,,1.0,,,2.3071,1.5229,1.5229,1.5229,1770085045.7763965,0.0,0,1,0.07,10,0,,7.77,15.0,lmcache:active_memory_objs_count=7 lmcache:local_cache_usage=56.0MiB lmcache:local_storage_usage=0.0MiB lmcache:lookup_hit_rate=0.0000 lmcache:pinned_memory_objs_count=0 lmcache:remote_cache_usage=0.0MiB lmcache:remote_ping_error_code=0 lmcache:remote_ping_latency=0 lmcache:retrieve_hit_rate=1.0000 lmcache:storage_events_done_count=0 lmcache:storage_events_not_found_count=0 lmcache:storage_events_ongoing_count=0 lmcache:store_from_gpu_time_count=1 lmcache:store_from_gpu_time_sum=0.00611174 lmcache:store_process_tokens_time_count=1 lmcache:store_process_tokens_time_sum=0.00054126 lmcache:store_put_time_count=1 lmcache:store_put_time_sum=7.6915e-05 lmcache:store_speed_count=1 lmcache:store_speed_sum=258395 lmcache:time_to_lookup_count=4 lmcache:time_to_lookup_sum=0.000390992 lmcache:time_to_store_count=1 lmcache:time_to_store_sum=0.00693512,0,1,1770085241.263,200.0,meta-llama/Llama-3.2-1B-Instruct,1770085241.263,7,56.0,0.0,0.0,0,0.0,0,0,,,,,1.0,,,,,,,0,0,0,1,0.00611174,1,0.00054126,1,7.6915e-05,1,258395,4,0.000390992,,,1,0.00693512
200.0,1,1770085042.176,0.1706,1783,0,1783,,,,200.0,,,3.9472,-195.8823,0.0,1.5229,1770085046.3890977,50.0,1,2,0.144,21,0,,8.17,15.0,lmcache:active_memory_objs_count=7 lmcache:local_cache_usage=56.0MiB lmcache:local_storage_usage=0.0MiB lmcache:lookup_hit_rate=0.0000 lmcache:pinned_memory_objs_count=0 lmcache:remote_cache_usage=0.0MiB lmcache:remote_ping_error_code=0 lmcache:remote_ping_latency=0 lmcache:retrieve_hit_rate=1.0000 lmcache:storage_events_done_count=0 lmcache:storage_events_not_found_count=0 lmcache:storage_events_ongoing_count=0 lmcache:store_from_gpu_time_count=1 lmcache:store_from_gpu_time_sum=0.00611174 lmcache:store_process_tokens_time_count=1 lmcache:store_process_tokens_time_sum=0.00054126 lmcache:store_put_time_count=1 lmcache:store_put_time_sum=7.6915e-05 lmcache:store_speed_count=1 lmcache:store_speed_sum=258395 lmcache:time_to_lookup_count=4 lmcache:time_to_lookup_sum=0.000390992 lmcache:time_to_store_count=1 lmcache:time_to_store_sum=0.00693512,0,1,1770085246.33,200.0,meta-llama/Llama-3.2-1B-Instruct,1770085246.330,7,56.0,0.0,0.0,0,0.0,0,0,,,,,1.0,,,,,,,0,0,0,1,0.00611174,1,0.00054126,1,7.6915e-05,1,258395,4,0.000390992,,,1,0.00693512
1.0,0,1770085043.0137,0.1591,27,0,27,,,,1.0,,,6.4208,5.5799,5.5799,7.1029,1770085049.730795,33.33,1,3,0.267,34,0,,8.71,15.0,lmcache:active_memory_objs_count=7 lmcache:local_cache_usage=56.0MiB lmcache:local_storage_usage=0.0MiB lmcache:lookup_hit_rate=0.0000 lmcache:pinned_memory_objs_count=0 lmcache:remote_cache_usage=0.0MiB lmcache:remote_ping_error_code=0 lmcache:remote_ping_latency=0 lmcache:retrieve_hit_rate=1.0000 lmcache:storage_events_done_count=0 lmcache:storage_events_not_found_count=0 lmcache:storage_events_ongoing_count=0 lmcache:store_from_gpu_time_count=1 lmcache:store_from_gpu_time_sum=0.00611174 lmcache:store_process_tokens_time_count=1 lmcache:store_process_tokens_time_sum=0.00054126 lmcache:store_put_time_count=1 lmcache:store_put_time_sum=7.6915e-05 lmcache:store_speed_count=1 lmcache:store_speed_sum=258395 lmcache:time_to_lookup_count=4 lmcache:time_to_lookup_sum=0.000390992 lmcache:time_to_store_count=1 lmcache:time_to_store_sum=0.00693512,0,1,1770085246.33,200.0,meta-llama/Llama-3.2-1B-Instruct,1770085246.330,7,56.0,0.0,0.0,0,0.0,0,0,,,,,1.0,,,,,,,0,0,0,1,0.00611174,1,0.00054126,1,7.6915e-05,1,258395,4,0.000390992,,,1,0.00693512
1.0,0,1770085047.2356,0.2175,27,0,27,,,,1.0,,,13.4626,12.6801,12.6801,19.7829,1770085061.019722,25.0,1,4,0.705,92,0,,9.59,15.0,lmcache:active_memory_objs_count=108 lmcache:local_cache_usage=864.0MiB lmcache:local_storage_usage=0.0MiB lmcache:lookup_hit_rate=0.0464 lmcache:pinned_memory_objs_count=0 lmcache:remote_cache_usage=0.0MiB lmcache:remote_ping_error_code=0 lmcache:remote_ping_latency=0 lmcache:request_cache_hit_rate_count=1 lmcache:request_cache_hit_rate_sum=1.0000 lmcache:request_cache_lifespan_count=7 lmcache:request_cache_lifespan_sum=0.00267021 lmcache:retrieve_hit_rate=1.0000 lmcache:storage_events_done_count=0 lmcache:storage_events_not_found_count=0 lmcache:storage_events_ongoing_count=0 lmcache:store_from_gpu_time_count=16 lmcache:store_from_gpu_time_sum=0.0885722 lmcache:store_process_tokens_time_count=16 lmcache:store_process_tokens_time_sum=0.0074225 lmcache:store_put_time_count=16 lmcache:store_put_time_sum=0.000969849 lmcache:store_speed_count=16 lmcache:store_speed_sum=4.48707e+06 lmcache:time_to_lookup_count=27 lmcache:time_to_lookup_sum=0.00284576 lmcache:time_to_store_count=16 lmcache:time_to_store_sum=0.0992755,0,31,1770085055.494,-0.899,meta-llama/Llama-3.2-1B-Instruct,"1770085055.494, 1770085055.858, 1770085056.058, 1770085056.251, 1770085056.300",108,864.0,0.0,0.0464,0,0.0,0,0,1,1.0,7,0.00267021,1.0,,,,,,,0,0,0,16,0.0885722,16,0.0074225,16,0.000969849,16,4487070.0,27,0.00284576,,,16,0.0992755
1.0,0,1770085054.4943,6.6878,27,0,27,,,,1.0,,,0.749,6.4368,6.4368,26.2197,1770085062.268974,20.0,1,5,0.746,99,0,,9.59,15.0,lmcache:active_memory_objs_count=108 lmcache:local_cache_usage=864.0MiB lmcache:local_storage_usage=0.0MiB lmcache:lookup_hit_rate=0.0464 lmcache:pinned_memory_objs_count=0 lmcache:remote_cache_usage=0.0MiB lmcache:remote_ping_error_code=0 lmcache:remote_ping_latency=0 lmcache:request_cache_hit_rate_count=1 lmcache:request_cache_hit_rate_sum=1.0000 lmcache:request_cache_lifespan_count=7 lmcache:request_cache_lifespan_sum=0.00267021 lmcache:retrieve_hit_rate=1.0000 lmcache:storage_events_done_count=0 lmcache:storage_events_not_found_count=0 lmcache:storage_events_ongoing_count=0 lmcache:store_from_gpu_time_count=16 lmcache:store_from_gpu_time_sum=0.0885722 lmcache:store_process_tokens_time_count=16 lmcache:store_process_tokens_time_sum=0.0074225 lmcache:store_put_time_count=16 lmcache:store_put_time_sum=0.000969849 lmcache:store_speed_count=16 lmcache:store_speed_sum=4.48707e+06 lmcache:time_to_lookup_count=27 lmcache:time_to_lookup_sum=0.00284576 lmcache:time_to_store_count=16 lmcache:time_to_store_sum=0.0992755,0,110,1770085055.858,-5.599,meta-llama/Llama-3.2-1B-Instruct,"1770085055.858, 1770085056.058, 1770085056.251, 1770085056.300, 1770085056.348",108,864.0,0.0,0.0464,0,0.0,0,0,1,1.0,7,0.00267021,1.0,,,,,,,0,0,0,16,0.0885722,16,0.0074225,16,0.000969849,16,4487070.0,27,0.00284576,,,16,0.0992755
1.0,0,1770085046.8803,0.2027,27,7,34,13.8141,0.8927,0.8927,1.0,0.0,100.0,15.2252,13.0168,13.0168,39.2365,1770085062.6324008,16.67,2,7,0.733,97,0,,9.59,15.0,lmcache:active_memory_objs_count=108 lmcache:local_cache_usage=864.0MiB lmcache:local_storage_usage=0.0MiB lmcache:lookup_hit_rate=0.0464 lmcache:pinned_memory_objs_count=0 lmcache:remote_cache_usage=0.0MiB lmcache:remote_ping_error_code=0 lmcache:remote_ping_latency=0 lmcache:request_cache_hit_rate_count=1 lmcache:request_cache_hit_rate_sum=1.0000 lmcache:request_cache_lifespan_count=7 lmcache:request_cache_lifespan_sum=0.00267021 lmcache:retrieve_hit_rate=1.0000 lmcache:storage_events_done_count=0 lmcache:storage_events_not_found_count=0 lmcache:storage_events_ongoing_count=0 lmcache:store_from_gpu_time_count=16 lmcache:store_from_gpu_time_sum=0.0885722 lmcache:store_process_tokens_time_count=16 lmcache:store_process_tokens_time_sum=0.0074225 lmcache:store_put_time_count=16 lmcache:store_put_time_sum=0.000969849 lmcache:store_speed_count=16 lmcache:store_speed_sum=4.48707e+06 lmcache:time_to_lookup_count=27 lmcache:time_to_lookup_sum=0.00284576 lmcache:time_to_store_count=16 lmcache:time_to_store_sum=0.0992755,0,110,1770085055.858,-5.599,meta-llama/Llama-3.2-1B-Instruct,"1770085055.858, 1770085056.058, 1770085056.251, 1770085056.300, 1770085056.348",108,864.0,0.0,0.0464,0,0.0,0,0,1,1.0,7,0.00267021,1.0,,,,,,,0,0,0,16,0.0885722,16,0.0074225,16,0.000969849,16,4487070.0,27,0.00284576,,,16,0.0992755
200.0,1,1770085042.4883,0.1805,1779,10,1789,6.9204,7.0584,7.0584,200.0,0.0,100.0,19.7458,-180.0737,0.0,39.2365,1770085062.9162006,28.57,2,7,0.733,97,0,,9.59,15.0,lmcache:active_memory_objs_count=108 lmcache:local_cache_usage=864.0MiB lmcache:local_storage_usage=0.0MiB lmcache:lookup_hit_rate=0.0464 lmcache:pinned_memory_objs_count=0 lmcache:remote_cache_usage=0.0MiB lmcache:remote_ping_error_code=0 lmcache:remote_ping_latency=0 lmcache:request_cache_hit_rate_count=1 lmcache:request_cache_hit_rate_sum=1.0000 lmcache:request_cache_lifespan_count=7 lmcache:request_cache_lifespan_sum=0.00267021 lmcache:retrieve_hit_rate=1.0000 lmcache:storage_events_done_count=0 lmcache:storage_events_not_found_count=0 lmcache:storage_events_ongoing_count=0 lmcache:store_from_gpu_time_count=16 lmcache:store_from_gpu_time_sum=0.0885722 lmcache:store_process_tokens_time_count=16 lmcache:store_process_tokens_time_sum=0.0074225 lmcache:store_put_time_count=16 lmcache:store_put_time_sum=0.000969849 lmcache:store_speed_count=16 lmcache:store_speed_sum=4.48707e+06 lmcache:time_to_lookup_count=27 lmcache:time_to_lookup_sum=0.00284576 lmcache:time_to_store_count=16 lmcache:time_to_store_sum=0.0992755,0,110,1770085055.858,-5.599,meta-llama/Llama-3.2-1B-Instruct,"1770085055.858, 1770085056.058, 1770085056.251, 1770085056.300, 1770085056.348",108,864.0,0.0,0.0464,0,0.0,0,0,1,1.0,7,0.00267021,1.0,,,,,,,0,0,0,16,0.0885722,16,0.0074225,16,0.000969849,16,4487070.0,27,0.00284576,,,16,0.0992755
1.0,0,1770085052.7119,0.2125,27,19,46,8.8695,0.1299,0.1299,1.0,0.0,100.0,10.7101,8.082,8.082,66.8219,1770085064.177809,25.0,2,10,0.747,98,0,,9.59,15.0,lmcache:active_memory_objs_count=286 lmcache:local_cache_usage=2288.0MiB lmcache:local_storage_usage=0.0MiB lmcache:lookup_hit_rate=0.0000 lmcache:pinned_memory_objs_count=0 lmcache:remote_cache_usage=0.0MiB lmcache:remote_ping_error_code=0 lmcache:remote_ping_latency=0 lmcache:request_cache_hit_rate_count=1 lmcache:request_cache_hit_rate_sum=1.0000 lmcache:request_cache_lifespan_count=7 lmcache:request_cache_lifespan_sum=0.00267021 lmcache:retrieve_hit_rate=1.0000 lmcache:storage_events_done_count=0 lmcache:storage_events_not_found_count=0 lmcache:storage_events_ongoing_count=0 lmcache:store_from_gpu_time_count=44 lmcache:store_from_gpu_time_sum=0.230507 lmcache:store_process_tokens_time_count=44 lmcache:store_process_tokens_time_sum=0.0187388 lmcache:store_put_time_count=44 lmcache:store_put_time_sum=0.00255788 lmcache:store_speed_count=44 lmcache:store_speed_sum=1.25434e+07 lmcache:time_to_lookup_count=45 lmcache:time_to_lookup_sum=0.00427666 lmcache:time_to_store_count=44 lmcache:time_to_store_sum=0.257796,0,110,1770085055.858,-5.599,meta-llama/Llama-3.2-1B-Instruct,"1770085055.858, 1770085056.058, 1770085056.251, 1770085056.300, 1770085056.348",286,2288.0,0.0,0.0,0,0.0,0,0,1,1.0,7,0.00267021,1.0,,,,,,,0,0,0,44,0.230507,44,0.0187388,44,0.00255788,44,12543400.0,45,0.00427666,,,44,0.257796
1.0,0,1770085052.4581,0.2059,27,24,51,9.2144,0.1288,0.1544,1.0,0.0,100.0,11.391,8.4203,8.4203,128.274,1770085064.4971468,22.22,2,22,0.748,96,0,,9.59,15.0,lmcache:active_memory_objs_count=286 lmcache:local_cache_usage=2288.0MiB lmcache:local_storage_usage=0.0MiB lmcache:lookup_hit_rate=0.0000 lmcache:pinned_memory_objs_count=0 lmcache:remote_cache_usage=0.0MiB lmcache:remote_ping_error_code=0 lmcache:remote_ping_latency=0 lmcache:request_cache_hit_rate_count=1 lmcache:request_cache_hit_rate_sum=1.0000 lmcache:request_cache_lifespan_count=7 lmcache:request_cache_lifespan_sum=0.00267021 lmcache:retrieve_hit_rate=1.0000 lmcache:storage_events_done_count=0 lmcache:storage_events_not_found_count=0 lmcache:storage_events_ongoing_count=0 lmcache:store_from_gpu_time_count=44 lmcache:store_from_gpu_time_sum=0.230507 lmcache:store_process_tokens_time_count=44 lmcache:store_process_tokens_time_sum=0.0187388 lmcache:store_put_time_count=44 lmcache:store_put_time_sum=0.00255788 lmcache:store_speed_count=44 lmcache:store_speed_sum=1.25434e+07 lmcache:time_to_lookup_count=45 lmcache:time_to_lookup_sum=0.00427666 lmcache:time_to_store_count=44 lmcache:time_to_store_sum=0.257796,0,110,1770085055.858,-5.599,meta-llama/Llama-3.2-1B-Instruct,"1770085055.858, 1770085056.058, 1770085056.251, 1770085056.300, 1770085056.348",286,2288.0,0.0,0.0,0,0.0,0,0,1,1.0,7,0.00267021,1.0,,,,,,,0,0,0,44,0.230507,44,0.0187388,44,0.00255788,44,12543400.0,45,0.00427666,,,44,0.257796
1.0,0,1770085042.279,0.1612,27,32,59,3.8386,4.2543,7.0442,1.0,6.0442,83.33,21.8895,2.9998,2.9998,445.6281,1770085065.245476,18.18,2,55,0.739,78,0,,9.59,15.0,lmcache:active_memory_objs_count=286 lmcache:local_cache_usage=2288.0MiB lmcache:local_storage_usage=0.0MiB lmcache:lookup_hit_rate=0.0000 lmcache:pinned_memory_objs_count=0 lmcache:remote_cache_usage=0.0MiB lmcache:remote_ping_error_code=0 lmcache:remote_ping_latency=0 lmcache:request_cache_hit_rate_count=1 lmcache:request_cache_hit_rate_sum=1.0000 lmcache:request_cache_lifespan_count=7 lmcache:request_cache_lifespan_sum=0.00267021 lmcache:retrieve_hit_rate=1.0000 lmcache:storage_events_done_count=0 lmcache:storage_events_not_found_count=0 lmcache:storage_events_ongoing_count=0 lmcache:store_from_gpu_time_count=44 lmcache:store_from_gpu_time_sum=0.230507 lmcache:store_process_tokens_time_count=44 lmcache:store_process_tokens_time_sum=0.0187388 lmcache:store_put_time_count=44 lmcache:store_put_time_sum=0.00255788 lmcache:store_speed_count=44 lmcache:store_speed_sum=1.25434e+07 lmcache:time_to_lookup_count=45 lmcache:time_to_lookup_sum=0.00427666 lmcache:time_to_store_count=44 lmcache:time_to_store_sum=0.257796,0,110,1770085055.858,-5.599,meta-llama/Llama-3.2-1B-Instruct,"1770085055.858, 1770085056.058, 1770085056.251, 1770085056.300, 1770085056.348",286,2288.0,0.0,0.0,0,0.0,0,0,1,1.0,7,0.00267021,1.0,,,,,,,0,0,0,44,0.230507,44,0.0187388,44,0.00255788,44,12543400.0,45,0.00427666,,,44,0.257796
