orig_slo,insertion_time,wait_time,prompt_tok,out_tok,total_tok,ttft,execution_time,diff,violation,total_violation,finished_time,success_rate_pct,success_count,processed_count
40.0,1768815333.6788,0.3893,27,32,59,0.0979,0.1827,-39.4279,0.0,0.0,1768815335.6804466,100.0,2,2
34.0,1768815333.4512,0.0424,3840,1001,4841,0.4389,3.0142,-30.9434,0.0,0.0,1768815336.5331225,100.0,3,3
30.0,1768815336.35,0.1171,27,32,59,0.0288,0.1106,-29.7723,0.0,0.0,1768815336.5803056,100.0,4,4
30.0,1768815334.197,0.4426,27,32,59,0.0997,0.1825,-29.3748,0.0,0.0,1768815336.7044823,100.0,4,4
44.0,1768815335.7115,1.9198,27,32,59,0.0389,0.1202,-41.96,0.0,0.0,1768815337.7540092,100.0,5,5
20.0,1768815337.7703,0.446,27,32,59,0.0224,0.1094,-19.4445,0.0,0.0,1768815338.3286805,100.0,6,6
70.0,1768815333.5702,1.9842,3405,1024,4429,0.134,2.8497,-65.1661,0.0,0.0,1768815338.4369187,100.0,7,7
45.0,1768815339.1471,0.239,27,32,59,0.0245,0.1084,-44.6525,0.0,0.0,1768815339.496705,100.0,9,9
19.0,1768815336.7697,0.2783,3276,1024,4300,0.0641,2.6968,-16.0249,0.0,0.0,1768815339.7747326,100.0,10,10
41.0,1768815340.8439,0.2716,27,32,59,0.027,0.1119,-40.6164,0.0,0.0,1768815341.2299182,100.0,12,12
22.0,1768815339.7917,0.1449,3326,1024,4350,0.058,2.7429,-19.1123,0.0,0.0,1768815342.7153337,100.0,13,13
52.0,1768815337.6676,4.0301,4788,581,5369,0.0721,1.6935,-46.2764,0.0,0.0,1768815343.4176655,100.0,14,14
56.0,1768815340.1721,3.3215,27,32,59,0.0351,0.1196,-52.5589,0.0,0.0,1768815343.617298,100.0,15,15
45.0,1768815342.0687,0.8336,3952,293,4245,0.0736,0.8771,-43.2893,0.0,0.0,1768815343.8126469,100.0,16,16
34.0,1768815341.9354,0.3797,3159,1024,4183,0.0675,2.8715,-30.7488,0.0,0.0,1768815345.2161076,100.0,17,17
58.0,1768815341.5314,3.8084,27,32,59,0.0315,0.1164,-54.0752,0.0,0.0,1768815345.4597402,100.0,18,18
22.0,1768815345.8051,0.7758,27,32,59,0.0313,0.1407,-21.0835,0.0,0.0,1768815346.7297618,100.0,19,19
58.0,1768815339.5622,4.5619,5139,1024,6163,0.0958,3.043,-50.3951,0.0,0.0,1768815347.210748,100.0,20,20
28.0,1768815346.0597,1.1385,27,32,59,0.0318,0.1221,-26.7393,0.0,0.0,1768815347.3228967,100.0,21,21
53.0,1768815344.6581,0.0932,4077,1024,5101,0.0629,3.0088,-49.898,0.0,0.0,1768815347.7806447,100.0,22,22
38.0,1768815346.5832,1.2008,27,32,59,0.0246,0.1086,-36.6906,0.0,0.0,1768815347.8952072,100.0,23,23
24.0,1768815347.9927,0.364,27,32,59,0.026,0.1117,-23.5243,0.0,0.0,1768815348.470429,100.0,24,24
14.0,1768815345.4494,0.4895,12339,1024,13363,0.1759,2.9701,-10.5404,0.0,0.0,1768815348.9747062,100.0,25,25
36.0,1768815347.8906,2.1937,27,32,59,0.0289,0.1121,-33.6942,0.0,0.0,1768815350.1991487,100.0,27,27
22.0,1768815348.533,0.3909,3898,1024,4922,0.067,2.7327,-18.8764,0.0,0.0,1768815351.6867707,100.0,28,28
10.0,1768815352.5178,0.6836,27,32,59,0.1085,0.2011,-9.1153,0.0,0.0,1768815353.4092855,100.0,29,29
31.0,1768815350.3751,0.3242,3803,1024,4827,0.0753,2.9964,-27.6794,0.0,0.0,1768815353.733495,100.0,30,30
26.0,1768815351.2167,0.0938,3044,1024,4068,0.08,2.9811,-22.925,0.0,0.0,1768815354.3166568,100.0,31,31
31.0,1768815351.5444,2.8834,5236,14,5250,0.1043,0.1502,-27.9664,0.0,0.0,1768815354.61309,100.0,32,32
13.0,1768815351.8043,0.0929,3194,1022,4216,0.062,3.0152,-9.8918,0.0,0.0,1768815354.9444866,100.0,33,33
22.0,1768815352.3787,0.1357,3069,1003,4072,0.078,2.9896,-18.8747,0.0,0.0,1768815355.5388455,100.0,34,34
22.0,1768815353.6613,0.1395,2955,675,3630,0.069,2.0631,-19.7974,0.0,0.0,1768815355.8892138,100.0,35,35
18.0,1768815355.4437,0.1865,4378,603,4981,0.0837,1.8155,-15.998,0.0,0.0,1768815357.486545,100.0,36,36
38.0,1768815356.2357,1.3262,27,32,59,0.0374,0.1261,-36.5476,0.0,0.0,1768815357.6963785,100.0,37,37
24.0,1768815354.8729,0.1524,4376,1024,5400,0.0919,3.0131,-20.8345,0.0,0.0,1768815358.075869,100.0,38,38
39.0,1768815349.2349,6.9944,5661,1024,6685,0.0886,3.0452,-28.9603,0.0,0.0,1768815359.3144884,100.0,39,39
25.0,1768815356.6136,0.3139,3022,1024,4046,0.0647,3.0338,-21.6523,0.0,0.0,1768815359.9861531,100.0,40,40
51.0,1768815349.7995,10.2793,27,32,59,0.0298,0.1214,-40.5993,0.0,0.0,1768815360.2075095,100.0,41,41
50.0,1768815350.9742,9.7499,27,25,52,0.0459,0.1119,-40.1382,0.0,0.0,1768815360.8424919,100.0,42,42
44.0,1768815354.4651,3.6943,5971,1024,6995,0.0987,3.0242,-37.2814,0.0,0.0,1768815361.225165,100.0,43,43
26.0,1768815360.9423,0.372,27,32,59,0.031,0.1185,-25.5094,0.0,0.0,1768815361.435741,100.0,44,44
32.0,1768815358.613,0.1602,3680,1024,4704,0.0727,2.9547,-28.8852,0.0,0.0,1768815361.7485585,100.0,45,45
19.0,1768815361.6476,0.2468,27,32,59,0.0315,0.1134,-18.6399,0.0,0.0,1768815362.0108945,100.0,46,46
39.0,1768815358.7981,0.6027,3103,1024,4127,0.0652,2.8493,-35.5479,0.0,0.0,1768815362.2722402,100.0,47,47
52.0,1768815350.7222,12.8956,27,32,59,0.0348,0.1193,-38.9851,0.0,0.0,1768815363.7389212,100.0,49,49
42.0,1768815361.544,3.2572,5207,79,5286,0.1092,0.3356,-38.4073,0.0,0.0,1768815365.1764996,100.0,50,50
32.0,1768815362.2595,0.187,3677,1024,4701,0.0839,2.781,-29.0319,0.0,0.0,1768815365.2536068,100.0,51,51
18.0,1768815366.1265,0.5214,27,32,59,0.0386,0.1299,-17.3487,0.0,0.0,1768815366.7817445,100.0,52,52
56.0,1768815347.073,17.1316,2961,1024,3985,0.0597,2.8899,-35.9785,0.0,0.0,1768815367.1137888,100.0,53,53
10.0,1768815367.0504,0.1846,27,32,59,0.0344,0.1213,-9.6942,0.0,0.0,1768815367.3596864,100.0,54,54
16.0,1768815365.7582,0.2546,3015,464,3479,0.0716,1.3518,-14.3937,0.0,0.0,1768815367.3876839,100.0,55,55
19.0,1768815366.9431,0.8649,27,32,59,0.0276,0.1123,-18.0229,0.0,0.0,1768815367.9226363,100.0,56,56
50.0,1768815354.7344,10.6486,3172,1024,4196,0.0634,2.7867,-36.5647,0.0,0.0,1768815368.2086828,100.0,57,57
64.0,1768815340.9449,27.9949,27,32,59,0.039,0.1197,-35.8853,0.0,0.0,1768815369.0613954,100.0,58,58
35.0,1768815366.7122,1.6487,8185,324,8509,0.1038,0.9495,-32.4018,0.0,0.0,1768815369.3425198,100.0,59,59
45.0,1768815360.53,8.9637,27,35,62,0.0246,0.1295,-35.9068,0.0,0.0,1768815369.6289668,100.0,60,60
68.0,1768815338.629,31.4169,3671,1024,4695,0.0683,3.0767,-33.5064,0.0,0.0,1768815373.1833866,100.0,61,61
69.0,1768815339.2483,33.907,27,32,59,0.137,0.231,-34.862,0.0,0.0,1768815373.3954468,100.0,62,62
38.0,1768815368.6529,1.9735,5198,947,6145,0.1014,2.9384,-33.0881,0.0,0.0,1768815373.6150355,100.0,63,63
65.0,1768815342.6089,28.6179,6059,1024,7083,0.0959,3.1689,-33.2132,0.0,0.0,1768815374.4354076,100.0,64,64
26.0,1768815371.3704,0.4763,3354,1024,4378,0.0625,3.1525,-22.3712,0.0,0.0,1768815375.0238295,100.0,65,65
39.0,1768815373.4667,1.6432,27,32,59,0.0391,0.1302,-37.2267,0.0,0.0,1768815375.2599554,100.0,66,66
45.0,1768815362.9602,9.51,3155,1024,4179,0.0849,3.1114,-32.3786,0.0,0.0,1768815375.6207726,100.0,67,67
27.0,1768815375.5896,0.1086,27,32,59,0.0293,0.1167,-26.7746,0.0,0.0,1768815375.8179083,100.0,68,68
67.0,1768815343.8756,29.8886,3516,1024,4540,0.0898,3.0032,-34.1082,0.0,0.0,1768815376.7987452,100.0,69,69
24.0,1768815376.317,0.5823,27,32,59,0.0328,0.1187,-23.299,0.0,0.0,1768815377.0213835,100.0,70,70
62.0,1768815348.9604,25.4934,8164,1024,9188,0.1182,2.9725,-33.5342,0.0,0.0,1768815377.4686196,100.0,71,71
42.0,1768815370.9591,7.1589,27,32,59,0.0288,0.1132,-34.7278,0.0,0.0,1768815378.2339609,100.0,73,73
16.0,1768815378.3704,0.3261,27,32,59,0.0295,0.1103,-15.5636,0.0,0.0,1768815378.8096244,100.0,74,74
27.0,1768815375.9738,0.3386,5661,1024,6685,0.0679,2.7133,-23.9481,0.0,0.0,1768815379.0571659,100.0,75,75
62.0,1768815352.0383,27.2102,3173,203,3376,0.0705,0.6015,-34.1883,0.0,0.0,1768815379.8864124,100.0,76,76
21.0,1768815379.614,0.2136,27,15,42,0.0309,0.0666,-20.7198,0.0,0.0,1768815379.8955598,100.0,77,77
68.0,1768815346.8063,34.737,27,32,59,0.03,0.1156,-33.1474,0.0,0.0,1768815381.6625762,100.0,78,78
64.0,1768815351.0766,31.0546,27,32,59,0.0371,0.1206,-32.8248,0.0,0.0,1768815382.2549698,100.0,79,79
28.0,1768815380.3309,0.0528,3195,1024,4219,0.0682,2.8243,-25.1229,0.0,0.0,1768815383.2418227,100.0,80,80
18.0,1768815380.8591,0.1015,3750,1024,4774,0.0581,2.8275,-15.071,0.0,0.0,1768815383.8107538,100.0,81,81
74.0,1768815343.493,41.6836,27,32,59,0.0463,0.1404,-32.176,0.0,0.0,1768815385.32786,100.0,82,82
61.0,1768815355.0506,27.6786,3159,1024,4183,0.0558,3.0117,-30.3096,0.0,0.0,1768815385.7776134,100.0,83,83
62.0,1768815356.1189,29.7303,27,25,52,0.032,0.1012,-32.1685,0.0,0.0,1768815385.9584634,100.0,84,84
38.0,1768815378.8437,4.4684,3044,1024,4068,0.0518,3.0195,-30.5121,0.0,0.0,1768815386.3549397,100.0,85,85
52.0,1768815364.9522,18.9655,3691,1022,4713,0.0753,3.0436,-29.9909,0.0,0.0,1768815386.9959443,100.0,86,86
48.0,1768815369.0111,15.5357,3069,1024,4093,0.0736,3.0391,-29.4252,0.0,0.0,1768815387.614691,100.0,87,87
79.0,1768815340.4645,47.185,3522,28,3550,0.075,0.1558,-31.6592,0.0,0.0,1768815387.8319755,100.0,88,88
28.0,1768815387.6492,0.5967,27,32,59,0.0367,0.1227,-27.2806,0.0,0.0,1768815388.3716955,100.0,89,89
