orig_slo,insertion_time,wait_time,prompt_tok,out_tok,total_tok,ttft,execution_time,diff,violation,total_violation,finished_time,success_rate_pct,success_count,processed_count
40.0,1768819807.0911,0.1053,27,32,59,0.0255,0.0255,-39.8692,0.0,0.0,1768819808.0861983,100.0,1,1
158.0,1768819812.0922,0.1951,27,32,59,0.0223,0.0223,-157.7826,0.0,0.0,1768819812.7921505,100.0,2,2
34.0,1768819797.0836,0.0051,3840,1030,4870,0.5616,0.5616,-33.4332,0.0,0.0,1768819812.962525,100.0,3,3
70.0,1768819802.0902,0.0524,3405,1029,4434,0.4399,0.4399,-69.5078,0.0,0.0,1768819817.8699894,100.0,4,4
30.0,1768819827.1082,0.4476,27,32,59,0.0212,0.0212,-29.5312,0.0,0.0,1768819828.0697606,100.0,5,5
121.0,1768819832.1106,0.0355,27,32,59,0.0191,0.0191,-120.9453,0.0,0.0,1768819832.6510274,100.0,6,6
129.0,1768819817.0987,0.2781,3087,1032,4119,0.398,0.398,-128.3239,0.0,0.0,1768819833.1798675,100.0,7,7
133.0,1768819837.1123,0.1235,27,32,59,0.0202,0.0202,-132.8563,0.0,0.0,1768819837.7116325,100.0,8,8
102.0,1768819822.107,0.3603,4513,1024,5537,0.592,0.592,-101.0477,0.0,0.0,1768819838.0647774,100.0,9,9
102.0,1768819847.1355,0.4507,5583,4,5587,0.742,0.742,-100.8073,0.0,0.0,1768819848.395844,100.0,10,10
139.0,1768819852.1374,0.0287,27,32,59,0.0201,0.0201,-138.9513,0.0,0.0,1768819852.6356025,100.0,11,11
152.0,1768819842.1251,0.3716,3526,1025,4551,0.4843,0.4843,-151.1441,0.0,0.0,1768819857.217824,100.0,12,12
44.0,1768819872.1576,0.3758,27,32,59,0.0356,0.0356,-43.5886,0.0,0.0,1768819873.093982,100.0,13,13
201.0,1768819857.1434,0.124,3271,1037,4308,0.4272,0.4272,-200.4488,0.0,0.0,1768819873.8389897,100.0,14,14
