tag,mode,slo_type,slo_name,metric,p50,p90,p95,p99,mean,count
sleep_0.001_pushint_0.001_mb100_chunked_1,CPU-only,0,Interactive request,ttft,0.2742,41.42657999999976,97.11384999999999,108.14122599999999,10.777657001414427,707
sleep_0.001_pushint_0.001_mb100_chunked_1,CPU-only,0,Interactive request,tbt_p99,0.1339,1.85114,3.48255999999995,7.05396,0.8092055319148936,705
sleep_0.001_pushint_0.001_mb100_chunked_1,CPU-only,0,Interactive request,ttlt,2.8967,48.15819000000044,104.98822000000001,122.3600979999996,13.975663623978201,734
sleep_0.001_pushint_0.001_mb100_chunked_1,CPU+storage,0,Interactive request,ttft,2.81205,48.20911,82.68720999999995,103.01519999999998,15.296312994350282,708
sleep_0.001_pushint_0.001_mb100_chunked_1,CPU+storage,0,Interactive request,tbt_p99,0.27964999999999995,2.37664,6.681120000000001,50.619856,2.0844563920454546,704
sleep_0.001_pushint_0.001_mb100_chunked_1,CPU+storage,0,Interactive request,ttlt,8.1743,60.7067,90.5418,105.81028,20.302285964912283,741
sleep_0.001_pushint_0.001_mb100_chunked_1,CPU-only,1,batch request,ttft,11.2531,108.09540000000001,119.24229,127.525308,40.23663726235741,263
sleep_0.001_pushint_0.001_mb100_chunked_1,CPU-only,1,batch request,tbt_p99,0.6325,0.9031,1.0594699999999988,3.7385199999999994,0.6709144486692015,263
sleep_0.001_pushint_0.001_mb100_chunked_1,CPU-only,1,batch request,ttlt,134.2547,225.5205,231.5239,242.17092,147.9207106761566,281
sleep_0.001_pushint_0.001_mb100_chunked_1,CPU+storage,1,batch request,ttft,16.6223,80.28474,99.95385999999999,104.258542,33.13405541666667,240
sleep_0.001_pushint_0.001_mb100_chunked_1,CPU+storage,1,batch request,tbt_p99,0.5906,0.84217,1.0050149999999995,3.0212839999999974,0.7080666666666667,240
sleep_0.001_pushint_0.001_mb100_chunked_1,CPU+storage,1,batch request,ttlt,140.9352,191.708,195.2416,220.81864,144.67743692946058,241
