orig_slo,insertion_time,wait_time,prompt_tok,out_tok,total_tok,ttft,execution_time,diff,violation,total_violation,finished_time,success_rate_pct,success_count,processed_count
44.0,1768498665.6146,0.1438,27,31,58,1.4498,2.0066,-41.8496,0.0,0.0,1768498668.1509504,100.0,6,6
30.0,1768498665.6388,0.0103,27,32,59,1.5583,2.1135,-27.8763,0.0,0.0,1768498668.490336,100.0,6,6
45.0,1768498665.891,0.0321,27,32,59,1.2847,1.8442,-43.1238,0.0,0.0,1768498668.6635883,100.0,6,6
40.0,1768498665.4489,0.0317,27,32,59,1.7285,2.2872,-37.6811,0.0,0.0,1768498668.6943817,100.0,6,6
20.0,1768498665.7622,0.0508,27,31,58,1.3963,1.9507,-17.9986,0.0,0.0,1768498669.043355,100.0,6,6
30.0,1768498665.4998,0.0385,27,32,59,1.6716,2.2277,-27.7338,0.0,0.0,1768498669.0444486,100.0,6,6
10.0,1768498667.1835,1.8823,27,32,59,0.0243,4.4004,-3.7173,0.0,0.0,1768498673.4675024,100.0,8,8
10.0,1768498669.6678,2.1826,27,32,59,0.9576,1.7,-6.1174,0.0,0.0,1768498673.5519698,100.0,9,9
11.0,1768498670.609,2.8738,27,32,59,0.0201,1.1692,-6.957,0.0,0.0,1768498674.6544561,100.0,10,10
11.0,1768498674.3407,0.3489,27,32,59,0.0231,0.7651,-9.886,0.0,0.0,1768498675.4557943,100.0,11,11
19.0,1768498665.674,0.0294,3276,694,3970,1.5054,22.4926,3.522,3.522,3.522,1768498688.2002017,91.67,11,12
16.0,1768498670.7114,17.5103,27,32,59,0.0378,0.8015,2.3118,2.3118,5.8338,1768498689.024685,84.62,11,13
18.0,1768498669.5678,19.5113,27,32,59,0.0299,0.7941,2.3054,2.3054,8.1391,1768498689.875023,78.57,11,14
15.0,1768498672.6661,17.2726,27,23,50,0.0205,0.5921,2.8647,2.8647,11.0039,1768498690.531081,73.33,11,15
11.0,1768498676.8338,13.7115,27,32,59,0.0212,0.7902,3.5017,3.5017,14.5056,1768498691.3362637,68.75,11,16
11.0,1768498676.8796,14.4737,27,32,59,0.0423,0.81,4.2837,4.2837,18.7894,1768498692.1652205,64.71,11,17
19.0,1768498669.1264,23.0797,27,32,59,0.0441,0.8186,4.8982,4.8982,23.6876,1768498693.0248065,61.11,11,18
14.0,1768498674.315,18.7391,27,32,59,0.0309,0.8063,5.5455,5.5455,29.2331,1768498693.8607621,57.89,11,19
22.0,1768498666.5422,27.3647,27,32,59,0.0399,0.817,6.1818,6.1818,35.4148,1768498694.725131,55.0,11,20
13.0,1768498675.6339,19.131,27,32,59,0.0207,0.7969,6.9279,6.9279,42.3427,1768498695.5640028,52.38,11,21
70.0,1768498665.4384,0.1556,3405,1027,4432,1.6139,30.8064,-39.038,0.0,42.3427,1768498696.4053807,54.55,14,24
32.0,1768498665.7964,0.0715,3151,1023,4174,1.3406,30.5345,-1.3939,0.0,42.3427,1768498696.4096975,56.52,14,24
34.0,1768498665.42,0.0051,3840,1025,4865,0.5661,30.9782,-3.0167,0.0,42.3427,1768498696.4099329,58.33,14,24
19.0,1768498669.6575,25.9694,27,32,59,0.0221,0.7985,7.7679,7.7679,50.1106,1768498696.4266458,56.0,14,25
13.0,1768498667.1103,2.0162,3194,1025,4219,0.4161,31.7996,20.8159,20.8159,128.4477,1768498700.930656,51.85,14,30
22.0,1768498665.9562,3.407,3326,1031,4357,3.4309,31.5648,12.9718,12.9718,128.4477,1768498700.9317894,50.0,14,30
18.0,1768498667.4732,1.8307,4378,1024,5402,3.4904,31.6249,15.4556,15.4556,128.4477,1768498700.9361398,48.28,14,30
14.0,1768498666.5036,2.6815,12339,1029,13368,2.6387,31.7439,20.4254,20.4254,128.4477,1768498700.944888,46.67,14,30
13.0,1768498671.6902,1.9163,3299,1023,4322,0.4262,29.1402,18.0565,18.0565,146.5042,1768498702.7509184,45.16,14,31
15.0,1768498674.9549,26.084,27,32,59,1.0981,1.7283,12.8123,12.8123,159.3165,1768498702.768662,43.75,14,32
24.0,1768498666.7404,36.0536,27,32,59,0.0257,1.4256,13.4792,13.4792,172.7957,1768498704.2207544,42.42,14,33
16.0,1768498669.5317,5.957,3015,1024,4039,0.3927,29.8858,19.8428,19.8428,192.6385,1768498705.3779974,41.18,14,34
25.0,1768498666.7716,38.6555,27,31,58,0.0253,0.6892,14.3447,14.3447,206.9832,1768498706.1166172,40.0,14,35
21.0,1768498670.8452,35.3245,27,11,38,0.0243,0.2621,14.5867,14.5867,221.5699,1768498706.4329853,38.89,14,36
20.0,1768498671.9568,34.5212,27,32,59,0.0306,0.6964,15.2176,15.2176,236.7875,1768498707.1754017,37.84,14,37
16.0,1768498673.9798,27.1242,3069,845,3914,1.0327,22.2785,33.4027,33.4027,270.1901,1768498723.3883915,36.84,14,38
22.0,1768498666.7857,29.6321,3898,1023,4921,0.53,28.8137,36.4458,36.4458,378.9548,1768498725.2356124,35.9,14,41
22.0,1768498667.1731,29.4256,3069,1030,4099,1.1879,28.6348,36.0603,36.0603,378.9548,1768498725.2374578,35.0,14,41
