sleep,pushint,mb,reqs,kv_mean,kv_p50,kv_p95,run_cnt_mean,wait_cnt_mean,swap_cnt_mean,vram_used_mean_gib,vram_used_p95_gib,vram_total_gib,kv_ratio_used_mean,kv_ratio_used_p95,kv_ratio_total_mean,kv_ratio_total_p95,path
0.001,0.001,20,255,0.5037294117647059,0.595,0.707,14.309803921568628,0.00784313725490196,0.0,7.8993333333333355,7.95,15.0,0.0633621901590825,0.08893081761006288,0.033581960784313726,0.04713333333333333,./timsort_hol_sleep_0.001_pushint_0.001_mb20_20260126_210213.csv
0.001,0.001,40,259,0.7682895752895754,0.965,0.9891,22.544401544401545,5.4324324324324325,0.0,9.997104247104245,10.27,15.0,0.07480911151797229,0.09630963972736124,0.05121930501930503,0.06594,./timsort_hol_sleep_0.001_pushint_0.001_mb40_20260126_204554.csv
0.001,0.001,60,237,0.8662531645569619,0.977,0.9902,25.59071729957806,15.780590717299578,0.0,13.09139240506329,14.6,15.0,0.0637300997281494,0.08495697074010328,0.05775021097046414,0.06601333333333334,./timsort_hol_sleep_0.001_pushint_0.001_mb60_20260126_202839.csv
0.001,0.001,80,263,0.8245323193916348,0.975,0.9909,24.69961977186312,29.395437262357415,0.0,12.457832699619772,14.24,15.0,0.06143943642002899,0.07517084282460136,0.05496882129277567,0.06606,./timsort_hol_sleep_0.001_pushint_0.001_mb80_20260126_201020.csv
0.001,0.001,100,304,0.8589013157894737,0.975,0.9936999999999999,25.56907894736842,46.286184210526315,0.0,12.418059210526316,13.17,15.0,0.06521650081924628,0.07545178435839028,0.05726008771929824,0.06624666666666666,./timsort_hol_sleep_0.001_pushint_0.001_mb100_20260126_195124.csv
