chunked,sleep,pushint,mb,reqs,kv_mean,kv_p50,kv_p95,run_cnt_mean,wait_cnt_mean,swap_cnt_mean,vram_used_mean_gib,vram_used_p95_gib,vram_total_gib,kv_ratio_used_mean,kv_ratio_used_p95,kv_ratio_total_mean,kv_ratio_total_p95,path
0,0.001,0.001,20,2062,0.278541222114452,0.264,0.6569499999999998,15.139185257032008,0.17895247332686712,0.0,8.444825412221148,8.46,15.0,0.03292997308769971,0.07765366430260046,0.018569414807630136,0.04379666666666665,./timsort_hol_sleep_0.001_pushint_0.001_mb20_chunked_0_20260131_105056.csv
0,0.001,0.001,40,1695,0.5723179941002949,0.56,0.8743,33.46135693215339,0.22300884955752212,0.0,10.635622418879057,10.69,15.0,0.05356776466618123,0.0817867165575304,0.038154532940019664,0.05828666666666667,./timsort_hol_sleep_0.001_pushint_0.001_mb40_chunked_0_20260131_061158.csv
0,0.001,0.001,60,400,0.696115,0.713,0.977,46.085,0.965,0.0,11.682774999999998,12.04,15.0,0.058240183199271565,0.08114617940199335,0.046407666666666667,0.06513333333333333,./timsort_hol_sleep_0.001_pushint_0.001_mb60_chunked_0_20260131_012948.csv
0,0.001,0.001,80,2,0.176,0.176,0.3344,13.0,0.5,0.0,7.779999999999999,9.120999999999999,15.0,0.018985976267529667,0.03607335490830636,0.011733333333333333,0.02229333333333333,./timsort_hol_sleep_0.001_pushint_0.001_mb80_chunked_0_20260130_204241.csv
0,0.001,0.001,100,56,0.19273214285714285,0.251,0.251,14.589285714285714,2.3035714285714284,0.0,8.161428571428571,8.57,15.0,0.02248916486081013,0.029288214702450407,0.012848809523809524,0.016733333333333333,./timsort_hol_sleep_0.001_pushint_0.001_mb100_chunked_0_20260130_155225.csv
