mode,TTFT_mean,TTFT_p95,TBTp95_mean,TBTp95_p95,estTBT_mean,estTBT_p95,TTLT_mean,TTLT_p95,processed_request_count,prefix_hit_count,prefix_hit_total,prefix_hit_rate
native_dram,0.22352734407269725,0.3471,0.13148069594034797,0.382835,,,0.6861277482941622,1.2263300000000001,2638,586,2690,0.2178438661710037
native_disk,0.23304761502743773,0.39627999999999997,0.1486570822731128,0.40167000000000014,,,0.7267101393188854,1.3286299999999998,2584,580,2669,0.21730985387785687
native_dram_disk,0.2533967028380634,0.423925,0.13857052675585285,0.3895199999999997,,,0.7307974349157733,1.3829849999999995,2612,709,2674,0.26514584891548243
cachegen_dram,0.25979587080948485,0.44145,0.1346131665299426,0.37767500000000004,,,0.739862514199167,1.5422,2641,1133,2701,0.4194742687893373
cachegen_disk,0.26318727347611204,0.4753550000000004,0.13421580685101114,0.34137,,,0.7574934815950921,1.71526,2608,1123,2682,0.418717375093214
cachegen_dram_disk,0.2818697142857143,0.4831599999999997,0.1400877709611452,0.39827999999999997,,,0.7807403354937096,1.6623200000000002,2623,1136,2693,0.421834385443743
