mode,TTFT_mean,TTFT_p95,TBTp95_mean,TBTp95_p95,estTBT_mean,estTBT_p95,TTLT_mean,TTLT_p95,processed_request_count
native_dram,0.23073604126370084,0.4119199999999999,0.15538133218366026,0.24570999999999996,,,1.0038018793273988,1.7759200000000004,5055
native_disk,0.21576200686106348,0.407085,0.15067224612736663,0.246,,,0.9235676517255057,1.7402699999999998,5042
native_dram_disk,0.21103402940549754,0.4136199999999999,0.14631818570817287,0.23953499999999994,,,0.8901472882026921,1.7657249999999989,5052
cachegen_dram,0.26207560366361365,0.9548399999999976,0.13840296265387023,0.29513999999999996,,,0.8701897415663838,2.5206199999999996,5069
cachegen_disk,0.9133069426476931,4.95503,0.19107346585998272,0.3418,,,1.8085884623115578,6.702080000000005,4975
cachegen_dram_disk,0.7503401484623541,4.286630000000001,0.16289825606125055,0.33908499999999997,,,1.4905139222756412,6.097494999999999,4992
