mode,ts,event,t
native_disk,1772586908.554906,serialize,0.46010589599609375
native_disk,1772586908.555282,serialize,0.460482120513916
native_disk,1772586908.8592,serialize,0.7644000053405762
native_disk,1772586908.859253,serialize,0.7644529342651367
native_disk,1772586908.862029,serialize,0.7672290802001953
native_disk,1772586908.862453,serialize,0.7676529884338379
native_disk,1772586908.863108,serialize,0.7683079242706299
native_disk,1772586908.863637,serialize,0.7688369750976562
native_disk,1772586908.86575,serialize,0.7709500789642334
native_disk,1772586908.925494,serialize,0.8306939601898193
native_disk,1772586909.149745,serialize,1.0549449920654297
native_disk,1772586909.15,serialize,1.0552000999450684
native_disk,1772586909.151851,serialize,1.0570509433746338
native_disk,1772586909.151952,serialize,1.0571520328521729
native_disk,1772586909.153796,serialize,1.0589959621429443
native_disk,1772586909.153811,serialize,1.0590109825134277
native_disk,1772586909.449178,serialize,1.3543779850006104
native_disk,1772586909.449474,serialize,1.3546741008758545
native_disk,1772586909.4526,serialize,1.357800006866455
native_disk,1772586909.452646,serialize,1.3578460216522217
native_disk,1772586909.453408,serialize,1.3586080074310303
native_disk,1772586909.454351,serialize,1.359550952911377
native_disk,1772586909.547046,serialize,1.4522459506988525
native_disk,1772586909.547505,serialize,1.452704906463623
native_disk,1772586909.785804,serialize,1.6910040378570557
native_disk,1772586909.785878,serialize,1.6910779476165771
native_disk,1772586909.786038,serialize,1.6912379264831543
native_disk,1772586909.78871,serialize,1.6939101219177246
native_disk,1772586909.789152,serialize,1.6943519115447998
native_disk,1772586909.789514,serialize,1.694714069366455
native_disk,1772586909.951231,serialize,1.856431007385254
native_disk,1772586909.951448,serialize,1.8566479682922363
native_disk,1772586909.951554,serialize,1.8567540645599365
native_disk,1772586910.171123,serialize,2.0763230323791504
native_disk,1772586910.171389,serialize,2.0765891075134277
native_disk,1772586910.17528,serialize,2.0804800987243652
native_disk,1772586910.175477,serialize,2.080677032470703
native_disk,1772586910.175534,serialize,2.0807340145111084
native_disk,1772586910.394309,serialize,2.299509048461914
native_disk,1772586910.394637,serialize,2.299837112426758
native_disk,1772586910.398826,serialize,2.304025888442993
native_disk,1772586910.398925,serialize,2.3041250705718994
native_disk,1772586910.398972,serialize,2.3041720390319824
native_disk,1772586910.521835,serialize,2.427035093307495
native_disk,1772586910.522622,serialize,2.4278221130371094
native_disk,1772586910.522422,serialize,2.427622079849243
native_disk,1772586910.76336,serialize,2.668560028076172
native_disk,1772586910.763936,serialize,2.6691360473632812
native_disk,1772586910.966174,serialize,2.8713738918304443
native_disk,1772586910.966411,serialize,2.8716111183166504
native_disk,1772586910.966092,serialize,2.8712921142578125
native_disk,1772586910.967935,serialize,2.8731350898742676
native_disk,1772586910.971249,serialize,2.8764491081237793
native_disk,1772586911.13233,serialize,3.037529945373535
native_disk,1772586911.132589,serialize,3.0377891063690186
native_disk,1772586911.135591,serialize,3.0407910346984863
native_disk,1772586911.135198,serialize,3.040398120880127
native_disk,1772586911.4416,serialize,3.3468000888824463
native_disk,1772586911.441718,serialize,3.3469181060791016
native_disk,1772586911.444108,serialize,3.3493080139160156
native_disk,1772586911.444387,serialize,3.3495869636535645
native_disk,1772586911.445109,serialize,3.350308895111084
native_disk,1772586911.445992,serialize,3.351191997528076
native_disk,1772586911.526288,serialize,3.431488037109375
native_disk,1772586911.775879,serialize,3.6810789108276367
native_disk,1772586911.77606,serialize,3.681260108947754
native_disk,1772586911.779393,serialize,3.6845929622650146
native_disk,1772586911.779667,serialize,3.6848669052124023
native_disk,1772586911.779892,serialize,3.685091972351074
native_disk,1772586911.781002,serialize,3.686202049255371
native_disk,1772586911.783012,serialize,3.6882119178771973
native_disk,1772586912.079807,serialize,3.9850070476531982
native_disk,1772586912.079932,serialize,3.9851319789886475
native_disk,1772586912.080268,serialize,3.9854679107666016
native_disk,1772586912.081676,serialize,3.9868760108947754
native_disk,1772586912.08379,serialize,3.988990068435669
native_disk,1772586912.083523,serialize,3.988723039627075
native_disk,1772586912.191902,serialize,4.097101926803589
native_disk,1772586912.192083,serialize,4.097282886505127
native_disk,1772586912.3547,serialize,4.259900093078613
native_disk,1772586912.354858,serialize,4.2600579261779785
native_disk,1772586912.356529,serialize,4.261729001998901
native_disk,1772586912.356807,serialize,4.262006998062134
native_disk,1772586912.619728,serialize,4.524928092956543
native_disk,1772586912.619602,serialize,4.524801969528198
native_disk,1772586912.619909,serialize,4.525109052658081
native_disk,1772586914.039214,serialize,5.944413900375366
native_disk,1772586914.039362,serialize,5.944561958312988
native_disk,1772586914.180537,serialize,6.085736989974976
native_disk,1772586914.180906,serialize,6.086106061935425
native_disk,1772586914.18088,serialize,6.086080074310303
native_disk,1772586914.326191,serialize,6.231390953063965
native_disk,1772586914.326547,serialize,6.2317469120025635
native_disk,1772586914.327405,serialize,6.23260498046875
native_disk,1772586914.456649,serialize,6.361849069595337
native_disk,1772586914.456813,serialize,6.362013101577759
native_disk,1772586914.457231,serialize,6.362431049346924
native_disk,1772586914.592076,serialize,6.497276067733765
native_disk,1772586914.592567,serialize,6.497766971588135
native_disk,1772586914.592674,serialize,6.497874021530151
native_disk,1772586914.695776,serialize,6.60097599029541
native_disk,1772586914.69598,serialize,6.601180076599121
native_disk,1772586914.839991,serialize,6.7451910972595215
native_disk,1772586914.840506,serialize,6.745706081390381
native_disk,1772586914.8414,serialize,6.746599912643433
native_disk,1772586914.98491,serialize,6.890110015869141
native_disk,1772586914.98494,serialize,6.890140056610107
native_disk,1772586914.985273,serialize,6.890472888946533
native_disk,1772586915.131383,serialize,7.036582946777344
native_disk,1772586915.131871,serialize,7.037070989608765
native_disk,1772586915.13225,serialize,7.037450075149536
native_disk,1772586915.255839,serialize,7.161039113998413
native_disk,1772586915.256356,serialize,7.161556005477905
native_disk,1772586915.256402,serialize,7.161602020263672
native_disk,1772586915.425951,serialize,7.331151008605957
native_disk,1772586915.426398,serialize,7.3315980434417725
native_disk,1772586915.426867,serialize,7.332067012786865
native_disk,1772586915.575142,serialize,7.480341911315918
native_disk,1772586915.575279,serialize,7.480479001998901
native_disk,1772586915.575912,serialize,7.481112003326416
native_disk,1772586915.685823,serialize,7.591022968292236
native_disk,1772586915.68579,serialize,7.59099006652832
native_disk,1772586915.816209,serialize,7.72140908241272
native_disk,1772586915.815861,serialize,7.7210609912872314
native_disk,1772586915.816772,serialize,7.7219719886779785
native_disk,1772586915.9478,serialize,7.852999925613403
native_disk,1772586915.948201,serialize,7.853400945663452
native_disk,1772586915.948465,serialize,7.853665113449097
native_disk,1772586916.08162,serialize,7.9868199825286865
native_disk,1772586916.081856,serialize,7.987056016921997
native_disk,1772586916.082044,serialize,7.987243890762329
native_disk,1772586916.188298,serialize,8.09349799156189
native_disk,1772586916.189157,serialize,8.094357013702393
native_disk,1772586916.299446,serialize,8.204646110534668
native_disk,1772586916.29989,serialize,8.205090045928955
native_disk,1772586916.406004,serialize,8.311203956604004
native_disk,1772586916.4069,serialize,8.312099933624268
native_disk,1772586916.537942,serialize,8.44314193725586
native_disk,1772586916.53893,serialize,8.444129943847656
native_disk,1772586916.538883,serialize,8.444082975387573
native_disk,1772586916.642169,serialize,8.547369003295898
native_disk,1772586916.642524,serialize,8.54772400856018
native_disk,1772586916.764641,serialize,8.669841051101685
native_disk,1772586916.764371,serialize,8.669570922851562
native_disk,1772586916.764793,serialize,8.669992923736572
native_disk,1772586916.858234,serialize,8.763433933258057
native_disk,1772586916.858186,serialize,8.763386011123657
native_disk,1772586916.968947,serialize,8.874146938323975
native_disk,1772586916.969334,serialize,8.874533891677856
native_disk,1772586917.127502,serialize,9.032701969146729
native_disk,1772586917.127309,serialize,9.032509088516235
native_disk,1772586917.127772,serialize,9.03297209739685
native_disk,1772586917.224291,serialize,9.129491090774536
native_disk,1772586917.22457,serialize,9.129770040512085
native_disk,1772586917.348597,serialize,9.253797054290771
native_disk,1772586917.348739,serialize,9.253938913345337
native_disk,1772586917.438208,serialize,9.343408107757568
native_disk,1772586917.438407,serialize,9.343606948852539
native_disk,1772586917.643717,serialize,9.548917055130005
native_disk,1772586917.644199,serialize,9.54939889907837
native_disk,1772586917.646325,serialize,9.551525115966797
native_disk,1772586917.646685,serialize,9.551884889602661
native_disk,1772586917.875494,serialize,9.780694007873535
native_disk,1772586917.876688,serialize,9.781888008117676
native_disk,1772586917.876714,serialize,9.781913995742798
native_disk,1772586917.878894,serialize,9.784094095230103
native_disk,1772586917.879866,serialize,9.78506588935852
native_disk,1772586918.122046,serialize,10.027245998382568
native_disk,1772586918.122643,serialize,10.027842998504639
native_disk,1772586918.122575,serialize,10.027775049209595
native_disk,1772586918.124211,serialize,10.02941107749939
native_disk,1772586918.125922,serialize,10.031121969223022
native_disk,1772586918.339273,serialize,10.244472980499268
native_disk,1772586918.339791,serialize,10.244991064071655
native_disk,1772586918.342012,serialize,10.247211933135986
native_disk,1772586918.3422,serialize,10.247400045394897
native_disk,1772586918.547358,serialize,10.452558040618896
native_disk,1772586918.547498,serialize,10.452697992324829
native_disk,1772586918.54877,serialize,10.453969955444336
native_disk,1772586918.548915,serialize,10.45411491394043
native_disk,1772586918.778318,serialize,10.683517932891846
native_disk,1772586918.778428,serialize,10.68362808227539
native_disk,1772586918.781058,serialize,10.68625807762146
native_disk,1772586918.781738,serialize,10.686938047409058
native_disk,1772586918.782532,serialize,10.687731981277466
native_disk,1772586919.01263,serialize,10.917829990386963
native_disk,1772586919.012451,serialize,10.917650938034058
native_disk,1772586919.012861,serialize,10.918061017990112
native_disk,1772586919.014283,serialize,10.919482946395874
native_disk,1772586919.016303,serialize,10.921503067016602
native_disk,1772586919.278897,serialize,11.184097051620483
native_disk,1772586919.278861,serialize,11.184061050415039
native_disk,1772586919.279709,serialize,11.184909105300903
native_disk,1772586919.407753,serialize,11.312952995300293
native_disk,1772586919.407956,serialize,11.313155889511108
native_disk,1772586919.561485,serialize,11.466685056686401
native_disk,1772586919.562212,serialize,11.467411994934082
native_disk,1772586919.562372,serialize,11.46757197380066
native_disk,1772586919.688756,serialize,11.593955993652344
native_disk,1772586919.688798,serialize,11.593997955322266
native_disk,1772586919.828444,serialize,11.733644008636475
native_disk,1772586919.82788,serialize,11.73307991027832
native_disk,1772586919.942534,serialize,11.847733974456787
native_disk,1772586919.942799,serialize,11.847999095916748
