mode,TTFT_mean,TTFT_p95,TBTp95_mean,TBTp95_p95,estTBT_mean,estTBT_p95,TTLT_mean,TTLT_p95,processed_request_count
native,0.21103402940549754,0.4136199999999999,0.14631818570817287,0.23953499999999994,,,0.8901472882026921,1.7657249999999989,5052
cachegen,0.20988299145299147,0.4103200000000001,0.14753170522707798,0.23872999999999994,,,0.8860547844998024,1.72286,5058
