mode,insertion_ts,finished_ts,TTFT,TBT_p95,TBT_p99,TTLT,out_tok,t_finish,t_insert
native,1772596799.7595,1772596826.436581,0.16,0.17,0.17,0.6511,,206.82728099822998,180.1502001285553
native,1772596799.862,1772596826.4530494,0.174,0.1704,0.1704,0.5817,,206.84374952316284,180.25270009040833
native,1772596799.9852,1772596826.4732077,0.0899,0.1648,0.1648,0.4867,,206.86390781402588,180.3759000301361
native,1772596800.0687,1772596826.8919795,0.2071,0.1328,0.1328,0.7767,,207.2826795578003,180.45940017700195
native,1772596800.1818,1772596827.0328696,0.1453,0.1333,0.1333,0.82,,207.42356967926025,180.57249999046326
native,1772596800.2598,1772596827.1890063,0.0715,0.1336,0.1336,0.863,,207.57970643043518,180.6505000591278
native,1772596801.0605,1772596827.4919035,,,,0.2628,,207.8826036453247,181.45120000839233
native,1772596800.3598,1772596827.8506093,0.1627,0.2057,0.2057,1.4057,,208.24130940437317,180.75050020217896
native,1772596800.4604,1772596828.0275671,0.2089,0.2057,0.2057,1.478,,208.41826725006104,180.85110020637512
native,1772596801.5603,1772596828.0562055,,,,0.2844,,208.44690561294556,181.95100021362305
native,1772596800.56,1772596828.2388844,0.2635,0.2066,0.2066,1.584,,208.62958455085754,180.95070004463196
native,1772596801.7592,1772596828.2651365,,,,0.256,,208.65583658218384,182.1499001979828
native,1772596800.7688,1772596828.381391,0.1763,0.2059,0.2059,1.5013,,208.7720911502838,181.1595001220703
native,1772596800.6589,1772596828.3989315,0.287,0.2049,0.2049,1.6108,,208.78963160514832,181.04960012435913
native,1772596800.8616,1772596828.4192727,0.2065,0.207,0.207,1.4245,,208.80997276306152,181.2523000240326
native,1772596800.9592,1772596828.4704885,0.2278,0.2054,0.2054,1.3676,,208.86118865013123,181.34990000724792
native,1772596801.2599,1772596828.6345203,0.2833,0.1859,0.1859,1.1886,,209.02522039413452,181.65060019493103
native,1772596801.1597,1772596828.6442194,0.3995,0.1844,0.1844,1.305,,209.03491950035095,181.55040001869202
native,1772596801.3592,1772596828.760279,0.322,0.1845,0.1845,1.1937,,209.15097904205322,181.74990010261536
native,1772596801.4597,1772596828.7642443,0.2145,0.1854,0.1854,1.0869,,209.15494441986084,181.85040020942688
native,1772596801.6631,1772596829.0369473,0.3682,0.1587,0.1587,1.1395,,209.42764735221863,182.05380010604858
native,1772596801.9608,1772596829.1697862,0.1797,0.1592,0.1592,0.9396,,209.5604863166809,182.35150003433228
native,1772596801.8649,1772596829.1838386,0.2793,0.1593,0.1593,1.0507,,209.57453870773315,182.25560021400452
native,1772596802.0594,1772596829.3260813,0.1064,0.1587,0.1587,0.9849,,209.71678137779236,182.45010018348694
native,1772596802.1594,1772596829.5154274,0.1661,0.1581,0.1581,1.0512,,209.90612745285034,182.5501000881195
native,1772596802.2592,1772596829.552932,0.1761,0.1587,0.1587,0.983,,209.9436321258545,182.6499001979828
