orig_slo,insertion_time,wait_time,prompt_tok,out_tok,total_tok,ttft,execution_time,diff,violation,total_violation,finished_time,success_rate_pct,success_count,processed_count
34.0,1769000836.8277,0.0189,3840,1021,4861,0.5477,0.5477,-33.4334,0.0,0.0,1769000851.671283,100.0,1,1
40.0,1769000856.85,0.0313,27,32,59,0.067,0.067,-39.9017,0.0,0.0,1769000857.3640347,100.0,2,2
70.0,1769000846.8481,0.0308,3405,1030,4435,0.3854,0.3854,-69.5839,0.0,0.0,1769000860.5295572,100.0,3,3
158.0,1769000866.8602,0.081,27,32,59,0.065,0.065,-157.854,0.0,0.0,1769000867.414426,100.0,4,4
129.0,1769000876.9098,0.0539,3087,1032,4119,0.3882,0.3882,-128.5579,0.0,0.0,1769000890.9865663,100.0,5,5
30.0,1769000896.9464,0.0644,27,31,58,0.0628,0.0628,-29.8728,0.0,0.0,1769000897.487715,100.0,6,6
102.0,1769000886.9452,0.0291,4513,1024,5537,0.5683,0.5683,-101.4026,0.0,0.0,1769000901.1878397,100.0,7,7
121.0,1769000906.9483,0.0375,27,32,59,0.0667,0.0667,-120.8958,0.0,0.0,1769000907.446568,100.0,8,8
133.0,1769000916.9499,0.0599,27,32,59,0.0667,0.0667,-132.8734,0.0,0.0,1769000917.490412,100.0,9,9
152.0,1769000926.9735,0.0333,3526,1030,4556,0.436,0.436,-151.5307,0.0,0.0,1769000941.4347937,100.0,10,10
139.0,1769000947.0125,0.0469,27,32,59,0.0653,0.0653,-138.8877,0.0,0.0,1769000947.5415967,100.0,11,11
102.0,1769000937.0104,0.0252,5583,1028,6611,0.7267,0.7267,-101.2482,0.0,0.0,1769000951.930943,100.0,12,12
201.0,1769000957.0323,0.0329,3271,1031,4302,0.3956,0.3956,-200.5715,0.0,0.0,1769000971.0217967,100.0,13,13
187.0,1769000967.068,0.0608,3365,1025,4390,0.4074,0.4074,-186.5318,0.0,0.0,1769000981.5249214,100.0,14,14
44.0,1769000987.0948,0.0537,27,32,59,0.0645,0.0645,-43.8818,0.0,0.0,1769000987.6250837,100.0,15,15
102.0,1769000977.092,0.0553,3559,1027,4586,0.4,0.4,-101.5447,0.0,0.0,1769000991.0039222,100.0,16,16
30.0,1769001007.1521,0.0584,27,32,59,0.0499,0.0499,-29.8917,0.0,0.0,1769001007.6720858,100.0,17,17
177.0,1769000997.1503,0.0551,2980,1022,4002,0.4131,0.4131,-176.5318,0.0,0.0,1769001010.5660336,100.0,18,18
88.0,1769001017.1801,0.0801,27,32,59,0.0631,0.0631,-87.8568,0.0,0.0,1769001017.7100954,100.0,19,19
142.0,1769001027.1819,0.0632,27,32,59,0.0652,0.0652,-141.8717,0.0,0.0,1769001027.6823297,100.0,20,20
127.0,1769001047.2165,0.0448,27,32,59,0.0618,0.0618,-126.8934,0.0,0.0,1769001047.7310312,100.0,21,21
19.0,1769001037.2149,0.032,3276,1025,4301,0.4433,0.4433,-18.5247,0.0,0.0,1769001050.6405942,100.0,22,22
212.0,1769001057.2428,0.0316,2945,352,3297,0.3886,0.3886,-211.5798,0.0,0.0,1769001062.07939,100.0,23,23
131.0,1769001067.2436,0.0658,27,32,59,0.0671,0.0671,-130.8671,0.0,0.0,1769001067.7641976,100.0,24,24
148.0,1769001077.2919,0.0616,3202,1035,4237,0.4309,0.4309,-147.5075,0.0,0.0,1769001091.287296,100.0,25,25
199.0,1769001087.3264,0.0598,3096,1029,4125,0.3658,0.3658,-198.5744,0.0,0.0,1769001101.9496844,100.0,26,26
20.0,1769001107.3685,0.0808,27,19,46,0.066,0.066,-19.8532,0.0,0.0,1769001107.7664254,100.0,27,27
52.0,1769001097.3648,0.0645,4788,1031,5819,0.5805,0.5805,-51.355,0.0,0.0,1769001111.8438385,100.0,28,28
180.0,1769001117.3697,0.0371,27,32,59,0.0658,0.0658,-179.8971,0.0,0.0,1769001117.887498,100.0,29,29
198.0,1769001127.3813,0.0798,27,32,59,0.0647,0.0647,-197.8555,0.0,0.0,1769001127.910441,100.0,30,30
