chunked,sleep,pushint,mb,reqs,kv_mean,kv_p50,kv_p95,run_cnt_mean,wait_cnt_mean,swap_cnt_mean,vram_used_mean_gib,vram_used_p95_gib,vram_total_gib,kv_ratio_used_mean,kv_ratio_used_p95,kv_ratio_total_mean,kv_ratio_total_p95,path
1,0.01,0.0001,20,2724,0.1556127019089574,0.072,0.6,9.853891336270191,0.02569750367107195,0.0,7.304258443465493,8.34,15.0,0.019810072992151987,0.07194244604316546,0.010374180127263828,0.04,./timsort_hol_sleep_0.01_pushint_0.0001_mb20_chunked_1_20260128_125233.csv
1,0.01,0.0001,40,2787,0.2569031216361679,0.005,0.967,14.472551130247577,0.5593828489415141,0.0,8.442048797990672,10.08,15.0,0.027414730948261648,0.09593253968253967,0.01712687477574453,0.06446666666666666,./timsort_hol_sleep_0.01_pushint_0.0001_mb40_chunked_1_20260128_081145.csv
1,0.01,0.0001,60,2501,0.509686925229908,0.518,0.973,26.000799680127948,2.819672131147541,0.0,8.260347860855656,10.63,15.0,0.059897776964501166,0.09439490445859873,0.033979128348660535,0.06486666666666667,./timsort_hol_sleep_0.01_pushint_0.0001_mb60_chunked_1_20260128_032141.csv
1,0.01,0.0001,80,2591,0.4247707448861444,0.361,0.9835,23.44963334619838,3.6321883442686222,0.0,8.697086067155537,13.06,15.0,0.04768043722322223,0.11727493917274938,0.028318049659076285,0.06556666666666666,./timsort_hol_sleep_0.01_pushint_0.0001_mb80_chunked_1_20260127_222033.csv
1,0.01,0.0001,100,2758,0.42209245830311826,0.362,0.99,22.80710659898477,8.069615663524292,0.0,9.174456127628718,12.82,15.0,0.043007206768428015,0.1155111633372503,0.02813949722020788,0.066,./timsort_hol_sleep_0.01_pushint_0.0001_mb100_chunked_1_20260127_170812.csv
