t_s,throughput_rps,swap (count/s),run_cnt,wait_cnt,vram_used_gib,vram_used_ratio,swap_active
0.0,,,,,,,0
5.0,0.0,0.0,18.0,2.5,8.565,0.571,0
6.0,0.3333333333333333,0.0,16.833333333333332,2.3333333333333335,8.381666666666668,0.5587777777777777,0
8.0,0.25,0.0,19.875,2.75,8.721250000000001,0.5814166666666667,0
9.0,7.4,0.0,20.735897435897435,2.7897435897435896,8.803307692307692,0.5868871794871795,0
10.0,7.8,0.0,31.869230769230768,3.3230769230769233,10.017307692307693,0.6678205128205128,0
12.0,7.8,0.0,41.46923076923077,2.923076923076923,10.761307692307692,0.7174205128205129,0
