file,chunked,mb,out_dir,hol_corr
timsort_hol_sleep_0.001_pushint_0.01_mb80_chunked_1_20260127_220300.csv,1,80,per_file_plots/chunked_1/timsort_hol_sleep_0.001_pushint_0.01_mb80_chunked_1_20260127_220300,0.7670111642674277
timsort_hol_sleep_0.01_pushint_0.0001_mb100_chunked_0_20260127_142946.csv,0,100,per_file_plots/chunked_0/timsort_hol_sleep_0.01_pushint_0.0001_mb100_chunked_0_20260127_142946,-0.261996973898034
timsort_hol_sleep_0.01_pushint_0.0001_mb100_chunked_1_20260127_170812.csv,1,100,per_file_plots/chunked_1/timsort_hol_sleep_0.01_pushint_0.0001_mb100_chunked_1_20260127_170812,0.18798276998381924
timsort_hol_sleep_0.01_pushint_0.0001_mb20_chunked_0_20260128_103154.csv,0,20,per_file_plots/chunked_0/timsort_hol_sleep_0.01_pushint_0.0001_mb20_chunked_0_20260128_103154,0.7280643768312033
timsort_hol_sleep_0.01_pushint_0.0001_mb20_chunked_1_20260128_125233.csv,1,20,per_file_plots/chunked_1/timsort_hol_sleep_0.01_pushint_0.0001_mb20_chunked_1_20260128_125233,0.8835416914407999
timsort_hol_sleep_0.01_pushint_0.0001_mb40_chunked_0_20260128_054713.csv,0,40,per_file_plots/chunked_0/timsort_hol_sleep_0.01_pushint_0.0001_mb40_chunked_0_20260128_054713,0.5414929472277774
timsort_hol_sleep_0.01_pushint_0.0001_mb40_chunked_1_20260128_081145.csv,1,40,per_file_plots/chunked_1/timsort_hol_sleep_0.01_pushint_0.0001_mb40_chunked_1_20260128_081145,0.774677101677728
timsort_hol_sleep_0.01_pushint_0.0001_mb60_chunked_0_20260128_005058.csv,0,60,per_file_plots/chunked_0/timsort_hol_sleep_0.01_pushint_0.0001_mb60_chunked_0_20260128_005058,0.5901261238415094
timsort_hol_sleep_0.01_pushint_0.0001_mb60_chunked_1_20260128_032141.csv,1,60,per_file_plots/chunked_1/timsort_hol_sleep_0.01_pushint_0.0001_mb60_chunked_1_20260128_032141,0.7860114828685633
timsort_hol_sleep_0.01_pushint_0.0001_mb80_chunked_0_20260127_194451.csv,0,80,per_file_plots/chunked_0/timsort_hol_sleep_0.01_pushint_0.0001_mb80_chunked_0_20260127_194451,0.6906700642923151
timsort_hol_sleep_0.01_pushint_0.0001_mb80_chunked_1_20260127_222033.csv,1,80,per_file_plots/chunked_1/timsort_hol_sleep_0.01_pushint_0.0001_mb80_chunked_1_20260127_222033,0.0019234258058120986
timsort_hol_sleep_0.01_pushint_0.001_mb100_chunked_0_20260127_144650.csv,0,100,per_file_plots/chunked_0/timsort_hol_sleep_0.01_pushint_0.001_mb100_chunked_0_20260127_144650,-0.1232859966317954
timsort_hol_sleep_0.01_pushint_0.001_mb100_chunked_1_20260127_172602.csv,1,100,per_file_plots/chunked_1/timsort_hol_sleep_0.01_pushint_0.001_mb100_chunked_1_20260127_172602,-0.1805748101645502
timsort_hol_sleep_0.01_pushint_0.001_mb20_chunked_0_20260128_104731.csv,0,20,per_file_plots/chunked_0/timsort_hol_sleep_0.01_pushint_0.001_mb20_chunked_0_20260128_104731,0.8125390616675997
timsort_hol_sleep_0.01_pushint_0.001_mb20_chunked_1_20260128_130811.csv,1,20,per_file_plots/chunked_1/timsort_hol_sleep_0.01_pushint_0.001_mb20_chunked_1_20260128_130811,0.8550622253359083
timsort_hol_sleep_0.01_pushint_0.001_mb40_chunked_0_20260128_060255.csv,0,40,per_file_plots/chunked_0/timsort_hol_sleep_0.01_pushint_0.001_mb40_chunked_0_20260128_060255,0.1985629158134031
timsort_hol_sleep_0.01_pushint_0.001_mb40_chunked_1_20260128_082723.csv,1,40,per_file_plots/chunked_1/timsort_hol_sleep_0.01_pushint_0.001_mb40_chunked_1_20260128_082723,0.3279997543377193
timsort_hol_sleep_0.01_pushint_0.001_mb60_chunked_0_20260128_010715.csv,0,60,per_file_plots/chunked_0/timsort_hol_sleep_0.01_pushint_0.001_mb60_chunked_0_20260128_010715,0.37241631428595
timsort_hol_sleep_0.01_pushint_0.001_mb60_chunked_1_20260128_033756.csv,1,60,per_file_plots/chunked_1/timsort_hol_sleep_0.01_pushint_0.001_mb60_chunked_1_20260128_033756,0.5420016021567327
timsort_hol_sleep_0.01_pushint_0.001_mb80_chunked_0_20260127_200119.csv,0,80,per_file_plots/chunked_0/timsort_hol_sleep_0.01_pushint_0.001_mb80_chunked_0_20260127_200119,0.6646241865434672
timsort_hol_sleep_0.01_pushint_0.001_mb80_chunked_1_20260127_223757.csv,1,80,per_file_plots/chunked_1/timsort_hol_sleep_0.01_pushint_0.001_mb80_chunked_1_20260127_223757,0.10831467661217689
timsort_hol_sleep_0.01_pushint_0.01_mb100_chunked_0_20260127_150332.csv,0,100,per_file_plots/chunked_0/timsort_hol_sleep_0.01_pushint_0.01_mb100_chunked_0_20260127_150332,0.4284356431530854
timsort_hol_sleep_0.01_pushint_0.01_mb100_chunked_1_20260127_174304.csv,1,100,per_file_plots/chunked_1/timsort_hol_sleep_0.01_pushint_0.01_mb100_chunked_1_20260127_174304,0.5413197259159976
timsort_hol_sleep_0.01_pushint_0.01_mb20_chunked_0_20260128_110311.csv,0,20,per_file_plots/chunked_0/timsort_hol_sleep_0.01_pushint_0.01_mb20_chunked_0_20260128_110311,0.7041631244888956
timsort_hol_sleep_0.01_pushint_0.01_mb20_chunked_1_20260128_132345.csv,1,20,per_file_plots/chunked_1/timsort_hol_sleep_0.01_pushint_0.01_mb20_chunked_1_20260128_132345,0.6269243971763302
timsort_hol_sleep_0.01_pushint_0.01_mb40_chunked_0_20260128_061847.csv,0,40,per_file_plots/chunked_0/timsort_hol_sleep_0.01_pushint_0.01_mb40_chunked_0_20260128_061847,0.6344721404428236
timsort_hol_sleep_0.01_pushint_0.01_mb40_chunked_1_20260128_084332.csv,1,40,per_file_plots/chunked_1/timsort_hol_sleep_0.01_pushint_0.01_mb40_chunked_1_20260128_084332,
timsort_hol_sleep_0.01_pushint_0.01_mb60_chunked_0_20260128_012403.csv,0,60,per_file_plots/chunked_0/timsort_hol_sleep_0.01_pushint_0.01_mb60_chunked_0_20260128_012403,-0.008607917128002386
timsort_hol_sleep_0.01_pushint_0.01_mb60_chunked_1_20260128_035415.csv,1,60,per_file_plots/chunked_1/timsort_hol_sleep_0.01_pushint_0.01_mb60_chunked_1_20260128_035415,-0.2834636929537658
timsort_hol_sleep_0.01_pushint_0.01_mb80_chunked_0_20260127_201813.csv,0,80,per_file_plots/chunked_0/timsort_hol_sleep_0.01_pushint_0.01_mb80_chunked_0_20260127_201813,0.8200846759258404
timsort_hol_sleep_0.01_pushint_0.01_mb80_chunked_1_20260127_225434.csv,1,80,per_file_plots/chunked_1/timsort_hol_sleep_0.01_pushint_0.01_mb80_chunked_1_20260127_225434,0.037404231025678074
