mode,ts,retrieved_tokens,hit,t
native_dram,1772738392.824926,0,0,0.6619257926940918
native_dram,1772738392.835075,0,0,0.6720747947692871
native_dram,1772738394.300278,0,0,2.137277841567993
native_dram,1772738394.310554,0,0,2.1475539207458496
native_dram,1772738394.321008,0,0,2.158007860183716
native_dram,1772738394.33161,0,0,2.168609857559204
native_dram,1772738394.34204,0,0,2.17903995513916
native_dram,1772738394.352657,0,0,2.189656972885132
native_dram,1772738394.363103,0,0,2.2001028060913086
native_dram,1772738394.373639,0,0,2.210638999938965
native_dram,1772738394.384276,0,0,2.221275806427002
native_dram,1772738394.394829,0,0,2.2318289279937744
native_dram,1772738394.446628,0,0,2.283627986907959
native_dram,1772738395.625032,0,0,3.462031841278076
native_dram,1772738395.635372,0,0,3.472371816635132
native_dram,1772738395.645703,0,0,3.4827029705047607
native_dram,1772738395.656169,0,0,3.493168830871582
native_dram,1772738395.666749,0,0,3.503748893737793
native_dram,1772738395.677326,0,0,3.5143258571624756
native_dram,1772738395.687888,0,0,3.524887800216675
native_dram,1772738395.698472,0,0,3.5354719161987305
native_dram,1772738395.708978,0,0,3.545977830886841
native_dram,1772738397.216428,0,0,5.0534279346466064
native_dram,1772738397.226506,0,0,5.0635058879852295
native_dram,1772738397.237114,0,0,5.074113845825195
native_dram,1772738397.247693,0,0,5.08469295501709
native_dram,1772738397.258208,0,0,5.095207929611206
native_dram,1772738397.268883,0,0,5.105882883071899
native_dram,1772738397.279433,0,0,5.1164329051971436
native_dram,1772738397.289678,0,0,5.126677989959717
native_dram,1772738397.300355,0,0,5.137354850769043
native_dram,1772738397.31097,0,0,5.147969961166382
native_dram,1772738398.346189,0,0,6.1831889152526855
native_dram,1772738398.356313,0,0,6.193312883377075
native_dram,1772738398.36705,0,0,6.204049825668335
native_dram,1772738399.633971,0,0,7.470970869064331
native_dram,1772738399.758935,0,0,7.595934867858887
native_dram,1772738402.599992,0,0,10.436991930007935
native_dram,1772738414.10705,0,0,21.944049835205078
native_dram,1772738414.384659,0,0,22.221658945083618
native_dram,1772738414.640594,0,0,22.477593898773193
native_dram,1772738414.862332,0,0,22.699331998825073
native_dram,1772738415.100791,0,0,22.937790870666504
native_dram,1772738419.630984,0,0,27.467983961105347
native_dram,1772738419.863014,0,0,27.700013875961304
native_dram,1772738420.065477,0,0,27.90247678756714
native_dram,1772738420.10364,0,0,27.940639972686768
native_dram,1772738420.284972,0,0,28.12197184562683
native_dram,1772738420.46568,0,0,28.302679777145386
native_dram,1772738420.609741,0,0,28.446740865707397
native_dram,1772738420.731088,0,0,28.568087816238403
native_dram,1772738420.874967,0,0,28.71196699142456
native_dram,1772738421.016507,0,0,28.853506803512573
native_dram,1772738421.171337,0,0,29.008336782455444
native_dram,1772738421.384282,0,0,29.22128200531006
native_dram,1772738421.521371,0,0,29.358370780944824
native_dram,1772738421.687733,0,0,29.52473282814026
native_dram,1772738421.861485,0,0,29.698484897613525
native_dram,1772738423.035172,0,0,30.872171878814697
native_dram,1772738423.149608,0,0,30.986607789993286
native_dram,1772738423.290563,0,0,31.127562999725342
native_dram,1772738423.490514,0,0,31.327513933181763
native_dram,1772738423.604378,0,0,31.441377878189087
native_dram,1772738423.714501,0,0,31.55150079727173
native_dram,1772738423.872589,0,0,31.7095890045166
native_dram,1772738424.08116,0,0,31.91815996170044
native_dram,1772738424.484935,0,0,32.321934938430786
native_dram,1772738424.723997,0,0,32.560997009277344
native_dram,1772738424.837161,0,0,32.674160957336426
native_dram,1772738425.040453,0,0,32.8774528503418
native_dram,1772738425.260238,0,0,33.09723782539368
native_dram,1772738425.423341,0,0,33.26034092903137
native_dram,1772738425.644354,0,0,33.481353998184204
native_dram,1772738425.876115,0,0,33.713114976882935
native_dram,1772738426.027502,0,0,33.864501953125
native_dram,1772738426.222622,0,0,34.059621810913086
native_dram,1772738426.480341,0,0,34.31734085083008
native_dram,1772738426.665794,0,0,34.50279378890991
native_dram,1772738426.857967,512,1,34.6949667930603
native_dram,1772738427.062786,768,1,34.8997859954834
native_dram,1772738427.306818,0,0,35.14381790161133
native_dram,1772738427.483539,0,0,35.32053899765015
native_dram,1772738427.727681,0,0,35.56468081474304
native_dram,1772738427.909714,0,0,35.74671387672424
native_dram,1772738428.037373,0,0,35.87437295913696
native_dram,1772738428.180878,0,0,36.01787781715393
native_dram,1772738428.302838,0,0,36.139837980270386
native_dram,1772738428.536392,0,0,36.37339186668396
native_dram,1772738428.725644,0,0,36.56264400482178
native_dram,1772738428.931735,0,0,36.7687349319458
native_dram,1772738429.346966,0,0,37.18396592140198
native_dram,1772738429.537899,0,0,37.37489891052246
native_dram,1772738429.67392,0,0,37.51091980934143
native_dram,1772738429.797058,0,0,37.63405799865723
native_dram,1772738429.955199,0,0,37.79219889640808
native_dram,1772738430.26363,0,0,38.100629806518555
native_dram,1772738430.545509,0,0,38.382508993148804
native_dram,1772738430.727893,0,0,38.56489300727844
native_dram,1772738430.891174,0,0,38.72817397117615
native_dram,1772738431.089746,0,0,38.926745891571045
native_dram,1772738431.22901,0,0,39.06600999832153
native_dram,1772738431.39677,0,0,39.23376989364624
native_dram,1772738431.559346,0,0,39.39634585380554
native_dram,1772738431.757012,0,0,39.59401178359985
native_dram,1772738432.296524,0,0,40.13352394104004
native_dram,1772738432.51528,0,0,40.35227990150452
native_dram,1772738432.668574,0,0,40.505573987960815
native_dram,1772738432.823972,0,0,40.660971879959106
native_dram,1772738433.057105,0,0,40.894104957580566
native_dram,1772738433.189,768,1,41.025999784469604
native_dram,1772738433.338586,0,0,41.175585985183716
native_dram,1772738433.606668,0,0,41.44366788864136
native_dram,1772738433.822966,0,0,41.65996599197388
native_dram,1772738433.99149,0,0,41.828489780426025
native_dram,1772738434.101416,0,0,41.93841600418091
native_dram,1772738434.242469,0,0,42.079468965530396
native_dram,1772738434.399173,0,0,42.236172914505005
native_dram,1772738434.588923,0,0,42.425922870635986
native_dram,1772738434.808154,0,0,42.64515399932861
native_dram,1772738435.004135,0,0,42.841134786605835
native_dram,1772738435.138574,0,0,42.975573778152466
native_dram,1772738435.337453,0,0,43.174452781677246
native_dram,1772738435.499051,0,0,43.33605098724365
native_dram,1772738435.643167,0,0,43.48016691207886
native_dram,1772738435.755847,0,0,43.59284687042236
native_dram,1772738436.005027,0,0,43.84202694892883
native_dram,1772738436.208735,0,0,44.045734882354736
native_dram,1772738436.382993,0,0,44.219992876052856
native_dram,1772738436.587705,0,0,44.424704790115356
native_dram,1772738436.789542,0,0,44.62654185295105
native_dram,1772738436.965099,512,1,44.802098989486694
native_dram,1772738437.254762,0,0,45.09176182746887
native_dram,1772738437.628216,0,0,45.46521592140198
native_dram,1772738437.776216,0,0,45.613215923309326
native_dram,1772738437.924819,0,0,45.76181888580322
native_dram,1772738438.117684,0,0,45.954683780670166
native_dram,1772738438.227867,0,0,46.06486678123474
native_dram,1772738438.432904,0,0,46.269903898239136
native_dram,1772738438.588261,0,0,46.42526078224182
native_dram,1772738438.771006,0,0,46.6080060005188
native_dram,1772738438.93341,0,0,46.77040982246399
native_dram,1772738439.189132,0,0,47.02613186836243
native_dram,1772738439.436927,0,0,47.273926973342896
native_dram,1772738439.746449,0,0,47.58344888687134
native_dram,1772738439.913509,768,1,47.7505087852478
native_dram,1772738440.158267,0,0,47.995266914367676
native_dram,1772738440.323489,768,1,48.16048884391785
native_dram,1772738440.498771,0,0,48.33577084541321
native_dram,1772738440.888554,0,0,48.7255539894104
native_dram,1772738441.069458,768,1,48.90645790100098
native_dram,1772738441.200799,0,0,49.03779888153076
native_dram,1772738441.356386,0,0,49.19338583946228
native_dram,1772738441.490483,0,0,49.32748293876648
native_dram,1772738441.693527,0,0,49.530526876449585
native_dram,1772738441.852336,0,0,49.68933582305908
native_dram,1772738442.142684,0,0,49.9796838760376
native_dram,1772738442.366347,768,1,50.203346967697144
native_dram,1772738442.538955,0,0,50.3759548664093
native_dram,1772738442.679018,0,0,50.51601791381836
native_dram,1772738442.901092,0,0,50.73809194564819
native_dram,1772738443.095438,0,0,50.932437896728516
native_dram,1772738443.347811,0,0,51.18481087684631
native_dram,1772738443.498352,512,1,51.33535194396973
native_dram,1772738443.674508,0,0,51.511507987976074
native_dram,1772738443.814942,0,0,51.651941776275635
native_dram,1772738443.999813,0,0,51.83681297302246
native_dram,1772738444.133004,0,0,51.970003843307495
native_dram,1772738444.312824,0,0,52.149823904037476
native_dram,1772738444.506189,0,0,52.343189001083374
native_dram,1772738444.694164,0,0,52.531163930892944
native_dram,1772738444.930723,0,0,52.767722845077515
native_dram,1772738445.225002,0,0,53.06200194358826
native_dram,1772738445.3568,0,0,53.19379997253418
native_dram,1772738445.539592,0,0,53.37659192085266
native_dram,1772738445.726919,512,1,53.56391882896423
native_dram,1772738445.868184,512,1,53.70518398284912
native_dram,1772738446.097678,0,0,53.934677839279175
native_dram,1772738446.309834,0,0,54.14683389663696
native_dram,1772738446.517375,0,0,54.35437488555908
native_dram,1772738446.669377,0,0,54.50637698173523
native_dram,1772738446.954141,0,0,54.79114079475403
native_dram,1772738447.121238,0,0,54.95823788642883
native_dram,1772738447.328442,0,0,55.16544198989868
native_dram,1772738447.468264,0,0,55.30526399612427
native_dram,1772738447.660915,512,1,55.49791479110718
native_dram,1772738447.838402,0,0,55.67540192604065
native_dram,1772738448.063848,0,0,55.90084791183472
native_dram,1772738448.302938,0,0,56.13993787765503
native_dram,1772738448.492258,0,0,56.32925796508789
native_dram,1772738448.645338,0,0,56.482337951660156
native_dram,1772738448.843234,0,0,56.6802339553833
native_dram,1772738448.989832,768,1,56.82683181762695
native_dram,1772738449.084124,768,1,56.92112398147583
native_dram,1772738449.464382,0,0,57.30138182640076
native_dram,1772738449.761097,512,1,57.59809684753418
native_dram,1772738449.910374,768,1,57.747373819351196
native_dram,1772738450.117683,0,0,57.95468282699585
native_dram,1772738450.301826,0,0,58.1388258934021
native_dram,1772738450.433101,0,0,58.270100831985474
native_dram,1772738450.726363,0,0,58.56336283683777
native_dram,1772738450.923908,0,0,58.760907888412476
native_dram,1772738451.05776,0,0,58.89475989341736
native_dram,1772738451.16737,0,0,59.00436997413635
native_dram,1772738451.359772,768,1,59.19677186012268
native_dram,1772738451.523615,0,0,59.36061477661133
native_dram,1772738451.817871,0,0,59.65487098693848
native_dram,1772738452.054388,0,0,59.891387939453125
native_dram,1772738452.193703,512,1,60.03070282936096
native_dram,1772738452.340928,0,0,60.17792797088623
native_dram,1772738452.472736,0,0,60.3097357749939
native_dram,1772738452.705292,0,0,60.54229187965393
native_dram,1772738452.977795,0,0,60.81479477882385
native_dram,1772738453.171218,512,1,61.00821781158447
native_dram,1772738453.351278,512,1,61.18827795982361
native_dram,1772738453.617001,768,1,61.45400094985962
native_dram,1772738453.804897,0,0,61.64189696311951
native_dram,1772738453.97314,0,0,61.810139894485474
native_dram,1772738454.173022,0,0,62.010021924972534
native_dram,1772738454.321119,0,0,62.15811896324158
native_dram,1772738454.440489,0,0,62.27748894691467
native_dram,1772738454.624558,0,0,62.46155786514282
native_dram,1772738454.75603,0,0,62.59302997589111
native_dram,1772738454.902773,0,0,62.73977279663086
native_dram,1772738455.12997,0,0,62.96696996688843
native_dram,1772738455.478369,0,0,63.31536889076233
native_dram,1772738455.854833,0,0,63.69183278083801
native_dram,1772738455.986643,0,0,63.82364296913147
native_dram,1772738456.153616,0,0,63.99061584472656
native_dram,1772738456.29492,0,0,64.13191986083984
native_dram,1772738456.492288,0,0,64.32928800582886
native_dram,1772738456.622262,0,0,64.45926189422607
native_dram,1772738456.814175,0,0,64.65117478370667
native_dram,1772738456.999184,0,0,64.83618378639221
native_dram,1772738457.212376,0,0,65.04937601089478
native_dram,1772738457.42116,0,0,65.25815987586975
native_dram,1772738457.566703,0,0,65.40370297431946
native_dram,1772738457.944101,0,0,65.78110098838806
native_dram,1772738458.124452,0,0,65.9614520072937
native_dram,1772738458.314065,768,1,66.1510648727417
native_dram,1772738458.449934,0,0,66.28693389892578
native_dram,1772738458.59136,0,0,66.42835998535156
