mode,TTFT_mean,TTFT_p95,TBTp95_mean,TBTp95_p95,estTBT_mean,estTBT_p95,TTLT_mean,TTLT_p95,processed_request_count,prefix_hit_count,prefix_hit_total,prefix_hit_rate
native_dram,0.2247956270627063,0.35544999999999993,0.13127250103691415,0.3736,,,0.6839321034613921,1.2373399999999999,2629,591,2687,0.21994789728321548
native_disk,0.23719508196721312,0.4139999999999999,0.14105145385587864,0.3879600000000002,,,0.7318511574074075,1.3386799999999996,2592,575,2656,0.2164909638554217
native_dram_disk,0.24652547403132727,0.41655000000000003,0.13547833815626292,0.38915999999999995,,,0.7287178612059158,1.4291199999999984,2637,721,2691,0.2679301374953549
cachegen_dram,0.26473561253561256,0.45733999999999997,0.13584651162790698,0.37355000000000005,,,0.7539662362324344,1.5301400000000003,2633,1131,2694,0.4198218262806236
cachegen_disk,0.27840199836867857,0.5285,0.1375712822613683,0.3736,,,0.7810306753147653,1.82,2621,1131,2694,0.4198218262806236
cachegen_dram_disk,0.2801716973415133,0.47708,0.13735038950389505,0.3736099999999996,,,0.7768768148992778,1.69865,2631,1134,2691,0.4214046822742475
