mode,insertion_ts,finished_ts,TTFT,TBT_p95,TBT_p99,TTLT,out_tok,t_finish,t_insert
native_dram,1772738392.1678,1772738402.586226,1.7851,1.1723,1.1723,4.2789,,10.42322587966919,0.004799842834472656
native_dram,1772738392.4976,1772738404.0052347,,,,2.152,,11.84223461151123,0.33459997177124023
native_dram,1772738392.3418,1772738404.4739263,,,,2.6324,,12.31092619895935,0.17879986763000488
native_dram,1772738392.4136,1772738405.4266512,,,,1.9915,,13.263651132583618,0.25059986114501953
native_dram,1772738393.0156,1772738405.466846,0.1995,0.4471,0.4471,0.7246,,13.303845882415771,0.8525998592376709
native_dram,1772738393.0344,1772738406.41093,2.6612,1.3748,1.3748,4.1099,,14.247929811477661,0.8713998794555664
native_dram,1772738393.0769,1772738415.1974113,0.3319,0.1328,0.1328,0.939,,23.034411191940308,0.9138998985290527
native_dram,1772738393.0824,1772738415.2445936,0.2868,0.1235,0.1235,0.7841,,23.08159351348877,0.9193999767303467
native_dram,1772738393.0923,1772738415.4248598,0.1911,0.1202,0.1202,0.6805,,23.26185965538025,0.9292998313903809
native_dram,1772738392.4566,1772738415.7578328,1.87,0.6638,0.6638,3.2152,,23.5948326587677,0.29359984397888184
native_dram,1772738392.3859,1772738415.8334622,2.4766,0.665,0.665,3.8108,,23.670462131500244,0.2228999137878418
native_dram,1772738392.6161,1772738416.0068462,1.7167,0.9939,0.9939,3.532,,23.843846082687378,0.45309996604919434
native_dram,1772738393.142,1772738416.176476,0.2122,0.1079,0.1079,0.5903,,24.01347589492798,0.9789998531341553
native_dram,1772738392.3256,1772738416.7151682,2.8914,0.6745,0.6745,4.2271,,24.552168130874634,0.16259980201721191
native_dram,1772738393.152,1772738416.8560314,0.2112,0.0493,0.0493,0.4456,,24.693031311035156,0.9889998435974121
native_dram,1772738392.6891,1772738416.986812,1.982,0.9977,0.9977,4.1829,,24.823812007904053,0.5260999202728271
native_dram,1772738392.4743,1772738417.0242946,1.715,0.6775,0.6775,3.0564,,24.861294507980347,0.31129980087280273
native_dram,1772738392.5215,1772738417.0407207,2.0079,1.0199,1.0199,3.8453,,24.877720594406128,0.35850000381469727
native_dram,1772738392.8939,1772738417.1896915,,,,2.1796,,25.026691436767578,0.7308998107910156
native_dram,1772738392.487,1772738417.3289008,2.2527,0.2626,0.2626,3.0933,,25.165900707244873,0.32399988174438477
native_dram,1772738392.3361,1772738417.5504987,2.76,0.671,0.671,4.1304,,25.38749861717224,0.17309999465942383
native_dram,1772738392.674,1772738417.6505556,1.5936,1.0099,1.0099,4.2386,,25.487555503845215,0.5109999179840088
native_dram,1772738392.9521,1772738417.6650202,2.1176,0.0634,0.0634,2.2008,,25.502020120620728,0.789099931716919
native_dram,1772738392.6254,1772738417.8078744,1.5814,1.0133,1.0133,3.4067,,25.644874334335327,0.462399959564209
native_dram,1772738392.5311,1772738417.8201435,1.8587,0.999,0.999,3.677,,25.657143354415894,0.3680999279022217
native_dram,1772738392.9369,1772738417.826946,2.4498,0.0124,0.0124,2.4872,,25.66394591331482,0.7738997936248779
native_dram,1772738392.163,1772738417.844247,2.0007,1.1746,1.1746,4.488,,25.681246995925903,0.0
native_dram,1772738392.7187,1772738417.8675961,1.854,0.9966,0.9966,4.0304,,25.704596042633057,0.5556998252868652
