orig_slo,insertion_time,wait_time,prompt_tok,out_tok,total_tok,ttft,execution_time,diff,violation,total_violation,finished_time,success_rate_pct,success_count,processed_count
158.0,1768490239.1182,0.0139,27,32,59,1.6136,3.0654,-154.9207,0.0,0.0,1768490242.1998866,100.0,8,8
133.0,1768490239.6341,0.0043,27,32,59,1.5652,2.5608,-130.4349,0.0,0.0,1768490242.20006,100.0,8,8
40.0,1768490239.0177,0.0039,27,32,59,1.7246,3.1747,-36.8215,0.0,0.0,1768490242.2002234,100.0,8,8
30.0,1768490240.5768,0.6437,27,32,59,0.4071,0.9774,-28.3788,0.0,0.0,1768490242.2002745,100.0,8,8
44.0,1768490240.3716,0.867,27,32,59,0.3892,0.9602,-42.1728,0.0,0.0,1768490242.200325,100.0,8,8
20.0,1768490241.7761,0.4487,27,32,59,0.0205,2.0549,-17.4964,0.0,0.0,1768490244.2802656,100.0,9,9
88.0,1768490240.6776,1.6011,27,32,59,1.3861,2.021,-84.3779,0.0,0.0,1768490244.300298,100.0,10,10
41.0,1768490244.3072,0.4465,27,32,59,0.4014,1.0477,-39.5058,0.0,0.0,1768490245.8017917,100.0,12,12
70.0,1768490238.9169,0.0079,3405,786,4191,1.8193,22.1055,-47.8866,0.0,0.0,1768490261.0371234,100.0,13,13
129.0,1768490239.2241,0.005,3087,1027,4114,1.5169,29.7664,-99.2286,0.0,9.1074,1768490268.9995859,100.0,16,17
152.0,1768490239.7426,0.0095,3526,1026,4552,1.4518,29.2431,-122.7474,0.0,9.1074,1768490268.999916,100.0,16,17
34.0,1768490238.8079,0.0051,3840,1029,4869,0.5636,30.1833,-3.8116,0.0,9.1074,1768490269.0000553,94.12,16,17
19.0,1768490240.8887,0.2596,3276,1026,4302,0.4652,27.8478,9.1074,9.1074,9.1074,1768490269.0005298,93.75,16,17
10.0,1768490253.5855,15.4284,27,32,59,0.0412,1.6704,7.0989,7.0989,16.812,1768490270.6852303,84.21,16,19
90.0,1768490242.2941,0.0081,3195,1027,4222,1.3623,28.4059,-61.5859,0.0,16.812,1768490270.713089,85.0,19,22
32.0,1768490242.083,0.1599,3151,1030,4181,0.4156,28.4666,-3.3735,0.0,16.812,1768490270.716127,86.36,19,22
52.0,1768490241.6741,0.5866,4788,1020,5808,1.4043,28.4483,-22.9651,0.0,16.812,1768490270.7168448,85.71,19,22
24.0,1768490249.7775,20.9549,27,32,59,0.9431,1.6491,-1.3959,0.0,23.7412,1768490272.383803,83.33,22,26
10.0,1768490264.7477,6.0026,27,32,59,0.9249,1.6319,-2.3655,0.0,23.7412,1768490272.3839552,84.0,22,26
25.0,1768490250.0837,20.6851,27,32,59,0.906,1.6148,-2.7001,0.0,23.7412,1768490272.3844564,84.62,22,26
22.0,1768490243.4516,0.8725,3326,1026,4352,0.8213,28.0567,6.9292,6.9292,23.7412,1768490272.3863153,82.61,22,26
28.0,1768490248.2839,24.1252,27,32,59,0.0316,2.0652,-1.8096,0.0,23.7412,1768490274.477059,85.19,24,28
34.0,1768490245.1564,0.6616,3159,1024,4183,0.4126,28.659,-4.6794,0.0,23.7412,1768490274.4821873,85.71,24,28
19.0,1768490260.391,14.1019,27,32,59,0.4056,1.1407,-3.7574,0.0,23.7412,1768490275.6367102,86.21,25,29
14.0,1768490247.7504,13.3035,12339,1026,13365,1.9015,31.1137,30.4172,30.4172,54.1584,1768490292.1797454,83.33,25,30
18.0,1768490263.9909,28.2117,27,32,59,0.0217,0.6916,10.9033,10.9033,65.0618,1768490292.8949354,80.65,25,31
22.0,1768490254.4517,17.9759,2955,867,3822,0.3896,23.6465,19.6224,19.6224,84.6842,1768490296.0790765,78.12,25,32
19.0,1768490264.6462,31.449,27,32,59,0.034,0.7099,13.159,13.159,97.8431,1768490296.8077524,75.76,25,33
11.0,1768490272.6572,24.1776,27,32,59,0.0253,0.7066,13.8841,13.8841,111.7272,1768490297.541651,73.53,25,34
13.0,1768490252.8901,16.1421,3194,1026,4220,0.4121,29.5212,32.6633,32.6633,170.7469,1768490298.5575929,69.44,25,36
22.0,1768490250.1967,18.8718,3898,1031,4929,0.8697,29.4845,26.3563,26.3563,170.7469,1768490298.5578737,71.43,25,36
36.0,1768490249.6732,48.9038,27,32,59,0.034,0.7156,13.6194,13.6194,247.1522,1768490299.2943954,64.1,25,40
26.0,1768490259.8618,38.7334,27,32,59,0.027,0.6958,13.4292,13.4292,247.1522,1768490299.294442,67.57,25,40
22.0,1768490253.4807,17.3067,3069,1031,4100,0.8875,28.5041,23.8108,23.8108,247.1522,1768490299.2979407,65.79,25,40
18.0,1768490255.7473,14.9659,4378,1019,5397,0.5792,28.58,25.5459,25.5459,247.1522,1768490299.3006587,62.5,25,40
45.0,1768490242.9232,56.4122,27,32,59,0.0925,1.4251,12.8373,12.8373,259.9895,1768490300.76079,60.98,25,41
38.0,1768490248.6048,50.7114,27,32,59,0.0295,1.4453,14.1567,14.1567,295.5888,1768490300.7635832,59.52,25,43
26.0,1768490252.4472,19.999,3044,1028,4072,1.2883,28.318,22.317,22.317,317.9058,1768490300.7681985,56.82,25,44
24.0,1768490255.3199,17.1467,4376,1030,5406,1.2675,28.2959,21.4426,21.4426,317.9058,1768490300.7707446,58.14,25,44
16.0,1768490273.5167,25.9076,27,32,59,0.0279,3.2824,13.19,13.19,331.0958,1768490302.7073526,55.56,25,45
16.0,1768490263.6719,10.8395,3015,1026,4041,0.3873,29.2634,24.1029,24.1029,355.1987,1768490303.7794144,54.35,25,46
38.0,1768490256.3679,47.4306,27,34,61,0.0297,0.7021,10.1327,10.1327,388.1421,1768490304.50189,52.08,25,48
25.0,1768490256.6883,18.9744,3022,1022,4044,0.3971,28.8363,22.8108,22.8108,388.1421,1768490304.5025587,53.19,25,48
21.0,1768490274.5856,29.95,27,32,59,0.4154,1.0837,10.0337,10.0337,398.1758,1768490305.6208165,51.02,25,49
24.0,1768490271.8273,33.8043,27,32,59,0.023,0.6942,10.4986,10.4986,408.6744,1768490306.3273242,50.0,25,50
32.0,1768490258.0721,42.7174,3680,481,4161,0.4797,13.7868,24.5042,24.5042,433.1786,1768490314.5795434,49.02,25,51
27.0,1768490271.2043,43.3967,27,32,59,0.0329,0.7208,17.1175,17.1175,450.2961,1768490315.3227308,48.08,25,52
