t_s,throughput_rps,swap (count/s),run_cnt,wait_cnt,vram_used_gib,vram_used_ratio,swap_active
0.0,,,,,,,0
1.0,19.5,0.0,23.64,2.6399999999999997,9.5994,0.6399599999999999,0
4.0,13.333333333333334,0.0,31.593333333333334,3.76,11.116266666666666,0.7410844444444443,0
