t_s,throughput_rps,swap (count/s),run_cnt,wait_cnt,vram_used_gib,vram_used_ratio,swap_active
0.0,,,,,,,0
7.0,0.5,0.0,11.0,0.0,7.6375,0.5091666666666667,0
8.0,12.333333333333334,0.0,12.527777777777779,0.0,7.785277777777778,0.5190185185185184,0
9.0,13.25,0.0,15.295833333333334,0.675,8.016208333333333,0.5344138888888889,0
