line_idx,algo,calls,avg_ms,max_ms,vq_id,vq_groups,head_deadline,slack,model,deadlines
29,timsort,1,0.026,0.026,0,119,1769531808.148,-1.497,meta-llama/Llama-3.2-1B-Instruct,
32,timsort,230,0.128,1.047,0,356,1769531808.148,-6.497,meta-llama/Llama-3.2-1B-Instruct,
35,timsort,483,0.206,1.465,0,609,1769531808.148,-11.498,meta-llama/Llama-3.2-1B-Instruct,
69,timsort,613,0.247,1.465,0,613,1769531809.893,-15.294,meta-llama/Llama-3.2-1B-Instruct,
73,timsort,691,0.314,1.612,0,698,1769531810.038,-20.168,meta-llama/Llama-3.2-1B-Instruct,
76,timsort,776,0.382,1.612,0,796,1769531810.038,-25.169,meta-llama/Llama-3.2-1B-Instruct,
79,timsort,878,0.46,1.732,0,796,1769531810.038,-25.169,meta-llama/Llama-3.2-1B-Instruct,"1769531810.038, 1769531810.151, 1769531810.214, 1769531810.332, 1769531810.398"
83,timsort,974,0.535,1.886,0,983,1769531810.151,-35.118,meta-llama/Llama-3.2-1B-Instruct,
86,timsort,1066,0.608,3.058,0,1074,1769531810.151,-40.133,meta-llama/Llama-3.2-1B-Instruct,
89,timsort,1158,0.682,5.701,0,1074,1769531810.151,-40.133,meta-llama/Llama-3.2-1B-Instruct,"1769531810.151, 1769531810.214, 1769531810.332, 1769531810.398, 1769531810.413"
99,timsort,1259,0.752,5.701,0,1272,1769531810.214,-50.141,meta-llama/Llama-3.2-1B-Instruct,
102,timsort,1354,0.826,5.701,0,1362,1769531810.214,-55.148,meta-llama/Llama-3.2-1B-Instruct,
105,timsort,1446,0.898,5.701,0,1362,1769531810.214,-55.148,meta-llama/Llama-3.2-1B-Instruct,"1769531810.214, 1769531810.332, 1769531810.398, 1769531810.413, 1769531810.427"
109,timsort,1547,0.968,5.701,0,1559,1769531810.332,-65.065,meta-llama/Llama-3.2-1B-Instruct,
112,timsort,1646,1.044,5.701,0,1559,1769531810.332,-65.065,meta-llama/Llama-3.2-1B-Instruct,"1769531810.332, 1769531810.398, 1769531810.413, 1769531810.427, 1769531810.440"
116,timsort,1742,1.115,8.84,0,1751,1769531810.398,-75.005,meta-llama/Llama-3.2-1B-Instruct,
136,timsort,1836,1.199,9.828,0,1841,1769531811.838,-78.603,meta-llama/Llama-3.2-1B-Instruct,
235,timsort,1952,1.249,9.828,0,1841,1769531811.838,-78.603,meta-llama/Llama-3.2-1B-Instruct,"1769531811.838, 1769531811.850, 1769531811.886, 1769531811.925, 1769531812.026"
350,timsort,2007,1.309,16.697,0,1881,1769531812.644,-82.845,meta-llama/Llama-3.2-1B-Instruct,"1769531812.644, 1769531812.657, 1769531812.670, 1769531812.683, 1769531812.696"
414,timsort,2065,1.365,16.697,0,1881,1769531814.44,-86.1,meta-llama/Llama-3.2-1B-Instruct,"1769531814.440, 1769531814.452, 1769531814.466, 1769531814.479, 1769531814.492"
476,timsort,2125,1.416,16.697,0,1881,1769531816.558,-89.014,meta-llama/Llama-3.2-1B-Instruct,"1769531816.558, 1769531816.589, 1769531816.600, 1769531816.611, 1769531816.622"
539,timsort,2186,1.468,16.697,0,1881,1769531819.019,-91.56,meta-llama/Llama-3.2-1B-Instruct,"1769531819.019, 1769531819.072, 1769531819.127, 1769531819.251, 1769531819.262"
603,timsort,2240,1.514,16.697,0,1881,1769531825.593,-90.012,meta-llama/Llama-3.2-1B-Instruct,"1769531825.593, 1769531826.225, 1769531826.280, 1769531826.336, 1769531826.540"
691,timsort,2308,1.559,16.697,0,1881,1769531833.528,-87.083,meta-llama/Llama-3.2-1B-Instruct,"1769531833.528, 1769531833.554, 1769531833.673, 1769531833.868, 1769531834.120"
767,timsort,2382,1.608,16.697,0,1881,1769531839.44,-86.172,meta-llama/Llama-3.2-1B-Instruct,"1769531839.440, 1769531839.483, 1769531839.699, 1769531839.751, 1769531839.829"
841,timsort,2452,1.647,16.697,0,1881,1769531847.901,-82.718,meta-llama/Llama-3.2-1B-Instruct,"1769531847.901, 1769531847.950, 1769531847.991, 1769531848.078, 1769531848.120"
921,timsort,2527,1.687,16.697,0,1881,1769531854.802,-80.883,meta-llama/Llama-3.2-1B-Instruct,"1769531854.802, 1769531854.848, 1769531854.877, 1769531855.113, 1769531855.140"
997,timsort,2599,1.725,16.697,0,1881,1769531862.278,-78.428,meta-llama/Llama-3.2-1B-Instruct,"1769531862.278, 1769531862.377, 1769531862.744, 1769531862.792, 1769531862.830"
1074,timsort,2671,1.762,16.697,0,1881,1769531870.482,-75.231,meta-llama/Llama-3.2-1B-Instruct,"1769531870.482, 1769531870.509, 1769531870.578, 1769531870.646, 1769531870.720"
1148,timsort,2741,1.801,16.697,0,1881,1769531877.522,-73.229,meta-llama/Llama-3.2-1B-Instruct,"1769531877.522, 1769531877.718, 1769531877.759, 1769531877.789, 1769531877.905"
1225,timsort,2817,1.838,16.697,0,1881,1769531885.675,-70.088,meta-llama/Llama-3.2-1B-Instruct,"1769531885.675, 1769531885.704, 1769531886.015, 1769531886.193, 1769531886.268"
1301,timsort,2890,1.875,16.697,0,1881,1769531892.054,-68.763,meta-llama/Llama-3.2-1B-Instruct,"1769531892.054, 1769531892.123, 1769531892.151, 1769531892.178, 1769531892.244"
1377,timsort,2964,1.904,16.697,0,1881,1769531905.752,-60.109,meta-llama/Llama-3.2-1B-Instruct,"1769531905.752, 1769531905.830, 1769531906.078, 1769531906.150, 1769531906.295"
1457,timsort,3037,1.932,16.697,0,1881,1769531917.436,-53.428,meta-llama/Llama-3.2-1B-Instruct,"1769531917.436, 1769531917.734, 1769531917.858, 1769531917.924, 1769531918.014"
1526,timsort,3111,1.962,16.697,0,1881,1769531928.347,-47.564,meta-llama/Llama-3.2-1B-Instruct,"1769531928.347, 1769531928.404, 1769531928.729, 1769531928.771, 1769531928.914"
