=== Basic Benchmark Test (PREFIX mode) ===
[LEN] vllm_max_len=16000, tokenizer.model_max_length=131072 -> effective=16000
[LEN] max_prompt_tokens_short=15960, prefix_short_tokens=11 -> max_base_prompt_short=15949
[LEN] max_prompt_tokens_long =14968,  prefix_long_tokens =16  -> max_base_prompt_long =14952
Starting server and wait to load model weights
Server started at localhost:8000 with model meta-llama/Llama-3.2-1B-Instruct
Waiting for vLLM server to start...
Worker e6262d36-e124-4745-9db4-3381508a7522 registered at http://localhost:8000

[Part 2] Loading dataset from: data/ShareGPT_V3_unfiltered_cleaned_split.json
dataset1_candidates(first-pair, base<=short-limit): 58755
dataset2_candidates(first-pair, base<=long-limit)      : 58754
too_long_long(>long base-limit)                         : 12
[dataset1_candidates base tok lens] n=58755 min=1 p50=31 p90=676 p99=2860 max=15769
[dataset2_candidates base tok lens] n=58754 min=1 p50=31 p90=675 p99=2859 max=12323
[DEBUG] wrote 12 rows -> debug/debug_too_long_for_long_top50.jsonl
dataset1 chosen: 500 | base_tok_range ~ 16..16
dataset2 chosen: 500 | base_tok_range ~ 2924..12323
[DEBUG] wrote 50 rows -> debug/debug_dataset1_sample_base.jsonl
[DEBUG] wrote 50 rows -> debug/debug_dataset2_sample_base.jsonl
!!! BENCHMARK START TIME: 1768798185.6930926 !!!
Pushing for 600s (ORDER_MODE=shuffle)
  push_interval_s=10.000000
  dataset1: max_tokens=32, prefix=ON
  dataset2: max_tokens=1024,  prefix=ON
[VQ0] groups=1 head_deadline=1768798219.700 slack=34.000 model=meta-llama/Llama-3.2-1B-Instruct
  deadlines: 1768798219.700
[DEBUG] OrigSLO: 34.00 | Insertion Time: 1768798185.7002 | Wait Time: 0.0429 | prompt_tok= 3840 out_tok= 829 total_tok= 4669 | TTFT: 0.4406 | Execution Time: 2.5070 | Diff: -31.4502 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798190.6526136 | SuccessRate: 100.00% (1/1)
[DEBUG] OrigSLO: 152.00 | Insertion Time: 1768798276.0059 | Wait Time: 0.0491 | prompt_tok= 3526 out_tok= 1024 total_tok= 4550 | TTFT: 0.0706 | Execution Time: 2.6088 | Diff: -149.3420 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798278.687115 | SuccessRate: 100.00% (10/10)
[DEBUG] OrigSLO: 102.00 | Insertion Time: 1768798286.0713 | Wait Time: 0.0470 | prompt_tok= 5583 out_tok= 1024 total_tok= 6607 | TTFT: 0.1022 | Execution Time: 2.6757 | Diff: -99.2773 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798288.8341732 | SuccessRate: 100.00% (11/11)
[DEBUG] OrigSLO: 139.00 | Insertion Time: 1768798296.1062 | Wait Time: 0.0968 | prompt_tok= 27 out_tok= 32 total_tok= 59 | TTFT: 0.0245 | Execution Time: 0.1326 | Diff: -138.7706 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798296.3365283 | SuccessRate: 100.00% (12/12)
[DEBUG] OrigSLO: 201.00 | Insertion Time: 1768798306.1660 | Wait Time: 0.0475 | prompt_tok= 3271 out_tok= 1024 total_tok= 4295 | TTFT: 0.0836 | Execution Time: 2.6078 | Diff: -198.3447 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798308.8425877 | SuccessRate: 100.00% (13/13)
[DEBUG] OrigSLO: 187.00 | Insertion Time: 1768798316.2208 | Wait Time: 0.0533 | prompt_tok= 3365 out_tok= 24 total_tok= 3389 | TTFT: 0.0667 | Execution Time: 0.1485 | Diff: -186.7983 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798316.4466202 | SuccessRate: 100.00% (14/14)
[DEBUG] OrigSLO: 102.00 | Insertion Time: 1768798326.2934 | Wait Time: 0.0645 | prompt_tok= 3559 out_tok= 1024 total_tok= 4583 | TTFT: 0.0674 | Execution Time: 2.6002 | Diff: -99.3353 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798328.9850936 | SuccessRate: 100.00% (15/15)
[DEBUG] OrigSLO: 44.00 | Insertion Time: 1768798336.3058 | Wait Time: 0.0987 | prompt_tok= 27 out_tok= 32 total_tok= 59 | TTFT: 0.0251 | Execution Time: 0.1349 | Diff: -43.7664 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798336.5402682 | SuccessRate: 100.00% (16/16)
[DEBUG] OrigSLO: 177.00 | Insertion Time: 1768798346.3762 | Wait Time: 0.0682 | prompt_tok= 2980 out_tok= 1024 total_tok= 4004 | TTFT: 0.0828 | Execution Time: 2.6707 | Diff: -174.2611 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798349.1415813 | SuccessRate: 100.00% (17/17)
[DEBUG] OrigSLO: 30.00 | Insertion Time: 1768798356.4105 | Wait Time: 0.0989 | prompt_tok= 27 out_tok= 31 total_tok= 58 | TTFT: 0.0251 | Execution Time: 0.1335 | Diff: -29.7675 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798356.643792 | SuccessRate: 100.00% (18/18)
[DEBUG] OrigSLO: 88.00 | Insertion Time: 1768798366.4120 | Wait Time: 0.0678 | prompt_tok= 27 out_tok= 32 total_tok= 59 | TTFT: 0.0227 | Execution Time: 0.1327 | Diff: -87.7995 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798366.613557 | SuccessRate: 100.00% (19/19)
[DEBUG] OrigSLO: 142.00 | Insertion Time: 1768798376.4456 | Wait Time: 0.0979 | prompt_tok= 27 out_tok= 32 total_tok= 59 | TTFT: 0.0222 | Execution Time: 0.1322 | Diff: -141.7700 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798376.6765244 | SuccessRate: 100.00% (20/20)
[DEBUG] OrigSLO: 19.00 | Insertion Time: 1768798386.5466 | Wait Time: 0.0485 | prompt_tok= 3276 out_tok= 1025 total_tok= 4301 | TTFT: 0.0672 | Execution Time: 2.6310 | Diff: -16.3205 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798389.2548947 | SuccessRate: 100.00% (21/21)
[DEBUG] OrigSLO: 127.00 | Insertion Time: 1768798396.5482 | Wait Time: 0.0953 | prompt_tok= 27 out_tok= 32 total_tok= 59 | TTFT: 0.0229 | Execution Time: 0.1318 | Diff: -126.7729 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798396.776185 | SuccessRate: 100.00% (22/22)
[DEBUG] OrigSLO: 212.00 | Insertion Time: 1768798406.6072 | Wait Time: 0.0642 | prompt_tok= 2945 out_tok= 979 total_tok= 3924 | TTFT: 0.0669 | Execution Time: 2.4689 | Diff: -209.4669 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798409.163234 | SuccessRate: 100.00% (23/23)
[DEBUG] OrigSLO: 131.00 | Insertion Time: 1768798416.6107 | Wait Time: 0.0988 | prompt_tok= 27 out_tok= 32 total_tok= 59 | TTFT: 0.0277 | Execution Time: 0.1344 | Diff: -130.7668 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798416.8447387 | SuccessRate: 100.00% (24/24)
[DEBUG] OrigSLO: 148.00 | Insertion Time: 1768798426.6718 | Wait Time: 0.0480 | prompt_tok= 3202 out_tok= 1024 total_tok= 4226 | TTFT: 0.0682 | Execution Time: 2.5802 | Diff: -145.3718 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798429.3261855 | SuccessRate: 100.00% (25/25)
[DEBUG] OrigSLO: 199.00 | Insertion Time: 1768798436.7432 | Wait Time: 0.0601 | prompt_tok= 3096 out_tok= 0 total_tok= 3096 | TTFT: None | Execution Time: 0.0830 | Diff: -198.8569 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798436.9051495 | SuccessRate: 100.00% (26/26)
[DEBUG] OrigSLO: 52.00 | Insertion Time: 1768798446.7823 | Wait Time: 0.0483 | prompt_tok= 4788 out_tok= 736 total_tok= 5524 | TTFT: 0.0683 | Execution Time: 1.9046 | Diff: -50.0471 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798448.7594366 | SuccessRate: 100.00% (27/27)
[DEBUG] OrigSLO: 20.00 | Insertion Time: 1768798456.8215 | Wait Time: 0.0985 | prompt_tok= 27 out_tok= 22 total_tok= 49 | TTFT: 0.0242 | Execution Time: 0.1067 | Diff: -19.7949 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798457.0286174 | SuccessRate: 100.00% (28/28)
[DEBUG] OrigSLO: 180.00 | Insertion Time: 1768798466.8308 | Wait Time: 0.0984 | prompt_tok= 27 out_tok= 32 total_tok= 59 | TTFT: 0.0221 | Execution Time: 0.1423 | Diff: -179.7594 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798467.0729396 | SuccessRate: 100.00% (29/29)
[DEBUG] OrigSLO: 198.00 | Insertion Time: 1768798476.8323 | Wait Time: 0.0953 | prompt_tok= 27 out_tok= 32 total_tok= 59 | TTFT: 0.0214 | Execution Time: 0.1287 | Diff: -197.7761 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798477.0574136 | SuccessRate: 100.00% (30/30)
[DEBUG] OrigSLO: 32.00 | Insertion Time: 1768798486.8686 | Wait Time: 0.0709 | prompt_tok= 3151 out_tok= 1024 total_tok= 4175 | TTFT: 0.0844 | Execution Time: 2.6132 | Diff: -29.3158 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798489.5774505 | SuccessRate: 100.00% (31/31)
[DEBUG] OrigSLO: 109.00 | Insertion Time: 1768798496.8716 | Wait Time: 0.0831 | prompt_tok= 27 out_tok= 32 total_tok= 59 | TTFT: 0.0229 | Execution Time: 0.1326 | Diff: -108.7843 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798497.0881839 | SuccessRate: 100.00% (32/32)
[DEBUG] OrigSLO: 90.00 | Insertion Time: 1768798506.9013 | Wait Time: 0.0698 | prompt_tok= 3195 out_tok= 242 total_tok= 3437 | TTFT: 0.0672 | Execution Time: 0.6960 | Diff: -89.2342 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798507.6902485 | SuccessRate: 100.00% (33/33)
[DEBUG] OrigSLO: 88.00 | Insertion Time: 1768798516.9036 | Wait Time: 0.0703 | prompt_tok= 27 out_tok= 20 total_tok= 47 | TTFT: 0.0232 | Execution Time: 0.0968 | Diff: -87.8329 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798517.0715063 | SuccessRate: 100.00% (34/34)
[DEBUG] OrigSLO: 68.00 | Insertion Time: 1768798526.9300 | Wait Time: 0.0560 | prompt_tok= 3671 out_tok= 1024 total_tok= 4695 | TTFT: 0.0702 | Execution Time: 2.6072 | Diff: -65.3368 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798529.6153457 | SuccessRate: 100.00% (35/35)
[DEBUG] OrigSLO: 160.00 | Insertion Time: 1768798536.9874 | Wait Time: 0.0641 | prompt_tok= 3020 out_tok= 1024 total_tok= 4044 | TTFT: 0.0671 | Execution Time: 2.6446 | Diff: -157.2913 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798539.718723 | SuccessRate: 100.00% (36/36)
[DEBUG] OrigSLO: 144.00 | Insertion Time: 1768798546.9900 | Wait Time: 0.0984 | prompt_tok= 27 out_tok= 10 total_tok= 37 | TTFT: 0.0227 | Execution Time: 0.0687 | Diff: -143.8329 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798547.160993 | SuccessRate: 100.00% (37/37)
[DEBUG] OrigSLO: 127.00 | Insertion Time: 1768798556.9994 | Wait Time: 0.0986 | prompt_tok= 27 out_tok= 32 total_tok= 59 | TTFT: 0.0256 | Execution Time: 0.1328 | Diff: -126.7687 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798557.231539 | SuccessRate: 100.00% (38/38)
[DEBUG] OrigSLO: 45.00 | Insertion Time: 1768798567.0132 | Wait Time: 0.0983 | prompt_tok= 27 out_tok= 32 total_tok= 59 | TTFT: 0.0218 | Execution Time: 0.1323 | Diff: -44.7694 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798567.2446976 | SuccessRate: 100.00% (39/39)
[DEBUG] OrigSLO: 69.00 | Insertion Time: 1768798577.0145 | Wait Time: 0.0898 | prompt_tok= 27 out_tok= 32 total_tok= 59 | TTFT: 0.0215 | Execution Time: 0.1316 | Diff: -68.7786 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798577.23678 | SuccessRate: 100.00% (40/40)
[DEBUG] OrigSLO: 150.00 | Insertion Time: 1768798587.0573 | Wait Time: 0.0477 | prompt_tok= 3042 out_tok= 1024 total_tok= 4066 | TTFT: 0.0561 | Execution Time: 2.5688 | Diff: -147.3835 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798589.6937761 | SuccessRate: 100.00% (41/41)
[DEBUG] OrigSLO: 58.00 | Insertion Time: 1768798597.1366 | Wait Time: 0.0477 | prompt_tok= 5139 out_tok= 61 total_tok= 5200 | TTFT: 0.0997 | Execution Time: 0.2873 | Diff: -57.6650 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798597.5058632 | SuccessRate: 100.00% (42/42)
[DEBUG] OrigSLO: 195.00 | Insertion Time: 1768798607.1378 | Wait Time: 0.0491 | prompt_tok= 27 out_tok= 32 total_tok= 59 | TTFT: 0.0222 | Execution Time: 0.1289 | Diff: -194.8220 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798607.3166046 | SuccessRate: 100.00% (43/43)
[DEBUG] OrigSLO: 22.00 | Insertion Time: 1768798617.1661 | Wait Time: 0.0495 | prompt_tok= 3326 out_tok= 1024 total_tok= 4350 | TTFT: 0.0550 | Execution Time: 2.6418 | Diff: -19.3086 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798619.8784146 | SuccessRate: 100.00% (44/44)
[DEBUG] OrigSLO: 17.00 | Insertion Time: 1768798627.2024 | Wait Time: 0.0487 | prompt_tok= 3245 out_tok= 0 total_tok= 3245 | TTFT: None | Execution Time: 0.0687 | Diff: -16.8827 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798627.3403425 | SuccessRate: 100.00% (45/45)
[DEBUG] OrigSLO: 98.00 | Insertion Time: 1768798637.2471 | Wait Time: 0.0983 | prompt_tok= 27 out_tok= 32 total_tok= 59 | TTFT: 0.0227 | Execution Time: 0.1305 | Diff: -97.7712 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798637.4768026 | SuccessRate: 100.00% (46/46)
[DEBUG] OrigSLO: 56.00 | Insertion Time: 1768798647.2819 | Wait Time: 0.0983 | prompt_tok= 27 out_tok= 32 total_tok= 59 | TTFT: 0.0213 | Execution Time: 0.1322 | Diff: -55.7695 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798647.5132186 | SuccessRate: 100.00% (47/47)
[DEBUG] OrigSLO: 134.00 | Insertion Time: 1768798657.3289 | Wait Time: 0.0722 | prompt_tok= 3009 out_tok= 0 total_tok= 3009 | TTFT: None | Execution Time: 0.0683 | Diff: -133.8596 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798657.4869351 | SuccessRate: 100.00% (48/48)
[DEBUG] OrigSLO: 79.00 | Insertion Time: 1768798667.3605 | Wait Time: 0.0609 | prompt_tok= 3522 out_tok= 1024 total_tok= 4546 | TTFT: 0.0642 | Execution Time: 2.5983 | Diff: -76.3407 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798670.0515273 | SuccessRate: 100.00% (49/49)
[DEBUG] OrigSLO: 119.00 | Insertion Time: 1768798677.3949 | Wait Time: 0.0794 | prompt_tok= 3730 out_tok= 1024 total_tok= 4754 | TTFT: 0.0700 | Execution Time: 2.6064 | Diff: -116.3141 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798680.098902 | SuccessRate: 100.00% (50/50)
[DEBUG] OrigSLO: 211.00 | Insertion Time: 1768798687.4391 | Wait Time: 0.0718 | prompt_tok= 3097 out_tok= 1024 total_tok= 4121 | TTFT: 0.0650 | Execution Time: 2.5923 | Diff: -208.3359 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798690.1281247 | SuccessRate: 100.00% (51/51)
[DEBUG] OrigSLO: 41.00 | Insertion Time: 1768798697.4671 | Wait Time: 0.0986 | prompt_tok= 27 out_tok= 32 total_tok= 59 | TTFT: 0.0223 | Execution Time: 0.1270 | Diff: -40.7744 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798697.6935794 | SuccessRate: 100.00% (52/52)
[DEBUG] OrigSLO: 64.00 | Insertion Time: 1768798707.5142 | Wait Time: 0.0989 | prompt_tok= 27 out_tok= 32 total_tok= 59 | TTFT: 0.0227 | Execution Time: 0.1304 | Diff: -63.7707 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798707.7443638 | SuccessRate: 100.00% (53/53)
[DEBUG] OrigSLO: 128.00 | Insertion Time: 1768798717.6034 | Wait Time: 0.0557 | prompt_tok= 5078 out_tok= 0 total_tok= 5078 | TTFT: None | Execution Time: 0.0832 | Diff: -127.8611 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798717.7736516 | SuccessRate: 100.00% (54/54)
[DEBUG] OrigSLO: 138.00 | Insertion Time: 1768798727.6265 | Wait Time: 0.0561 | prompt_tok= 3391 out_tok= 1024 total_tok= 4415 | TTFT: 0.0666 | Execution Time: 2.5758 | Diff: -135.3681 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798730.277946 | SuccessRate: 100.00% (55/55)
[DEBUG] OrigSLO: 138.00 | Insertion Time: 1768798737.6644 | Wait Time: 0.0484 | prompt_tok= 3077 out_tok= 1024 total_tok= 4101 | TTFT: 0.0673 | Execution Time: 2.5838 | Diff: -135.3679 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798740.3202007 | SuccessRate: 100.00% (56/56)
[DEBUG] OrigSLO: 58.00 | Insertion Time: 1768798747.6656 | Wait Time: 0.0956 | prompt_tok= 27 out_tok= 32 total_tok= 59 | TTFT: 0.0239 | Execution Time: 0.1300 | Diff: -57.7744 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798747.8920238 | SuccessRate: 100.00% (57/57)
[DEBUG] OrigSLO: 122.00 | Insertion Time: 1768798757.6845 | Wait Time: 0.0985 | prompt_tok= 27 out_tok= 32 total_tok= 59 | TTFT: 0.0214 | Execution Time: 0.1280 | Diff: -121.7735 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798757.911833 | SuccessRate: 100.00% (58/58)
[DEBUG] OrigSLO: 176.00 | Insertion Time: 1768798767.7026 | Wait Time: 0.0985 | prompt_tok= 27 out_tok= 32 total_tok= 59 | TTFT: 0.0217 | Execution Time: 0.1313 | Diff: -175.7702 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798767.9332862 | SuccessRate: 100.00% (59/59)
[DEBUG] OrigSLO: 34.00 | Insertion Time: 1768798777.7463 | Wait Time: 0.0680 | prompt_tok= 3159 out_tok= 1024 total_tok= 4183 | TTFT: 0.0682 | Execution Time: 2.6432 | Diff: -31.2887 | Violation: 0.0000 | TotalViolation: 0.0000 | Finished Time: 1768798780.4777644 | SuccessRate: 100.00% (60/60)
Successfully pushed 60 requests (logged 60).
Now waiting for processing...
Status: [Worker Load: 0.0] / [Queue Waiting Groups: 0]
All requests processed. Exiting.
