orig_slo,insertion_time,wait_time,prompt_tok,out_tok,total_tok,ttft,execution_time,diff,violation,total_violation,finished_time,success_rate_pct,success_count,processed_count
10.0,1768471820.1478,1.7916,3283,17,3300,0.4437,7.3518,-0.8566,0.0,0.0,1768471829.8514993,100.0,19,19
10.0,1768471820.0312,1.8529,27,32,59,0.0448,7.7188,-0.4283,0.0,0.0,1768471830.1276119,100.0,19,19
16.0,1768471820.7731,2.1097,27,32,59,3.2184,6.7674,-7.1229,0.0,0.0,1768471830.3227847,100.0,19,19
15.0,1768471819.9829,2.4559,27,32,59,2.798,7.2104,-5.3337,0.0,0.0,1768471830.502416,100.0,19,19
13.0,1768471820.5874,1.6848,27,32,59,1.1697,7.3766,-3.9386,0.0,0.0,1768471830.873931,100.0,19,19
14.0,1768471821.3176,1.2871,27,32,59,2.6322,7.0649,-5.648,0.0,0.0,1768471831.2195868,100.0,19,19
18.0,1768471820.0274,3.1324,27,32,59,4.7383,6.508,-8.3596,0.0,0.0,1768471831.5458696,100.0,19,19
16.0,1768471821.7505,1.3541,27,32,59,4.7934,6.5605,-8.0853,0.0,0.0,1768471831.5459242,100.0,19,19
14.0,1768471819.991,2.3365,27,31,58,1.1136,7.3338,-4.3296,0.0,0.0,1768471831.6041226,100.0,19,19
17.0,1768471821.5312,1.7951,27,32,59,5.5075,6.336,-8.869,0.0,0.0,1768471831.9419158,100.0,19,19
13.0,1768471820.0865,2.0753,27,32,59,1.2803,7.4938,-3.431,0.0,0.0,1768471832.1322627,100.0,19,19
14.0,1768471821.2584,1.291,27,32,59,2.6888,7.1189,-5.5901,0.0,0.0,1768471832.1369011,100.0,19,19
11.0,1768471820.3562,1.6942,27,32,59,1.3908,7.6107,-1.695,0.0,0.0,1768471832.168927,100.0,19,19
18.0,1768471820.9977,2.4391,27,32,59,5.3976,6.2287,-9.3322,0.0,0.0,1768471832.534305,100.0,19,19
16.0,1768471820.0746,2.5856,27,32,59,2.5775,7.003,-6.4115,0.0,0.0,1768471832.5472093,100.0,19,19
10.0,1768471821.2985,0.6968,27,32,59,1.447,7.6634,-1.6398,0.0,0.0,1768471832.902789,100.0,19,19
16.0,1768471820.6145,2.2126,27,32,59,3.2745,6.8395,-6.9479,0.0,0.0,1768471833.0884986,100.0,19,19
14.0,1768471821.0964,1.3978,27,32,59,2.7438,7.1632,-5.439,0.0,0.0,1768471833.0906115,100.0,19,19
18.0,1768471820.9615,2.4199,27,32,59,5.4528,6.2745,-9.3056,0.0,0.0,1768471833.3108592,100.0,19,19
16.0,1768471820.2898,2.4259,2955,801,3756,2.5215,26.1884,12.6143,12.6143,12.6143,1768471848.9082894,95.0,19,20
18.0,1768471821.2489,27.7053,27,31,58,0.0357,0.8072,10.5125,10.5125,23.1268,1768471849.763052,90.48,19,21
18.0,1768471821.3785,28.4039,27,32,59,0.0417,0.822,11.2258,11.2258,34.3526,1768471850.6073933,86.36,19,22
18.0,1768471821.3946,29.2735,27,32,59,0.0228,0.8045,12.078,12.078,46.4307,1768471851.4742355,82.61,19,23
13.0,1768471820.2248,1.9922,3680,1023,4703,1.2239,33.1462,22.1384,22.1384,219.0146,1768471855.3670256,73.08,19,32
16.0,1768471821.5153,1.5338,3516,1032,4548,4.8484,32.3149,17.8487,17.8487,219.0146,1768471855.3688087,70.37,19,32
15.0,1768471821.5537,1.2176,3372,1026,4398,3.3294,32.5943,18.8118,18.8118,219.0146,1768471855.368869,63.33,19,32
17.0,1768471819.9118,3.0263,3073,1022,4095,3.1629,32.4243,18.4507,18.4507,219.0146,1768471855.3693616,79.17,19,32
18.0,1768471820.486,2.7849,4033,1024,5057,5.5626,32.0951,16.8799,16.8799,219.0146,1768471855.3697567,61.29,19,32
18.0,1768471820.397,2.8186,3490,1022,4512,5.6184,32.1473,16.966,16.966,219.0146,1768471855.36985,76.0,19,32
