orig_slo,slo_type,insertion_time,wait_time,prompt_tok,out_tok,total_tok,ttft,tbt_p95,tbt_p99,execution_time,ttlt,diff,violation,total_violation,finished_time,success_rate_pct,success_count,processed_count,kv,run_cnt,wait_cnt,swap_cnt,vram_used_gib,vram_total_gib
40.0,0,1769134448.5725,345.2245,27,32,59,0.0638,0.0362,0.0368,,0.8031,305.2882,305.2882,40482.9592,1769134794.6013927,6.25,18,288,0.151,9,0,0,14.2,15.0
15.0,0,1769134473.7983,320.9578,27,32,59,0.061,0.0375,0.0463,,0.8069,306.0188,306.0188,40788.978,1769134795.565358,6.23,18,289,0.153,9,0,0,14.2,15.0
62.0,1,1769134424.9723,342.8153,3952,1026,4978,0.5494,0.0387,0.3137,,30.9128,311.7281,311.7281,41100.7061,1769134798.7217958,6.21,18,290,0.091,8,0,0,14.2,15.0
68.0,0,1769134421.0315,377.8624,27,32,59,0.0674,0.0393,0.0401,,0.8121,309.9299,309.9299,41410.636,1769134799.706799,6.19,18,291,0.152,9,0,0,14.2,15.0
18.0,1,1769134469.3004,300.3636,4219,1030,5249,0.5933,0.0382,0.3297,,30.6242,312.9878,312.9878,42036.5938,1769134800.3022578,6.14,18,293,0.105,8,0,0,14.2,15.0
65.0,1,1769134422.3176,347.5105,12339,1024,13363,2.495,0.0403,0.3197,,30.4595,312.97,312.97,42036.5938,1769134800.3248293,6.16,18,293,0.119,9,0,0,14.2,15.0
60.0,0,1769134429.1065,370.8264,27,32,59,0.0665,0.0497,0.0633,,0.8019,310.8929,310.8929,42347.4867,1769134800.74058,6.12,18,294,0.153,9,0,0,14.2,15.0
22.0,0,1769134467.1306,333.3247,27,33,60,0.0503,0.07,0.7757,,1.5095,311.375,311.375,42658.8617,1769134801.9679203,6.1,18,295,0.094,8,0,0,14.2,15.0
31.0,1,1769134456.4388,323.3408,3044,979,4023,0.3798,0.0381,0.3086,,27.0877,319.4285,319.4285,42978.2903,1769134806.8905368,6.08,18,296,0.15,9,0,0,14.2,15.0
70.0,1,1769134417.4095,361.5919,3405,1026,4431,0.4455,0.04,0.3296,,29.0681,320.6601,320.6601,43298.9503,1769134808.3963416,6.06,18,297,0.139,9,0,0,14.2,15.0
11.0,0,1769134478.7693,329.9994,27,11,38,0.052,0.0473,0.0473,,0.2916,319.0514,319.0514,43618.0018,1769134809.0615296,6.04,18,298,0.121,9,0,0,14.2,15.0
41.0,1,1769134447.2425,345.1676,4171,612,4783,0.5361,0.0384,0.331,,17.6813,321.8489,321.8489,43939.8507,1769134810.1062245,6.02,18,299,0.152,9,0,0,14.2,15.0
25.0,0,1769134464.8158,345.4501,27,32,59,0.0545,0.0385,0.04,,0.7336,320.5046,320.5046,44260.3553,1769134811.0006645,6.0,18,300,0.122,9,0,0,14.2,15.0
47.0,1,1769134440.6475,342.2495,3803,1023,4826,0.488,0.0364,0.3316,,30.0282,325.2776,325.2776,44585.6329,1769134812.9496067,5.98,18,301,0.131,9,0,0,14.2,15.0
32.0,0,1769134458.0854,355.0146,27,32,59,0.0588,0.0781,0.3075,,0.8365,323.0734,323.0734,45234.7703,1769134813.949378,5.94,18,303,0.137,9,0,0,14.2,15.0
36.0,1,1769134451.8242,332.3722,3676,1035,4711,0.4667,0.0361,0.3268,,29.6919,326.0641,326.0641,45234.7703,1769134813.9566555,5.96,18,303,0.144,9,0,0,14.2,15.0
63.0,1,1769134426.5456,375.5879,3952,433,4385,0.5116,0.0338,0.3286,,13.0168,325.6047,325.6047,45560.3751,1769134815.1701415,5.92,18,304,0.118,9,0,0,14.2,15.0
63.0,0,1769134427.2507,387.1015,27,32,59,0.3421,0.0275,0.0284,,1.0364,324.4436,324.4436,45884.8187,1769134815.3892035,5.9,18,305,0.135,9,0,0,14.2,15.0
28.0,0,1769134462.3027,353.2095,27,32,59,0.2894,0.0291,0.0358,,0.9924,325.4989,325.4989,46210.3176,1769134816.5066113,5.88,18,306,0.132,9,0,0,14.2,15.0
43.0,1,1769134445.0578,344.2058,4212,1023,5235,0.5601,0.0366,0.351,,30.129,331.3348,331.3348,46541.6524,1769134819.4158154,5.86,18,307,0.15,9,0,0,14.2,15.0
64.0,1,1769134424.8787,370.9321,3376,1030,4406,0.4503,0.0348,0.3434,,29.3219,336.254,336.254,46877.9065,1769134825.1520696,5.84,18,308,0.154,9,0,0,14.2,15.0
10.0,0,1769134480.5782,344.781,27,33,60,0.0692,0.0313,0.0353,,0.7931,334.8503,334.8503,47212.7567,1769134826.1531541,5.83,18,309,0.135,9,0,0,14.2,15.0
41.0,1,1769134448.4551,352.493,3372,1023,4395,0.5366,0.0328,0.369,,29.0155,340.5086,340.5086,47893.8198,1769134829.9789493,5.81,18,311,0.106,9,0,0,14.2,15.0
16.0,1,1769134473.4143,327.2327,3556,1030,4586,0.4685,0.0349,0.3528,,29.3218,340.5545,340.5545,47893.8198,1769134829.988461,5.79,18,311,0.095,9,0,0,14.2,15.0
49.0,0,1769134441.7912,388.4357,27,32,59,0.348,0.0331,0.0347,,1.0794,339.7838,339.7838,48233.6036,1769134831.3140962,5.77,18,312,0.138,9,0,0,14.2,15.0
68.0,0,1769134422.9486,408.6054,27,32,59,0.0606,0.031,0.0328,,0.7786,340.666,340.666,48574.2696,1769134832.3451397,5.75,18,313,0.139,9,0,0,14.2,15.0
44.0,1,1769134445.7603,361.2608,3172,1030,4202,0.4109,0.0356,0.3326,,29.0657,346.3265,346.3265,48920.5961,1769134836.103013,5.73,18,314,0.124,9,0,0,14.2,15.0
43.0,1,1769134446.8103,362.4845,4711,1029,5740,0.6272,0.0348,0.3526,,30.1104,349.5948,349.5948,49270.191,1769134839.4246867,5.71,18,315,0.122,9,0,0,14.2,15.0
68.0,1,1769134422.2628,393.0975,3165,860,4025,0.4297,0.0345,0.3282,,24.0673,349.1648,349.1648,49619.3558,1769134839.4436982,5.7,18,316,0.122,9,0,0,14.2,15.0
27.0,0,1769134464.4824,375.0665,27,32,59,0.0728,0.3141,0.3415,,1.1206,348.1394,348.1394,49967.4952,1769134840.672557,5.68,18,317,0.14,8,0,0,14.2,15.0
68.0,1,1769134421.8966,389.2655,8657,1030,9687,1.3246,0.0348,0.3429,,29.9768,351.2424,351.2424,50318.7375,1769134841.1711957,5.66,18,318,0.124,9,0,0,14.2,15.0
31.0,0,1769134460.6132,380.2514,27,32,59,0.0738,0.0584,0.6169,,1.4057,349.3252,349.3252,50668.0627,1769134842.2716632,5.64,18,319,0.15,9,0,0,14.2,15.0
61.0,1,1769134429.2375,384.9588,3618,1024,4642,0.4837,0.0351,0.352,,29.7491,353.7079,353.7079,51021.7706,1769134843.9636612,5.62,18,320,0.123,8,0,0,14.2,15.0
13.0,0,1769134479.0911,365.0626,27,32,59,0.0661,0.0342,0.0352,,0.7759,352.1287,352.1287,51373.8993,1769134844.9306185,5.61,18,321,0.135,9,0,0,14.2,15.0
40.0,1,1769134450.3845,366.3535,3339,1022,4361,0.443,0.0338,0.3353,,29.59,355.9435,355.9435,51729.8428,1769134846.3458524,5.59,18,322,0.133,9,0,0,14.2,15.0
24.0,1,1769134466.4198,353.2426,3806,1023,4829,0.4864,0.0341,0.3375,,29.6374,358.88,358.88,52088.7228,1769134849.3220742,5.57,18,323,0.13,9,0,0,14.2,15.0
53.0,0,1769134439.5697,409.946,27,32,59,0.0607,0.0568,0.3018,,0.8267,357.0067,357.0067,52445.7295,1769134850.3663657,5.56,18,324,0.138,9,0,0,14.2,15.0
61.0,0,1769134431.6934,418.8991,27,32,59,0.0779,0.0304,0.0315,,0.7979,357.9769,357.9769,52803.7064,1769134851.391287,5.54,18,325,0.139,9,0,0,14.2,15.0
25.0,1,1769134465.7285,360.6477,4378,1035,5413,0.5847,0.0365,0.3414,,30.0613,365.709,365.709,53169.4154,1769134856.4572785,5.52,18,326,0.137,9,0,0,14.2,15.0
63.0,1,1769134427.7524,402.3276,3587,1025,4612,0.4808,0.0396,0.3435,,30.4766,369.8042,369.8042,53539.2196,1769134860.6003253,5.5,18,327,0.126,8,0,0,14.2,15.0
74.0,0,1769134418.8487,442.2481,27,32,59,0.062,0.0394,0.0408,,0.8081,368.3101,368.3101,53907.5298,1769134861.906266,5.49,18,328,0.151,9,0,0,14.2,15.0
39.0,1,1769134452.133,380.4736,2980,1027,4007,0.3987,0.0358,0.3347,,29.8791,371.3527,371.3527,54278.8824,1769134862.5067945,5.47,18,329,0.14,9,0,0,14.2,15.0
33.0,0,1769134459.8835,402.2678,27,32,59,0.0887,0.0611,0.3845,,1.2202,369.3565,369.3565,54648.239,1769134863.3819568,5.45,18,330,0.153,9,0,0,14.2,15.0
52.0,1,1769134439.4085,396.933,8571,1036,9607,1.2722,0.0365,0.332,,30.6478,375.5808,375.5808,55023.8198,1769134867.024287,5.44,18,331,0.141,9,0,0,14.2,15.0
71.0,0,1769134422.19,444.9553,27,32,59,0.073,0.0303,0.0337,,0.7961,374.0283,374.0283,55397.8481,1769134867.9421127,5.42,18,332,0.14,9,0,0,14.2,15.0
23.0,1,1769134468.5331,371.5183,2971,1026,3997,0.37,0.0378,0.3388,,29.7674,378.2857,378.2857,55776.1337,1769134869.8342855,5.41,18,333,0.14,9,0,0,14.2,15.0
17.0,0,1769134476.2873,393.652,27,6,33,0.0717,0.0257,0.0257,,0.2141,376.7237,376.7237,56152.8574,1769134870.154235,5.39,18,334,0.143,9,0,0,14.2,15.0
70.0,1,1769134422.4051,424.0831,3202,858,4060,0.4195,0.0352,0.315,,24.081,378.1641,378.1641,56531.0215,1769134870.5899827,5.37,18,335,0.14,9,0,0,14.2,15.0
65.0,0,1769134428.3535,441.9453,27,32,59,0.0716,0.0462,0.325,,0.9483,377.0169,377.0169,57287.4866,1769134871.2989395,5.36,18,337,0.143,9,0,0,14.2,15.0
23.0,1,1769134468.836,372.5698,5028,1035,6063,0.6819,0.0362,0.3526,,29.8784,379.4482,379.4482,57287.4866,1769134871.301586,5.34,18,337,0.12,9,0,0,14.2,15.0
48.0,1,1769134443.9434,398.5903,3806,1032,4838,0.4977,0.0368,0.3106,,28.8551,379.4454,379.4454,57666.932,1769134871.4078999,5.33,18,338,0.137,9,0,0,14.2,15.0
23.0,0,1769134470.384,400.4493,27,32,59,0.0497,0.0318,0.3124,,0.7098,377.499,377.499,58044.431,1769134871.5461717,5.31,18,339,0.131,9,0,0,14.2,15.0
33.0,0,1769134460.4372,411.1012,27,24,51,0.0583,0.0702,1.2827,,1.8725,378.1595,378.1595,58422.5905,1769134873.416887,5.29,18,340,0.096,7,0,0,14.2,15.0
22.0,0,1769134471.5186,400.3562,27,32,59,1.2046,0.0408,0.0414,,1.9168,379.5608,379.5608,59181.7068,1769134873.7956326,5.28,18,342,0.124,8,0,0,14.2,15.0
61.0,0,1769134432.5251,439.4949,27,32,59,1.0606,0.0313,0.0605,,1.7753,379.5555,379.5555,59181.7068,1769134873.7964544,5.26,18,342,0.124,8,0,0,14.2,15.0
18.0,0,1769134475.5388,398.071,27,32,59,0.0845,0.0478,0.7872,,1.5733,380.1555,380.1555,59561.8624,1769134875.1844516,5.25,18,343,0.125,9,0,0,14.2,15.0
16.0,1,1769134476.2554,369.2964,5028,1030,6058,0.6679,0.0362,0.3217,,30.4889,383.7853,383.7853,59945.6477,1769134876.0667503,5.23,18,344,0.137,9,0,0,14.2,15.0
14.0,0,1769134479.6923,395.6777,27,32,59,0.0789,0.0296,0.0309,,0.8116,381.7566,381.7566,60327.4043,1769134876.1825802,5.22,18,345,0.148,9,0,0,14.2,15.0
10.0,1,1769134482.708,368.9324,5398,1024,6422,0.7357,0.0353,0.322,,30.4442,389.3766,389.3766,60716.7808,1769134882.1060987,5.2,18,346,0.141,9,0,0,14.2,15.0
40.0,0,1769134453.8462,428.4825,27,0,27,,,,,0.0865,388.569,388.569,61105.3498,1769134882.4244893,5.19,18,347,0.139,9,0,0,14.2,15.0
72.0,0,1769134421.9425,460.7198,27,32,59,0.0673,0.0294,0.031,,0.7857,388.787,388.787,61494.1368,1769134883.4489694,5.17,18,348,0.139,9,0,0,14.2,15.0
57.0,1,1769134435.7691,420.7869,4613,1015,5628,0.6218,0.0361,0.3057,,30.0219,393.8089,393.8089,61887.9457,1769134886.5945258,5.16,18,349,0.146,9,0,0,14.2,15.0
35.0,0,1769134458.9838,427.75,27,32,59,0.0813,0.0336,0.3029,,0.7887,392.8313,392.8313,62280.777,1769134887.5239043,5.14,18,350,0.136,9,0,0,14.2,15.0
61.0,0,1769134433.0128,454.645,27,32,59,0.0825,0.0397,0.0398,,0.7954,393.7275,393.7275,62674.5045,1769134888.4542594,5.13,18,351,0.137,9,0,0,14.2,15.0
29.0,0,1769134465.085,423.6091,27,32,59,0.0782,0.0312,0.0335,,0.7914,394.6873,394.6873,63069.1918,1769134889.4876454,5.11,18,352,0.139,9,0,0,14.2,15.0
71.0,0,1769134423.1063,466.5987,27,32,59,0.0792,0.031,0.0363,,0.7906,395.6779,395.6779,63464.8697,1769134890.5026894,5.1,18,353,0.14,9,0,0,14.2,15.0
63.0,0,1769134431.1774,459.5836,27,29,56,0.0607,0.0378,0.0388,,0.7361,396.6442,396.6442,63861.5139,1769134891.49835,5.08,18,354,0.141,9,0,0,14.2,15.0
22.0,1,1769134471.0186,391.6559,3436,1024,4460,0.4495,0.0373,0.3372,,29.5537,399.2097,399.2097,64260.7236,1769134892.2588694,5.07,18,355,0.14,9,0,0,14.2,15.0
12.0,0,1769134482.2435,409.4057,27,32,59,0.0736,0.0352,0.3258,,0.7877,397.4793,397.4793,64658.2029,1769134892.4378564,5.06,18,356,0.142,9,0,0,14.2,15.0
32.0,1,1769134461.1517,402.5025,4788,1033,5821,0.623,0.0372,0.2975,,28.8582,399.3607,399.3607,65057.5636,1769134892.5330236,5.04,18,357,0.152,9,0,0,14.2,15.0
21.0,0,1769134473.5104,419.2841,27,32,59,0.5183,0.0278,0.0431,,1.2303,398.8023,398.8023,65456.3659,1769134894.026958,5.03,18,358,0.12,8,0,0,14.2,15.0
28.0,1,1769134465.2279,402.931,3805,1028,4833,0.4905,0.0384,0.3083,,29.2194,404.1504,404.1504,65860.5163,1769134897.3966491,5.01,18,359,0.142,9,0,0,14.2,15.0
56.0,1,1769134437.4512,434.2649,8588,1024,9612,1.3496,0.0341,0.3091,,29.1407,407.4056,407.4056,66267.9219,1769134900.8829286,5.0,18,360,0.097,7,0,0,14.2,15.0
30.0,1,1769134463.552,410.404,3347,1023,4370,0.4668,0.0332,0.2989,,27.7905,408.1945,408.1945,67084.2056,1769134901.761723,4.99,18,362,0.125,8,0,0,14.2,15.0
62.0,1,1769134431.658,442.4451,3559,1026,4585,0.7016,0.0351,0.0627,,27.644,408.0891,408.0891,67084.2056,1769134901.7667909,4.97,18,362,0.136,9,0,0,14.2,15.0
26.0,0,1769134468.8031,432.3148,27,32,59,0.069,0.027,0.0274,,0.7338,406.3838,406.3838,67490.5894,1769134901.852782,4.96,18,363,0.116,9,0,0,14.2,15.0
26.0,0,1769134468.9882,433.2292,27,32,59,1.0428,0.0301,0.0378,,1.7293,408.2721,408.2721,67898.8615,1769134903.947565,4.95,18,364,0.099,8,0,0,14.2,15.0
60.0,1,1769134433.7542,442.4523,3283,1034,4317,0.4431,0.0337,0.0592,,28.0078,410.46,410.46,68309.3215,1769134904.2488627,4.93,18,365,0.129,8,0,0,14.2,15.0
48.0,1,1769134445.8245,430.8198,3863,1026,4889,0.529,0.0332,0.0565,,27.6305,410.4502,410.4502,68719.7717,1769134904.2912664,4.92,18,366,0.14,9,0,0,14.2,15.0
62.0,0,1769134433.3395,470.8137,27,32,59,0.0644,0.0512,0.0543,,0.7505,408.8781,408.8781,69128.6498,1769134904.9047067,4.9,18,367,0.119,9,0,0,14.2,15.0
35.0,0,1769134460.4624,444.2227,27,16,43,0.0557,0.0443,0.0443,,0.418,409.2784,409.2784,69537.9282,1769134905.1140864,4.89,18,368,0.091,9,0,0,14.2,15.0
57.0,0,1769134438.4384,466.065,27,32,59,0.0631,0.0482,0.0486,,0.7478,409.1281,409.1281,69947.0563,1769134905.2537344,4.88,18,369,0.09,8,0,0,14.2,15.0
70.0,0,1769134425.5873,479.4356,27,32,59,0.0516,0.074,0.8369,,1.5543,409.4872,409.4872,70356.5435,1769134906.5780132,4.86,18,370,0.091,9,0,0,14.2,15.0
14.0,1,1769134479.9824,403.7062,3194,1035,4229,0.4159,0.0349,0.0707,,27.8699,417.5761,417.5761,70774.1196,1769134911.5790575,4.85,18,371,0.14,9,0,0,14.2,15.0
11.0,0,1769134485.1034,426.6838,27,32,59,0.0614,0.0312,0.0321,,0.7365,415.7452,415.7452,71189.8648,1769134912.524559,4.84,18,372,0.118,9,0,0,14.2,15.0
47.0,0,1769134449.1764,463.5089,27,32,59,0.0624,0.0438,0.3787,,1.0274,416.5713,416.5713,71606.4361,1769134913.713758,4.83,18,373,0.119,9,0,0,14.2,15.0
75.0,0,1769134421.1896,492.7688,27,0,27,,,,,0.0649,417.8337,417.8337,72024.2698,1769134914.0262012,4.81,18,374,0.121,9,0,0,14.2,15.0
44.0,1,1769134450.4311,442.0705,3032,839,3871,0.4111,0.0351,0.3409,,23.3126,421.3831,421.3831,72445.6528,1769134915.829725,4.8,18,375,0.129,8,0,0,14.2,15.0
35.0,0,1769134461.2582,454.7578,27,32,59,0.0675,0.0337,0.038,,0.7593,419.8253,419.8253,72865.4782,1769134916.7866302,4.79,18,376,0.123,9,0,0,14.2,15.0
35.0,0,1769134461.5985,455.4219,27,32,59,0.0617,0.0326,0.0454,,0.7499,420.4836,420.4836,73285.9618,1769134917.771794,4.77,18,377,0.124,9,0,0,14.2,15.0
35.0,0,1769134461.6092,456.3272,27,32,59,0.0622,0.0268,0.0273,,0.7517,421.3894,421.3894,73707.3512,1769134918.6995327,4.76,18,378,0.125,9,0,0,14.2,15.0
30.0,1,1769134464.4612,428.1819,3730,1017,4747,0.6708,0.0338,0.3005,,28.0867,426.2685,426.2685,74133.6197,1769134920.7492464,4.75,18,379,0.12,8,0,0,14.2,15.0
27.0,1,1769134467.6815,426.4814,3230,1022,4252,0.4379,0.0342,0.0771,,27.4982,426.9796,426.9796,74560.5993,1769134921.6844676,4.74,18,380,0.133,9,0,0,14.2,15.0
20.0,0,1769134476.7275,444.2501,27,32,59,0.0518,0.033,0.0338,,0.7479,424.3019,424.3019,74984.9012,1769134921.727078,4.72,18,381,0.129,9,0,0,14.2,15.0
17.0,1,1769134477.7674,420.2227,3436,1007,4443,0.4505,0.0339,0.0746,,27.9399,431.1625,431.1625,75845.9308,1769134925.9517357,4.71,18,383,0.133,9,0,0,14.2,15.0
12.0,1,1769134484.0837,422.7545,3276,739,4015,0.4356,0.0329,0.0691,,19.1125,429.867,429.867,75845.9308,1769134925.9713032,4.7,18,383,0.115,9,0,0,14.2,15.0
45.0,0,1769134451.835,474.5098,27,32,59,0.3531,0.0298,0.0349,,1.0595,429.8629,429.8629,76275.7937,1769134927.4054096,4.69,18,384,0.13,9,0,0,14.2,15.0
41.0,1,1769134453.9809,448.0821,3109,1024,4133,0.4475,0.0319,0.3097,,28.4086,435.4907,435.4907,77146.7052,1769134930.4946387,4.68,18,386,0.089,7,0,0,14.2,15.0
57.0,1,1769134438.0516,464.3114,5971,1026,6997,0.8962,0.0343,0.3265,,28.1094,435.4208,435.4208,77146.7052,1769134930.4950447,4.66,18,386,0.099,8,0,0,14.2,15.0
26.0,1,1769134469.9328,435.6044,3267,1035,4302,0.7483,0.0357,0.3072,,27.8087,437.4131,437.4131,78021.5423,1769134933.3790925,4.65,18,388,0.104,9,0,0,14.2,15.0
71.0,1,1769134424.9225,480.4659,3867,1017,4884,0.5424,0.0346,0.328,,27.9581,437.424,437.424,78021.5423,1769134933.385854,4.64,18,388,0.091,8,0,0,14.2,15.0
39.0,0,1769134458.0329,475.6099,27,32,59,0.0727,0.0312,0.0513,,0.7448,436.6827,436.6827,78458.2249,1769134934.388683,4.63,18,389,0.102,8,0,0,14.2,15.0
73.0,0,1769134424.0426,509.7667,27,32,59,0.0563,0.028,0.0315,,0.6944,436.823,436.823,78895.0479,1769134934.507043,4.62,18,390,0.102,9,0,0,14.2,15.0
75.0,1,1769134422.0763,512.4629,5198,0,5198,,,,,0.7238,438.1867,438.1867,79333.2346,1769134935.2799366,4.6,18,391,0.103,8,0,0,14.2,15.0
52.0,1,1769134444.2507,470.0827,3802,1025,4827,0.4709,0.0323,0.2005,,28.5026,446.5853,446.5853,79779.8199,1769134942.8520315,4.59,18,392,0.121,9,0,0,14.2,15.0
