orig_slo,insertion_time,wait_time,prompt_tok,out_tok,total_tok,ttft,execution_time,diff,violation,total_violation,finished_time,success_rate_pct,success_count,processed_count
40.0,1768796447.0557,0.054,27,32,59,0.4467,0.5798,-39.3663,0.0,0.0,1768796451.039488,100.0,5,5
34.0,1768796446.9314,0.0421,3840,1024,4864,0.5437,4.2102,-29.7477,0.0,0.0,1768796451.243691,100.0,6,6
70.0,1768796446.9925,0.0617,3405,1024,4429,0.5043,4.2938,-65.6445,0.0,0.0,1768796452.1432137,100.0,7,7
129.0,1768796447.1958,0.0609,3087,1024,4111,0.3005,4.8966,-124.0425,0.0,0.0,1768796452.1733737,100.0,10,10
102.0,1768796447.2829,0.0617,4513,1024,5537,0.2593,4.8155,-97.1228,0.0,0.0,1768796452.1858091,100.0,10,10
152.0,1768796447.5806,0.1711,3526,1024,4550,0.1308,4.414,-147.4148,0.0,0.0,1768796452.1864562,100.0,10,10
30.0,1768796448.6303,3.6819,27,32,59,0.0247,0.122,-26.1961,0.0,0.0,1768796452.436952,100.0,11,11
20.0,1768796452.315,0.0756,27,32,59,0.0276,0.1144,-19.81,0.0,0.0,1768796452.506514,100.0,12,12
44.0,1768796448.3785,4.1149,27,32,59,0.0251,0.1067,-39.7783,0.0,0.0,1768796452.60169,100.0,13,13
158.0,1768796447.1113,0.0597,27,32,59,0.3846,0.5439,-157.3964,0.0,0.0,1768796452.7904186,100.0,13,13
30.0,1768796447.3461,0.0642,27,16,43,0.1785,0.2241,-29.7117,0.0,0.0,1768796452.797792,100.0,13,13
133.0,1768796447.4937,0.0677,27,32,59,0.2101,0.3115,-132.6208,0.0,0.0,1768796452.9312928,100.0,13,13
88.0,1768796448.7819,4.2037,27,32,59,0.0228,0.1235,-83.6728,0.0,0.0,1768796453.1138396,100.0,14,14
88.0,1768796453.19,0.1082,27,21,48,0.0331,0.1046,-87.7872,0.0,0.0,1768796453.4184282,100.0,15,15
52.0,1768796452.2513,0.3336,4788,432,5220,0.0703,1.3975,-50.269,0.0,0.0,1768796454.0152879,100.0,16,16
109.0,1768796452.7865,1.2071,27,32,59,0.0904,0.1929,-107.6,0.0,0.0,1768796454.229446,100.0,17,17
45.0,1768796453.9987,0.2257,27,32,59,0.0373,0.1372,-44.6371,0.0,0.0,1768796454.370044,100.0,18,18
69.0,1768796454.2084,0.1449,27,32,59,0.062,0.1616,-68.6935,0.0,0.0,1768796454.5285668,100.0,19,19
127.0,1768796449.1116,5.4544,27,32,59,0.0682,0.1515,-121.3941,0.0,0.0,1768796454.723861,100.0,20,20
131.0,1768796449.37,5.5239,27,32,59,0.0337,0.1461,-125.33,0.0,0.0,1768796455.0738926,100.0,21,21
