orig_slo,insertion_time,wait_time,prompt_tok,out_tok,total_tok,ttft,execution_time,diff,violation,total_violation,finished_time,success_rate_pct,success_count,processed_count
34.0,1768818240.2989,0.0431,3840,1024,4864,0.4434,3.5814,-30.3755,0.0,0.0,1768818243.9581006,100.0,3,3
19.0,1768818240.7876,0.1205,3276,1024,4300,0.1231,3.0649,-15.8146,0.0,0.0,1768818244.0023398,100.0,4,4
20.0,1768818241.0083,1.0797,27,22,49,0.0939,0.1604,-18.7599,0.0,0.0,1768818244.4153786,100.0,4,4
22.0,1768818243.2609,1.349,27,32,59,0.0231,0.1121,-20.5389,0.0,0.0,1768818244.7248752,100.0,5,5
10.0,1768818245.0711,0.1205,27,32,59,0.0212,0.1104,-9.7691,0.0,0.0,1768818245.3037505,100.0,6,6
22.0,1768818241.3451,1.6685,3326,1023,4349,0.1219,3.0563,-17.2752,0.0,0.0,1768818246.0924351,100.0,7,7
14.0,1768818243.183,0.8448,12339,1024,13363,0.1553,3.1204,-10.0348,0.0,0.0,1768818247.2057085,100.0,8,8
19.0,1768818246.9934,0.6182,27,32,59,0.0286,0.1193,-18.2625,0.0,0.0,1768818247.7345695,100.0,9,9
13.0,1768818244.9623,0.8362,3194,1024,4218,0.0649,3.0592,-9.1046,0.0,0.0,1768818248.898946,100.0,10,10
10.0,1768818248.2715,0.5631,27,32,59,0.0278,0.1173,-9.3197,0.0,0.0,1768818248.9571693,100.0,11,11
18.0,1768818245.7043,0.6874,4378,1024,5402,0.0719,3.0368,-14.2759,0.0,0.0,1768818249.4572718,100.0,12,12
18.0,1768818248.002,1.4295,27,32,59,0.0218,0.108,-16.4625,0.0,0.0,1768818249.5416827,100.0,13,13
22.0,1768818244.1946,2.7965,3898,1022,4920,0.0625,2.9696,-16.2339,0.0,0.0,1768818249.986576,100.0,14,14
11.0,1768818250.4191,0.1912,27,9,36,0.0269,0.0539,-10.7549,0.0,0.0,1768818250.6654112,100.0,15,15
16.0,1768818247.9333,0.296,3015,1024,4039,0.0594,2.8857,-12.8184,0.0,0.0,1768818251.1393085,100.0,16,16
22.0,1768818245.0598,4.9479,3069,441,3510,0.0559,1.2381,-15.814,0.0,0.0,1768818251.267178,100.0,17,17
16.0,1768818250.703,0.4793,27,32,59,0.0202,0.0988,-15.4219,0.0,0.0,1768818251.2821035,100.0,18,18
19.0,1768818248.2585,3.4794,27,32,59,0.022,0.1311,-15.3895,0.0,0.0,1768818251.8698964,100.0,19,19
24.0,1768818244.1289,9.3113,27,32,59,0.0225,0.1093,-14.5795,0.0,0.0,1768818253.5523307,100.0,20,20
13.0,1768818252.4955,0.361,3299,379,3678,0.0572,1.083,-11.5559,0.0,0.0,1768818253.9612927,100.0,21,21
25.0,1768818244.1618,9.8698,27,32,59,0.0235,0.1073,-15.0229,0.0,0.0,1768818254.1410954,100.0,22,22
22.0,1768818245.3437,6.964,2955,660,3615,0.0621,1.8372,-13.1988,0.0,0.0,1768818254.1669822,100.0,23,23
15.0,1768818254.3849,0.7833,27,32,59,0.019,0.1034,-14.1133,0.0,0.0,1768818255.273419,100.0,24,24
30.0,1768818240.4534,15.8842,27,32,59,0.0224,0.1061,-14.0097,0.0,0.0,1768818256.4451375,100.0,26,26
30.0,1768818240.7303,16.1787,27,32,59,0.0228,0.1058,-13.7155,0.0,0.0,1768818257.0166497,100.0,27,27
18.0,1768818251.2101,3.374,3750,1024,4774,0.0704,2.7084,-11.9176,0.0,0.0,1768818257.3108351,100.0,28,28
11.0,1768818257.6423,0.4011,27,32,59,0.0224,0.1051,-10.4938,0.0,0.0,1768818258.1506476,100.0,29,29
16.0,1768818255.2779,3.9282,27,32,59,0.0204,0.1078,-11.964,0.0,0.0,1768818259.3160229,100.0,30,30
28.0,1768818243.308,16.5029,27,32,59,0.0206,0.1072,-11.39,0.0,0.0,1768818259.9202652,100.0,31,31
26.0,1768818244.8302,12.644,3044,1024,4068,0.0582,2.7691,-10.5869,0.0,0.0,1768818260.264557,100.0,32,32
14.0,1768818257.6007,2.7925,27,32,59,0.0203,0.1037,-11.1039,0.0,0.0,1768818260.4990335,100.0,33,33
21.0,1768818250.9274,10.0388,27,15,42,0.0208,0.0625,-10.8987,0.0,0.0,1768818261.0305138,100.0,34,34
25.0,1768818245.9911,12.6357,3022,1024,4046,0.0496,2.7148,-9.6495,0.0,0.0,1768818261.35824,100.0,35,35
26.0,1768818246.7716,14.7544,27,32,59,0.0259,0.1304,-11.1152,0.0,0.0,1768818261.6572814,100.0,36,36
20.0,1768818252.9685,9.107,27,32,59,0.0215,0.128,-10.7651,0.0,0.0,1768818262.2043023,100.0,37,37
13.0,1768818260.1639,3.6289,27,32,59,0.0215,0.1098,-9.2613,0.0,0.0,1768818263.9047558,100.0,38,38
11.0,1768818262.3197,2.0541,27,32,59,0.0205,0.1079,-8.838,0.0,0.0,1768818264.485399,100.0,39,39
11.0,1768818262.3831,2.5755,27,32,59,0.0225,0.1079,-8.3167,0.0,0.0,1768818265.0683393,100.0,40,40
